experiment,trajectory,windows,rel_l2_raw,tke_raw,mvpe_raw
beta_0.50_seen,10125_0.h5,29,0.06433714926242828,0.5444509387016296,0.05059022456407547
beta_0.50_seen,11400_15.h5,42,0.09623754769563675,0.5169142484664917,0.09287726879119873
beta_0.50_seen,13950_5.h5,42,0.06176085025072098,0.657463550567627,0.05536787211894989
beta_0.50_seen,20325_20.h5,42,0.11212136596441269,0.5015616416931152,0.10780315101146698
beta_0.50_seen,20325_5.h5,42,0.05478599667549133,0.7482211589813232,0.04616623371839523
beta_0.50_seen,22875_15.h5,42,0.11069397628307343,0.5864266157150269,0.09402518719434738
beta_0.50_seen,25425_15.h5,42,0.13368849456310272,0.6202110648155212,0.10276491194963455
beta_0.50_seen,26700_0.h5,42,0.06912805885076523,0.8548848032951355,0.04823220893740654
beta_0.50_seen,3750_0.h5,42,0.13891685009002686,0.8300522565841675,0.09614311158657074
beta_0.50_seen,3750_20.h5,42,0.18771103024482727,0.7655940055847168,0.1816994547843933
beta_0.50_seen,8850_20.h5,42,0.1338045299053192,0.5970176458358765,0.13556261360645294
beta_0.50_seen,8850_5.h5,42,0.07257410138845444,0.5773483514785767,0.05904962494969368
