horizon,raw_fluct_rms,centered_fluct_rms,target_fluct_rms,raw_fluct_amp_ratio,centered_fluct_amp_ratio,raw_fluct_cosine,centered_fluct_cosine,raw_fluct_rel_l2,centered_fluct_rel_l2,raw_energy_share,centered_energy_share,target_energy_share,precenter_frame_rel_l2,reconstructed_frame_rel_l2,mean_raw_deviation_rms
1,0.035892294707074,0.01537257855683396,0.014494911625252332,2.476199623359152,1.0605500022540748,0.20635609158616616,0.5072124508659898,2.4717618862254818,1.0241669665941577,0.057716779116161215,0.0765009459125406,0.06333146857857636,0.24094699437694345,0.10368614229707311,0.049957559494468534
2,0.0348338659860218,0.012463572039977338,0.01374576273562162,2.5341530081667396,0.9067210223030021,0.18616625435260623,0.53088908768144,2.54526696474593,0.9270417572375883,0.054362946863800304,0.05028731172137301,0.05695424536275359,0.23679380387780047,0.09407383162452589,0.03452676942342056
3,0.03345247611411195,0.012869393107794811,0.013140583732530542,2.5457374493415963,0.9793623608923577,0.22308551037428528,0.5726859501548127,2.5189174033004056,0.9151046418555927,0.05013674970016434,0.053615393412295036,0.052049640124134273,0.2246760273470915,0.0947061113373767,0.03496089878656631
4,0.033321248124433156,0.011321025020296147,0.01273457398806824,2.6165970024324157,0.8889991161780111,0.20405215429146562,0.5784104852409269,2.603600461403489,0.8728726185593918,0.049744166498721466,0.041490136482526294,0.0488829331542252,0.22703359733278644,0.0935667663142722,0.01815270177124695
5,0.03331406970347571,0.010387427418090062,0.012533962557870131,2.6579040386998494,0.8287424962481444,0.1887526813302245,0.5699846156371039,2.6572694351327857,0.8614366945489036,0.04972273596271771,0.03492925858939089,0.04735493025113839,0.2296843461477536,0.09536855372099716,0.01613206387023363
6,0.032996511566387235,0.010264085182381791,0.012376626204976576,2.666034428115761,0.8293120445258875,0.18598850943512632,0.5553148767346062,2.6675899297160677,0.8756139763816436,0.04877931457489571,0.03410467052194538,0.04617351795594358,0.22906507039111884,0.09925273028671258,0.018665696516353365
7,0.033071411236743356,0.010638521857444556,0.012350026788581646,2.677841255155812,0.8614169053690253,0.18431425917572683,0.5293619676787539,2.6802434840040132,0.9110633286549125,0.049001016873666,0.03663835306530032,0.045975262176060475,0.2303813439103118,0.1031561700465796,0.018874159871286957
8,0.03311461208722279,0.010643536537451006,0.012429658475007438,2.664161059115745,0.8563016078721861,0.1805714076972789,0.5234541634058083,2.6712565439049705,0.9147585255688655,0.04912911955554293,0.036672901646647,0.046570061018165514,0.23193008347068575,0.10564166510889358,0.018964662215248885
9,0.032977988868362916,0.010394000488530956,0.012489277897865662,2.6405040497976815,0.8322339028349456,0.17489444526091963,0.5208783783025117,2.654927994315628,0.9086407308027821,0.048724565095473384,0.034973478415905646,0.04701788328500091,0.23216176753595338,0.10668844928053789,0.019525348452739143
10,0.03286158097236192,0.010258283558915995,0.012504590459237545,2.627961393816463,0.8203614178613805,0.167536984243362,0.5059107599750882,2.650588544858252,0.9181141101118921,0.04838118978767845,0.034066127089412625,0.04713324713352859,0.23248484938171568,0.10835433105970639,0.019380699590363846
