step,label,rel_l2_raw,tke_raw,mvpe_raw,f17_rel,f18_rel,f19_rel,f20_rel,f20_over_mean_f1_f17,f20_over_f18,f19_over_f18,windows,trajectories,mean_fluctuation
0,ramp_step_00000,0.10641368478536606,0.43120115995407104,0.08538012206554413,0.116277072021672,0.12770868652420808,0.14265868679536195,0.17960524339469405,1.884932601702172,1.4063666950379965,1.1170632999057586,640,16,"{'mean_field_rel_l2': 0.06189406486957233, 'fluctuation_rel_l2': 0.9506246782880702, 'tke_field_rel_l2': 0.43120116389713303, 'pred_tke_mean': 0.00017549266128586566, 'target_tke_mean': 0.00021619014996167473, 'tke_energy_ratio': 0.8117514202981785}"
1000,ramp_step_01000,0.10403618961572647,0.4161619246006012,0.08142224699258804,0.11315838395082349,0.12667137483447594,0.14400599874507253,0.1823330450778682,1.9877614557282377,1.4394179057117404,1.1368472074551026,640,16,"{'mean_field_rel_l2': 0.056267788296413414, 'fluctuation_rel_l2': 0.9613017292651737, 'tke_field_rel_l2': 0.4161618795299395, 'pred_tke_mean': 0.00019714744182465407, 'target_tke_mean': 0.00021619014996167473, 'tke_energy_ratio': 0.9119168558771227}"
2000,ramp_step_02000,0.10444164276123047,0.4230232238769531,0.08054276555776596,0.11434530773752405,0.12510168549206685,0.14218865118315438,0.1808731197927745,1.9518966782733103,1.4458088160950024,1.1365846161374946,640,16,"{'mean_field_rel_l2': 0.05719882755210195, 'fluctuation_rel_l2': 0.9622561612260121, 'tke_field_rel_l2': 0.4230232497234775, 'pred_tke_mean': 0.0001840662705993246, 'target_tke_mean': 0.00021619014996167473, 'tke_energy_ratio': 0.8514091443664528}"
3000,ramp_step_03000,0.1015259250998497,0.4182049334049225,0.07808757573366165,0.11137821464106398,0.1227778349930851,0.14120740838974233,0.1758856660363844,1.9619949465765774,1.4325522684635248,1.1501050527376964,640,16,"{'mean_field_rel_l2': 0.05302805464670066, 'fluctuation_rel_l2': 0.9517486846320029, 'tke_field_rel_l2': 0.4182049523751936, 'pred_tke_mean': 0.0001870740788917589, 'target_tke_mean': 0.00021619014996167473, 'tke_energy_ratio': 0.8653219349952928}"
4000,ramp_step_04000,0.10228395462036133,0.41804003715515137,0.08131102472543716,0.11208381785557611,0.12122583742415072,0.13755557522348688,0.17661164991858888,1.941199397860498,1.4568812529679762,1.134705093784594,640,16,"{'mean_field_rel_l2': 0.05466241466545878, 'fluctuation_rel_l2': 0.9505670748412968, 'tke_field_rel_l2': 0.4180400421946614, 'pred_tke_mean': 0.0001926688267845648, 'target_tke_mean': 0.00021619014996167473, 'tke_energy_ratio': 0.8912007638586694}"
5000,ramp_step_05000,0.1013006940484047,0.4188970923423767,0.07762400060892105,0.11078727868477296,0.12169796707287991,0.13842724458972633,0.17716208212589665,1.978889274282476,1.455752190336931,1.1374655462143253,640,16,"{'mean_field_rel_l2': 0.052870137077673074, 'fluctuation_rel_l2': 0.9509593457443684, 'tke_field_rel_l2': 0.41889709864416547, 'pred_tke_mean': 0.00018493829149210823, 'target_tke_mean': 0.00021619014996167473, 'tke_energy_ratio': 0.8554427272699209}"
