experiment,trajectory,windows,rel_l2_raw,tke_raw,mvpe_raw
B_strong_backbone,10125_0.h5,29,0.03881949558854103,0.3898888826370239,0.02519485168159008
B_strong_backbone,10125_15.h5,42,0.08296620100736618,0.43617820739746094,0.07771619409322739
B_strong_backbone,11400_5.h5,42,0.04083668440580368,0.4632973372936249,0.02892138622701168
B_strong_backbone,19050_0.h5,42,0.04754594713449478,0.4657747745513916,0.0297709871083498
B_strong_backbone,20325_10.h5,42,0.07577784359455109,0.46972647309303284,0.06651455163955688
B_strong_backbone,20325_20.h5,42,0.098710797727108,0.4078459143638611,0.08886708319187164
B_strong_backbone,21600_15.h5,42,0.09927058219909668,0.4500192105770111,0.0858205184340477
B_strong_backbone,21600_5.h5,23,0.04547858610749245,0.4808551073074341,0.026901578530669212
B_strong_backbone,22875_15.h5,42,0.10552681982517242,0.49003922939300537,0.07319053262472153
B_strong_backbone,25425_20.h5,42,0.13351094722747803,0.5049717426300049,0.12825797498226166
B_strong_backbone,26700_10.h5,42,0.10537602752447128,0.48152559995651245,0.08283913880586624
B_strong_backbone,3750_0.h5,42,0.04456314444541931,0.3085052967071533,0.041071817278862
B_strong_backbone,6300_0.h5,42,0.041305869817733765,0.16801778972148895,0.02988305501639843
B_strong_backbone,6300_20.h5,42,0.10029315948486328,0.47000327706336975,0.10007870942354202
B_strong_backbone,7575_20.h5,42,0.1042795404791832,0.46714115142822266,0.10094451904296875
B_strong_backbone,8850_20.h5,42,0.1031830757856369,0.4866862893104553,0.09525507688522339
