experiment,trajectory,window_start,horizon,frame_rel_l2,frame_rmse,tke_contrib_rel_l2,tke_contrib_ratio,mvpe_probe_rel_l2
B_strong_backbone,10125_0.h5,0,1,0.024863391567802495,0.0022513239416325063,0.7977084186496816,1.3583838820303624,0.037208505460194774
B_strong_backbone,10125_0.h5,0,2,0.029239571846000904,0.0026489645433734345,0.6469621912986291,1.1901312094664336,0.03224115661266243
B_strong_backbone,10125_0.h5,0,3,0.03398312318369632,0.0030788052940402206,0.6444124158107817,0.9827567980297873,0.04318644704048694
B_strong_backbone,10125_0.h5,0,4,0.037153291376419914,0.00336533115213914,0.6969720197144932,0.8809435118366665,0.04234864979023491
B_strong_backbone,10125_0.h5,0,5,0.03742848238761016,0.0033922206216014912,0.7487635742448336,0.8451298295741535,0.03824050925081637
B_strong_backbone,10125_0.h5,0,6,0.03696343191265675,0.0033496627963233217,0.7279331975262991,0.8775408534973546,0.0391991548801369
B_strong_backbone,10125_0.h5,0,7,0.03675597019368631,0.003335755932540174,0.7056648875365757,0.9186367419536559,0.0520543080465636
B_strong_backbone,10125_0.h5,0,8,0.03762996023596255,0.0034178647540574563,0.7493492896592945,0.9094172798947331,0.061112740569675486
B_strong_backbone,10125_0.h5,0,9,0.037887340145941535,0.0034455576985452955,0.7956618621700311,0.9271501538954545,0.06863418594169939
B_strong_backbone,10125_0.h5,0,10,0.039378009233399014,0.003584917967345021,0.8005549915240177,0.9474219436691197,0.07129039800499515
B_strong_backbone,10125_0.h5,0,11,0.03867373345900537,0.003521469382022083,0.6954047828663981,1.000673872989885,0.06982641175345386
B_strong_backbone,10125_0.h5,0,12,0.04066394566032161,0.00370683430097995,0.693992614241706,0.9599368620558433,0.0783074055840455
B_strong_backbone,10125_0.h5,0,13,0.040197250647828205,0.003665141520652135,0.7020736486106356,0.9440209130655673,0.0646325663007126
B_strong_backbone,10125_0.h5,0,14,0.04043779650169056,0.0036890428779579915,0.7008350669658888,0.8816168204634081,0.04776807884374522
B_strong_backbone,10125_0.h5,0,15,0.04053598465593198,0.0037022465992223646,0.6317056016912346,0.8385304493171145,0.0446272556206312
B_strong_backbone,10125_0.h5,0,16,0.04106904492312723,0.003755114411021994,0.68539496272451,0.8007338457726977,0.04316336632543937
B_strong_backbone,10125_0.h5,0,17,0.04323199363332991,0.003955983790224195,0.8009976135997428,0.7627855519455088,0.04259274741345949
B_strong_backbone,10125_0.h5,0,18,0.045757754764594,0.00418992253665754,0.8428071529618731,0.696257373226473,0.053646875350881675
B_strong_backbone,10125_0.h5,0,19,0.0471307237082187,0.004315946235707869,0.8502210191121814,0.6374683780113447,0.05476073808140331
B_strong_backbone,10125_0.h5,0,20,0.04842016943197959,0.004435839322152211,0.9156914380048669,0.7016438809433266,0.05380642856199877
B_strong_backbone,10125_0.h5,20,1,0.021684792432344766,0.0019882881098613843,0.5585785162984862,0.9834997917339633,0.03497939801992547
B_strong_backbone,10125_0.h5,20,2,0.029789089278963794,0.002735378357005971,0.6944616167359872,0.7935176308364775,0.04642194531100909
B_strong_backbone,10125_0.h5,20,3,0.03136250091642722,0.0028829481006633017,0.6413226677484989,0.6771564566626375,0.055527545259119446
B_strong_backbone,10125_0.h5,20,4,0.03367906201811454,0.00309820430297947,0.7131403299294996,0.5894125830842326,0.061321882063678
B_strong_backbone,10125_0.h5,20,5,0.036375307835788274,0.003350025285308348,0.8572019948118433,0.5341236281105793,0.0748981316356315
B_strong_backbone,10125_0.h5,20,6,0.035285238267180115,0.003252472173641638,0.7904326129919036,0.5716723402688548,0.06458980125818431
B_strong_backbone,10125_0.h5,20,7,0.036663405490539036,0.003382863043597539,0.7950657267037408,0.5630412479900917,0.05045783158228502
B_strong_backbone,10125_0.h5,20,8,0.03746709209544466,0.0034594194198261444,0.7645076843056727,0.572826742076164,0.05091916938093685
B_strong_backbone,10125_0.h5,20,9,0.0379232068009284,0.0035037075226348924,0.757611393400457,0.53775122618324,0.04713644982235164
B_strong_backbone,10125_0.h5,20,10,0.03888969439161153,0.0035945667560432254,0.7634373368571019,0.49580912815787087,0.054895636914660456
