experiment,trajectory,windows,rel_l2,u_rmse,v_rmse,tke_rel_l2,mean_field_rel_l2,fluctuation_rel_l2,tke_field_rel_l2,pred_tke_mean,target_tke_mean,tke_energy_ratio
control_best,10125_0.h5,29,0.042212262153714326,0.004617833165452641,0.00290883372581984,0.4411558917744981,0.023004777936064716,0.7811335531537368,0.4411558917744981,1.4146417324539055e-05,1.8175024714923018e-05,0.778343773745948
control_best,10125_15.h5,42,0.08801083223860372,0.0094689517734723,0.005218497864839762,0.48639833159073426,0.05248149833536358,0.7036666156719251,0.48639833159073426,5.864180799050224e-05,7.957394632849506e-05,0.7369473388741923
control_best,11400_5.h5,42,0.04290531595743748,0.005604397012640326,0.002806585916956441,0.5243283016854106,0.022739535298210493,0.8844383337220549,0.5243283016854106,1.2756709133969266e-05,1.811573162430563e-05,0.704178522762711
control_best,19050_0.h5,42,0.04961642449638395,0.010196932509529456,0.006119194608281427,0.5219849026501376,0.02345656273327045,1.0183260125422495,0.5219849026501376,3.835761942903148e-05,5.3865737535947917e-05,0.7120968018572675
control_best,20325_10.h5,42,0.07801230257651375,0.01807270345715853,0.006738874633210086,0.5202389474166687,0.04052443229860681,0.8340274523501482,0.5202389474166687,0.0001433894310793851,0.00019982966555809624,0.7175582798425777
control_best,20325_20.h5,42,0.10417521732193827,0.021328669939315224,0.012928275183679274,0.4609969861064098,0.05648342627044347,0.7438153130622931,0.4609969861064098,0.00032722608849258735,0.0004241817234868227,0.7714290134962702
control_best,21600_15.h5,42,0.1003537495949759,0.022878955802488325,0.008643903601851388,0.49195575883783416,0.05345759248487339,0.7473630531756014,0.49195575883783416,0.0002455079319775468,0.0003878792038515198,0.6329494583358155
control_best,21600_5.h5,23,0.04623211914556809,0.010892082094135946,0.005860723452260676,0.5339061034540696,0.021191130727054013,1.0893970881056334,0.5339061034540696,3.8883579571036264e-05,5.150881262857102e-05,0.754891786215787
control_best,22875_15.h5,42,0.10569056837762507,0.025516039211924576,0.008913220946831567,0.5324985023685944,0.053780883897033685,0.8071807795085352,0.5324985023685944,0.00026669019875456915,0.0004220973674686106,0.63182151633391
control_best,25425_20.h5,42,0.1323740357089326,0.034437043386601834,0.013984208232112482,0.5868147050126256,0.07269414386930866,0.758935073307819,0.5868147050126256,0.0005159556797479953,0.00085362465711576,0.6044292130587162
control_best,26700_10.h5,42,0.10559722610675715,0.03175844704096218,0.008180201516816277,0.5565922936818045,0.05549691369502619,0.8146333770192968,0.5565922936818045,0.0003484937962440115,0.0006006664178923474,0.5801785914165577
control_best,3750_0.h5,42,0.050637529685688465,0.00223412470153035,0.001328931007986117,0.3747915700561909,0.029711897816589873,0.663102599344468,0.3747915700561909,3.963508119072899e-06,5.139943786729318e-06,0.771118962294135
control_best,6300_0.h5,42,0.04964917078608073,0.003336175632984087,0.002264206678698048,0.2556649227421823,0.028682176634409286,0.4674737611940965,0.2556649227421823,2.087018251622814e-05,2.523785244039417e-05,0.8269397154737538
control_best,6300_20.h5,42,0.11012197639381957,0.007052668507916613,0.004913971117862718,0.542863730431485,0.07327982392185528,0.7477979210682959,0.542863730431485,2.627965780294986e-05,3.760546922566317e-05,0.6988254193891504
control_best,7575_20.h5,42,0.1140756936190983,0.00869333440657329,0.0061796327000451,0.5355644306137004,0.07433587897136659,0.7254769280285862,0.5355644306137004,4.28229614511452e-05,6.407075421962819e-05,0.6683698666064134
control_best,8850_20.h5,42,0.11315140098215581,0.009961992969438995,0.006981004338615104,0.5458310774736165,0.07208998856568688,0.7462523854970898,0.5458310774736165,5.4776015026985026e-05,8.16809953771538e-05,0.6706090538449277
