experiment,horizon,frame_rel_l2,u_rmse,v_rmse,velocity_rmse,tke_contrib_rel_l2,tke_contrib_ratio,base_frame_rel_l2,delta_rms,correction_help_fraction,base_tke_contrib_rel_l2
control_best,1,0.041526627793150084,0.008434231163351666,0.004199256669912951,0.00666220728800376,0.6001811282189607,1.070320767700151,0.08120487846142334,0.009221530502087998,0.8414993286132812,0.7781264523276497
control_best,2,0.05199763752334015,0.010854687431687037,0.004614280996942842,0.00834013873860538,0.6210134247772633,1.0128486785929973,0.08086436354281422,0.008219140033859679,0.7926910400390625,0.7621498185578108
control_best,3,0.06099237476262186,0.01296569165578702,0.005083258100593012,0.00984755484956011,0.6317379926702704,0.9184282493479536,0.08405429185821359,0.007333879187982227,0.75936279296875,0.7888419475159265
control_best,4,0.0685195263294991,0.014732892973286164,0.0055747996044239155,0.011138593402934448,0.6544071660862282,0.8140973978027483,0.08684397467519014,0.0062474889778099466,0.7317245483398438,0.8046276515994741
control_best,5,0.0724708138412496,0.015570577859906946,0.005919283244810629,0.011778811676559746,0.6755234340205043,0.7522323005498825,0.08804911097902446,0.0058682535232239515,0.7113258361816406,0.8102252572514604
control_best,6,0.07562618851322048,0.016138764684628316,0.006231546141566469,0.012232985998117504,0.6948618040508248,0.7259552053953067,0.08717273867311244,0.005425824017285044,0.6845817565917969,0.7896370695236615
control_best,7,0.07857895096891294,0.016726573847684598,0.006496626336540185,0.012688270694595737,0.7168467595757798,0.6964226897749447,0.08894695139754252,0.005266728184316883,0.6769966125488281,0.8015581605000094
control_best,8,0.08128655455907366,0.01725317389120476,0.006728328818320194,0.01309470156222714,0.7381230581903188,0.6647206410154314,0.09116042059228917,0.0051109345582071985,0.6699745178222656,0.8149502614136939
control_best,9,0.08356821853518485,0.01766216542131678,0.006928115177678746,0.01341549229967243,0.7549956477610987,0.6453403193621601,0.09276502574918523,0.004997561306965547,0.6674163818359375,0.825051002858746
control_best,10,0.08571476453528644,0.018042616382321502,0.007124889062223746,0.01371677895988362,0.766885121040534,0.6266612713020797,0.094480688719321,0.004916468529986018,0.6636062622070312,0.8330913128615738
control_best,11,0.08770333722977532,0.018384108366955518,0.007349558416546575,0.013999847309277958,0.7669079462533358,0.6096400672740292,0.09620637502389366,0.004886845445500152,0.6601425170898437,0.8351004130984769
control_best,12,0.08962760062288862,0.018665397854924756,0.00761858820232931,0.014255524600646947,0.7596123965298555,0.5846782814314501,0.09806324690381958,0.004885084946707138,0.6586494445800781,0.834428308668057
control_best,13,0.09163719072715973,0.018972739918621466,0.0079083773218069,0.014534567277420439,0.7516517751359526,0.5593460459559461,0.09990767134829234,0.004926935154252359,0.65364990234375,0.8349659599892302
control_best,14,0.09352698340547633,0.01921354698240266,0.008245120264727054,0.014784153608252434,0.742724292420134,0.5350914338608063,0.10214990092201628,0.005043870259317912,0.6535896301269531,0.8341810863202301
control_best,15,0.09534216021021022,0.0194334757789615,0.00855066081539064,0.01501289081475217,0.7358773315351458,0.512206838548029,0.10459332204015155,0.005201376689742262,0.6638694763183594,0.8329068264255955
control_best,16,0.09723956360794753,0.019684745280720443,0.008855711465308901,0.015262909655823312,0.7347194238669802,0.4904239823416132,0.10756152724579704,0.005555040313251019,0.6680282592773438,0.8540594267635402
control_best,17,0.09927844833840652,0.020045895684892207,0.009127811151785169,0.015574897595686355,0.7402659940146479,0.4659876891892214,0.11009646199974377,0.005753106027943407,0.67508544921875,0.8586009544902934
control_best,18,0.10127934303102241,0.020352707452107304,0.009350719249952838,0.015837750015745646,0.7499155490421516,0.43443211775996,0.11308499102662592,0.005935957239542407,0.6777305603027344,0.8730301859631624
control_best,19,0.10342727625576349,0.02071383520437269,0.009561109177611025,0.016131921422758478,0.7603187111858271,0.4008645524909878,0.11556954168954672,0.006112193947293081,0.6780441284179688,0.872718832773454
control_best,20,0.10588911880423527,0.021112040319644816,0.009796828679011476,0.016457461812567124,0.7752262143168531,0.3677747318196779,0.1168886060764092,0.006211002607248841,0.6695556640625,0.8888393076736018
