experiment,horizon,frame_rel_l2,frame_rmse,tke_contrib_rel_l2,tke_contrib_ratio,mvpe_probe_rel_l2,windows,trajectories
B_stratified_random_start,1,0.04068368168246745,0.0055324390622260656,0.5864636528127954,1.1545103809247235,0.06651108308073157,640,16
B_stratified_random_start,2,0.05142968552810784,0.006950732006763496,0.609733413316168,1.0785661431545932,0.08417101803212522,640,16
B_stratified_random_start,3,0.060351027605780115,0.0081395838044746,0.6236101056739877,0.9624590611277476,0.09942774719113537,640,16
B_stratified_random_start,4,0.06790997836622553,0.009154394627867735,0.6467091802241425,0.850461282282794,0.11202552703330367,640,16
B_stratified_random_start,5,0.07176222162913172,0.009657238422759914,0.6683223727744886,0.7869323828039791,0.11724940651839855,640,16
B_stratified_random_start,6,0.07481454168701547,0.010028176820134597,0.6868720267225681,0.7336470509304777,0.12044130373184991,640,16
B_stratified_random_start,7,0.07770857740796551,0.010383857770999348,0.7085184469240016,0.6845473858777658,0.1238988302371888,640,16
B_stratified_random_start,8,0.0804192102179381,0.010722535502246763,0.7291866378465043,0.6400614404739876,0.12795158702295278,640,16
B_stratified_random_start,9,0.08265394577711441,0.010992214823566607,0.7459757212943227,0.6046676888912471,0.13090990335381997,640,16
B_stratified_random_start,10,0.08472453020577472,0.011241322578615088,0.75865082607716,0.5776936665048545,0.1342307334350032,640,16
B_stratified_random_start,11,0.08660394139576721,0.011474833559505892,0.7601638676088702,0.5627599445668177,0.13760314659890033,640,16
B_stratified_random_start,12,0.0884673798263305,0.011699351862884188,0.7536346247456802,0.5555290029018778,0.13919333218940644,640,16
B_stratified_random_start,13,0.09042893933837856,0.011945980024037628,0.7462341943182784,0.5557150895594892,0.14153667480514043,640,16
B_stratified_random_start,14,0.09223146863806483,0.012166028640067158,0.7365590025739428,0.5632021245076343,0.1437424815643583,640,16
B_stratified_random_start,15,0.09399676861070407,0.01237542840066301,0.729678805989876,0.5657269000011803,0.14570632568187128,640,16
B_stratified_random_start,16,0.09582788989079348,0.012599965183396605,0.7260887606658059,0.5700735533029728,0.14819371700625378,640,16
B_stratified_random_start,17,0.097830763032901,0.012853485246980698,0.7302672849494515,0.5685927560879821,0.1503070289894873,640,16
B_stratified_random_start,18,0.0998639880539441,0.01309514423397538,0.7391475102791333,0.5605898177245908,0.1520354677552694,640,16
B_stratified_random_start,19,0.10208088229332868,0.013356663019946622,0.7519032152070521,0.5454460090542728,0.15433934366288124,640,16
B_stratified_random_start,20,0.10446801137703524,0.013634220135663334,0.766251855915325,0.5220966395298638,0.15625553942602166,640,16
