experiment,horizon,frame_rel_l2,u_rmse,v_rmse,velocity_rmse,tke_contrib_rel_l2,tke_contrib_ratio,base_frame_rel_l2,delta_rms,correction_help_fraction,base_tke_contrib_rel_l2
aug_final,1,0.03824305030353478,0.0073489487507825,0.00353521643830254,0.005766489530349993,0.6516849740400393,1.1517789769885751,0.07873277000794561,0.009179542287004237,0.8561721075148809,0.7799184206324853
aug_final,2,0.04781239613647466,0.00930086080068919,0.003890553443509361,0.007128899555001434,0.6800993804245099,1.1109127718201999,0.07834928383351775,0.008183302038668136,0.8104189918154762,0.7804641716929409
aug_final,3,0.056567883799504,0.011163910220687048,0.004172956480716084,0.008427528024442016,0.6706160594152777,0.978588787374074,0.08101632231021429,0.00754811990681215,0.7828178146258503,0.8144020651844568
aug_final,4,0.06519550478607251,0.012990517163216458,0.004507920830612328,0.009723036726838222,0.690404574849128,0.8577936652255445,0.08267525905812012,0.006631250274338476,0.7426118396577381,0.8209755370724524
aug_final,5,0.06976196028545449,0.013940198147549035,0.004774127230093775,0.010419246978598128,0.7133478603702802,0.7927971502462656,0.08378503789472208,0.0064478909526472054,0.7190987723214286,0.8122207803388561
aug_final,6,0.0739817416374235,0.01486222248370841,0.005054474880052699,0.011100301200155146,0.7398624242246574,0.7541718896237516,0.08434650503145731,0.006289700522063917,0.695305026307398,0.8198254289767255
aug_final,7,0.07775136796489876,0.015595899107422626,0.0053320410419729425,0.011654671394813965,0.7602039738420511,0.7250460850209804,0.08631139540525894,0.006299492209254795,0.6846898915816326,0.8350204193017924
aug_final,8,0.08104348551246954,0.0162783445388508,0.005592404566067092,0.012170856374062216,0.7741214822098694,0.6960642097595685,0.08798482557487898,0.006263471287433154,0.6681497794430272,0.8474807666369356
aug_final,9,0.08392653800456017,0.016906182381251463,0.005820420395156048,0.012643106744081652,0.7868636625306565,0.6673956824042182,0.09029778805132682,0.006326339321142975,0.6666492280505952,0.8583769922773223
aug_final,10,0.0865940767639325,0.017448645873363942,0.006050987538461076,0.013058899130567472,0.7953729338643064,0.6484282633708821,0.09238220974006568,0.006418465540232939,0.6615795732355442,0.8669574926433764
aug_final,11,0.08923901137256111,0.0179747868106482,0.00629679614407616,0.013467416280940918,0.7994244475596051,0.6281747990228179,0.09461475274943908,0.006512443774187271,0.6584588913690477,0.8729787929234085
aug_final,12,0.09157680861981621,0.018466735021558506,0.0065345643271666354,0.01385136876453613,0.7967176338260812,0.6060162502668298,0.09665049055538445,0.006556632592952338,0.6533726283482143,0.872003577710159
aug_final,13,0.09380714317921245,0.01891997620078357,0.0067467063266981086,0.014203583098938889,0.7929301750198152,0.5841368849728822,0.09849956814367508,0.006571503932816718,0.6454463621386054,0.870096856112199
aug_final,14,0.09578237786096638,0.019270076711919288,0.006928419662742104,0.014479966427901784,0.7848973590517323,0.5614690309464582,0.10066669336818929,0.006659490734595015,0.6471420599489796,0.8645411370952901
aug_final,15,0.09771038029435583,0.019585198209766085,0.007074598580873282,0.014724638093962086,0.7807586412606011,0.5407955768348535,0.10296080305007642,0.006730572923733331,0.6474160953443877,0.855127614879012
aug_final,16,0.09946854528462366,0.019917032554761002,0.00721902497717393,0.014980028494773812,0.7755450422429352,0.5075892003586087,0.10635698793648558,0.007017675880614657,0.6622713050063775,0.8743844517282878
aug_final,17,0.1013867105362869,0.020276195502163447,0.007387899738674206,0.015259507963736174,0.7775924912127481,0.47228528319455915,0.10988039670953947,0.007174455545673823,0.6781753228635204,0.8814648224749694
aug_final,18,0.10282278690602971,0.020514279411330293,0.007534613828004903,0.015453253141382442,0.78303470868466,0.4353414138009784,0.11154756579915433,0.00724030169248728,0.68380965667517,0.8896174451967209
aug_final,19,0.10411910696426419,0.02072107642435403,0.007669909024720171,0.015623548134649251,0.7896374191456013,0.3934811365960198,0.11429998966252648,0.00727773085942126,0.6794093125531463,0.8993721305623136
aug_final,20,0.10523037545468363,0.020875918025508318,0.007879672709205147,0.01577804163088587,0.7963552531368556,0.36030655494477676,0.11677470847674974,0.007260381199600447,0.6765111806441326,0.9141489307301733
