experiment,trajectory,windows,rel_l2,u_rmse,v_rmse,tke_rel_l2,mean_field_rel_l2,fluctuation_rel_l2,tke_field_rel_l2,pred_tke_mean,target_tke_mean,tke_energy_ratio
aug_final,10125_10.h5,42,0.07997126701409508,0.009246706451868692,0.004324399935288178,0.502020558791449,0.05288953507551996,0.7327452274573483,0.502020558791449,4.220033424068971e-05,5.598408084083118e-05,0.7537916780427251
aug_final,11400_10.h5,42,0.07677053642385828,0.010099378827235694,0.004619361817167227,0.5091823655358528,0.05004794626743,0.7641883894996663,0.5091823655358528,4.794661227048908e-05,6.285439978085574e-05,0.7628203027577507
aug_final,12675_10.h5,42,0.08038714910123239,0.01174314820096635,0.004979242833274297,0.555031013669265,0.05112532117969058,0.7990573195686242,0.555031013669265,5.772817209951973e-05,7.79437267339032e-05,0.7406391061669584
aug_final,13950_10.h5,42,0.0837880463859616,0.013187066097225943,0.005964604986894071,0.515545203952293,0.052111140854529475,0.7421931071054902,0.515545203952293,8.998152675652046e-05,0.00011902842327328656,0.7559667202339134
aug_final,16500_10.h5,42,0.07698509922383516,0.014354567945498567,0.0064576179409963725,0.518460937315482,0.04382767284719041,0.783730150302775,0.518460937315482,0.00010664352260143977,0.00014087806952644768,0.7569916521422739
aug_final,19050_10.h5,42,0.08130298774119539,0.01769807677034788,0.007384464837131452,0.5481617474119465,0.04620868523106832,0.8935916343641863,0.5481617474119465,0.00012742108041108652,0.00015669114400276884,0.8131989923363818
aug_final,20325_10.h5,42,0.08570011233451422,0.019902208313579334,0.0072888632181971336,0.5455214517685493,0.04809552248121564,0.8872779412458637,0.5455214517685493,0.00015212944423704768,0.00019982966555809624,0.7612955954871439
aug_final,22875_10.h5,42,0.1033683489090355,0.02660686868841878,0.008655080602777922,0.5694069141478063,0.05963549286181403,0.7962645894510296,0.5694069141478063,0.0002746953026014275,0.00042405365210396856,0.6477843104015487
aug_final,24150_10.h5,42,0.10712774904087308,0.029118331824149562,0.009205551124833357,0.5626697083679875,0.06032903591322483,0.8457064794032638,0.5626697083679875,0.00030399619186495405,0.00046685129033042496,0.6511627967222573
aug_final,25425_10.h5,42,0.10965838181351398,0.031340044930114906,0.009143259280691565,0.6017287780132913,0.061001186782726584,0.8731344411016906,0.6017287780132913,0.0002901063476534138,0.0005002465948598045,0.5799266814294197
aug_final,3750_10.h5,42,0.07642903990534798,0.0032431060262905647,0.0020133006471003113,0.5249520461417235,0.04851231995111335,0.7390762166757183,0.5249520461417235,5.29473362193467e-06,8.015279416076131e-06,0.660580043075616
aug_final,5025_10.h5,42,0.07774418556043157,0.004321860615245344,0.002528658639823874,0.5146316491824184,0.04905919945098771,0.7293298941553297,0.5146316491824184,9.372314770555955e-06,1.4231267783653378e-05,0.6585720199377728
aug_final,6300_10.h5,42,0.07900782009811495,0.005538310788250983,0.002966616490776895,0.5250703893460732,0.05137509835947481,0.7426903292365455,0.5250703893460732,1.5773888712499353e-05,2.0845362892273012e-05,0.7567097197596133
aug_final,8850_10.h5,42,0.0775844058908475,0.00776835125834149,0.003959803964341485,0.5042112767973556,0.05035102585381763,0.7249751999966091,0.5042112767973556,3.291015752505848e-05,4.306530370241096e-05,0.7641919293655427
