experiment,trajectory,windows,rel_l2_raw,tke_raw,mvpe_raw
beta_0.80_seen,10125_0.h5,29,0.04789984971284866,0.4531188905239105,0.033655792474746704
beta_0.80_seen,11400_15.h5,42,0.08594439923763275,0.4724161922931671,0.08138001710176468
beta_0.80_seen,13950_5.h5,42,0.05368265137076378,0.559137761592865,0.0425369031727314
beta_0.80_seen,20325_20.h5,42,0.10656944662332535,0.4634631872177124,0.10175523161888123
beta_0.80_seen,20325_5.h5,42,0.05198351666331291,0.5774451494216919,0.03792203590273857
beta_0.80_seen,22875_15.h5,42,0.10818138718605042,0.5337849259376526,0.08835334330797195
beta_0.80_seen,25425_15.h5,42,0.13101503252983093,0.5721310377120972,0.1008405089378357
beta_0.80_seen,26700_0.h5,42,0.06838556379079819,0.691482424736023,0.04164643585681915
beta_0.80_seen,3750_0.h5,42,0.0790310651063919,0.4530802369117737,0.06251009553670883
beta_0.80_seen,3750_20.h5,42,0.13258713483810425,0.6084961295127869,0.14264579117298126
beta_0.80_seen,8850_20.h5,42,0.11642478406429291,0.5470070838928223,0.11604274064302444
beta_0.80_seen,8850_5.h5,42,0.054706960916519165,0.5032645463943481,0.04176407679915428
