beta,rel_l2_raw,tke_raw,mvpe_raw,point_score,rel_change_pct,tke_change_pct,mvpe_change_pct,mean_change_pct,gate,check_tke,check_rel,check_mvpe,check_mean
0.5,0.10400313138961792,0.6528070569038391,0.0902121514081955,88.71093267094481,31.649577009650958,28.037045138079893,38.967913265608864,32.884845137779905,NO_GO,False,False,False,False
0.65,0.0977817177772522,0.6082185506820679,0.08642972260713577,89.29234161079329,23.7743672969577,19.291765007633273,33.14124546804589,25.40245925754562,NO_GO,False,False,False,False
0.8,0.08738614618778229,0.538436233997345,0.07532933354377747,90.3241733116643,10.615411559362709,5.605145758175973,16.041576737263902,10.754044684934195,NO_GO,False,False,False,False
1.0,0.08059170097112656,0.49069273471832275,0.065825454890728,91.07968222851389,2.0148451452896707,-3.758932812344919,1.4012631683330363,-0.11427483290740399,NO_GO,True,False,False,True
