update,rw00_rel_l2,rw00_tke,rw00_mvpe,rw01_rel_l2,rw01_tke,rw01_mvpe,rel_l2_improvement_percent,tke_improvement_percent,mvpe_improvement_percent
0,2.8325984477996826,76.9400634765625,3.3018829822540283,2.8325984477996826,76.9400634765625,3.3018829822540283,0.0,0.0,0.0
1000,0.20052063465118408,0.6580041646957397,0.1667192578315735,0.3115556240081787,1.5510164499282837,0.29003995656967163,-55.373348,-135.715294,-73.969079
2000,0.16908474266529083,0.586996853351593,0.1378803849220276,0.2693735659122467,1.101651906967163,0.1926669180393219,-59.312757,-87.675948,-39.734828
3000,0.1606936901807785,0.5596299767494202,0.13404807448387146,0.2876039147377014,1.0514494180679321,0.2564569413661957,-78.976483,-87.882969,-91.317139
