experiment,horizon,frame_rel_l2,u_rmse,v_rmse,velocity_rmse,tke_contrib_rel_l2,tke_contrib_ratio,base_frame_rel_l2,delta_rms,correction_help_fraction,base_tke_contrib_rel_l2
B_strong_backbone,1,0.03928170180416768,0.008447037697755821,0.004041115911515215,0.006621293819096439,0.5573929659073681,1.0699810645222398,0.08863325182056658,0.011300029617945984,0.9115478515625,0.6254327051586921
B_strong_backbone,2,0.048273570197378914,0.010348073551013045,0.003951115044452294,0.007832430539483673,0.5709276396474687,0.9903827175290661,0.07957835426026465,0.009366333401041186,0.84832763671875,0.6205582763994665
B_strong_backbone,3,0.05662272356439111,0.012237283023952225,0.004494665725910449,0.009218273043145972,0.5875107084153225,0.9108565488591978,0.0803386127969413,0.007974770652499965,0.8121086120605469,0.6373546981986082
B_strong_backbone,4,0.06425522954122194,0.014007365002747537,0.005038888658151356,0.01052607888127015,0.6154988869162195,0.8097724233464327,0.08279097370963232,0.0071535118424555354,0.7833534240722656,0.6627796419905227
B_strong_backbone,5,0.06805196600954588,0.014813561382042695,0.005477433008807808,0.011167897590538788,0.6376721196358173,0.756942377564199,0.08534913779003717,0.0071039932225452785,0.7735008239746094,0.6855713056105457
B_strong_backbone,6,0.07107995179885077,0.015344498795864622,0.005851568060275762,0.01161237469384127,0.655799419670301,0.7334529136385136,0.08756731502077904,0.007213549819735213,0.768255615234375,0.704149154709488
B_strong_backbone,7,0.0738437942648765,0.01585932850767397,0.006177580857647733,0.012034965848873357,0.6774368909068086,0.7116609493555351,0.09114050776714731,0.007429596544422731,0.7768142700195313,0.718348302338085
B_strong_backbone,8,0.07624201495054386,0.016303651132946025,0.0064376833828209586,0.012394611885861155,0.698679030310376,0.6857848236785621,0.09301792913394263,0.007476451265361527,0.7669525146484375,0.7363996911978969
B_strong_backbone,9,0.07822368713350751,0.016659994745698205,0.006647382115495343,0.01268351516568059,0.7144481037487209,0.6664905101783339,0.09494149154394753,0.007598337773428391,0.7631584167480469,0.7502969809840977
B_strong_backbone,10,0.08009101304909631,0.017012383542633885,0.006855227080479196,0.012969489815073981,0.7266638079540175,0.6465871661691195,0.09736494676997406,0.007701757867874393,0.7663970947265625,0.7574175104158712
B_strong_backbone,11,0.08177567535289072,0.017350043840713123,0.007076816260371647,0.013249629233637596,0.7288051838248064,0.6279619110395833,0.09958474521216575,0.007734396235206351,0.7668228149414062,0.7591565740915149
B_strong_backbone,12,0.0833900414569166,0.017638673188015867,0.00730987421916321,0.013501056494467699,0.7236958978506794,0.6046222598314097,0.10105729427419678,0.007715845901751859,0.7626113891601562,0.7602122590848918
B_strong_backbone,13,0.08508132323565067,0.017950492693657068,0.007535203357618426,0.013765890410462008,0.718183404202514,0.5831196564950691,0.10189708709242522,0.0076836221428890385,0.7547836303710938,0.7632069903823815
B_strong_backbone,14,0.08673096898843671,0.018217337926611562,0.007796902944163496,0.014011836008408489,0.7108261562689902,0.5586797821927171,0.10366592220869904,0.007804575611456005,0.7521888732910156,0.7666522940871362
B_strong_backbone,15,0.0885479139938222,0.018510240956232764,0.00804429636712778,0.01427129504109529,0.7042041737538121,0.5326374124191976,0.10639559816981872,0.008133632410616494,0.742236328125,0.7670904300270888
B_strong_backbone,16,0.09034293195549932,0.018769153490717307,0.008325713196741746,0.01451892941976965,0.6973722250049237,0.520681949208879,0.11023971381119199,0.008618107495101609,0.7612739562988281,0.7562642551573994
B_strong_backbone,17,0.09259392834866072,0.01918858824609426,0.008676179305319814,0.014890903367764604,0.6992722452581628,0.5014901435756306,0.116277072021672,0.009470646031287413,0.77288818359375,0.7582453373554705
B_strong_backbone,18,0.0957660582945133,0.019942639817401797,0.009216972094757091,0.015534823099767675,0.7115049614268675,0.4854165950275562,0.12770868652420808,0.010846938261808516,0.7984489440917969,0.8010135253424577
B_strong_backbone,19,0.10084940078763407,0.02091002661350993,0.01105917623007552,0.016726245721403847,0.7197163654154637,0.5257948767846454,0.14265868679536195,0.013139431408099578,0.8031929016113282,1.014945723419973
B_strong_backbone,20,0.11558336719191616,0.020947355746580444,0.020518553896756903,0.02073406335945652,0.8112836714531797,0.9721046030915634,0.17960524339469405,0.014825580645651086,0.8511688232421875,1.6304342191977046
