horizon,raw_fluct_rms,centered_fluct_rms,target_fluct_rms,raw_fluct_amp_ratio,centered_fluct_amp_ratio,raw_fluct_cosine,centered_fluct_cosine,raw_fluct_rel_l2,centered_fluct_rel_l2,raw_energy_share,centered_energy_share,target_energy_share,precenter_frame_rel_l2,reconstructed_frame_rel_l2,mean_raw_deviation_rms
1,0.03534941451513906,0.015027306436499438,0.014494911625252332,2.4387464669708656,1.0367297728341862,0.23488906467570156,0.5841842737265031,2.4086956173304617,0.9292610844607991,0.0558096792755111,0.074017090340761,0.06333146857857636,0.2449209988560735,0.09389188877926188,0.04176547435785673
2,0.034293519309653596,0.012266159946227534,0.01374576273562162,2.4948429540969177,0.8923593533620552,0.21235101111979973,0.6083233783458506,2.4828766618243185,0.8429822669910072,0.05252537827433135,0.049315900799449974,0.05695424536275359,0.24052917875229976,0.08395264878915852,0.031004104205596506
3,0.033482798981298044,0.012916974452778014,0.013140583732530542,2.5480450231757006,0.9829833069592672,0.24127130349526899,0.6193862531529061,2.502597281209664,0.8651956350686655,0.0500712677772038,0.054687909797536016,0.052049640124134273,0.23298229632745796,0.0866938070821388,0.030190363612795857
4,0.033562464221673076,0.011526330407977682,0.01273457398806824,2.6355388294197883,0.9051210051296085,0.2186529184226917,0.6136286220423433,2.606439795591205,0.8416814858414726,0.05030981921997479,0.043546359423367,0.0488829331542252,0.23646684035278648,0.08580115002170718,0.017544080718584258
5,0.033638774578466486,0.01077737179987925,0.012533962557870131,2.683810041968294,0.8598535180011446,0.20254039085512412,0.5942664320218607,2.667522534414197,0.8469851875983285,0.050538856321868456,0.03807110256304396,0.04735493025113839,0.23934319247004907,0.08825844100848063,0.015949837876695114
6,0.03326026679128138,0.010692093468213724,0.012376626204976576,2.6873451811857723,0.8638940282380426,0.20026958109011533,0.5767427815088918,2.6730950479698965,0.8659235546371824,0.04940791573539733,0.0374709942447499,0.04617351795594358,0.23776564066740177,0.09140092303175841,0.018457623737094742
7,0.033449333062404274,0.010932045919831396,0.012350026788581646,2.708442146322322,0.8851839843731144,0.19714612268311368,0.5548278188009724,2.695874834753485,0.8951543373162447,0.04997122574850878,0.039171717879590826,0.045975262176060475,0.23991863006595418,0.09511363762531773,0.0188074815154502
8,0.033480626617483564,0.010824251606125516,0.012429658475007438,2.6936079285528,0.870840629120266,0.1915106304096269,0.54874852815312,2.687715492349496,0.8958897110443985,0.0500647707408163,0.03840302905959388,0.046570061018165514,0.24136546349993723,0.09726124722721464,0.01865496400468891
9,0.03326663468989262,0.010573502261214427,0.012489277897865662,2.663615539820574,0.8466063728969774,0.18595920252756848,0.5465168569088847,2.665370537228083,0.8895915032869876,0.04942683649261513,0.036644385936335906,0.04701788328500091,0.24099245496284638,0.09821112506006284,0.019088694554269637
10,0.03321790779872879,0.01046691349196255,0.012504590459237545,2.656457075264678,0.8370456854290906,0.17873258324083036,0.5324681182639679,2.665928228978213,0.8995805675161371,0.049282147842502594,0.03590930444435572,0.04713324713352859,0.24162474195397324,0.099762348338796,0.01892301638988887
11,0.03321113525032393,0.010348820140366508,0.012482195516870652,2.660680583430736,0.829086527797076,0.16880623843546752,0.5141224590439646,2.6797280095395655,0.9137179333427266,0.04926205436104114,0.03510357934305682,0.04696457289382703,0.24268971287156282,0.10130307238271703,0.018670014078419752
12,0.033025259308528974,0.010150674580123722,0.012388121404190202,2.665881147835569,0.8193877222328747,0.1606895444932842,0.49476032651054197,2.6926128276726384,0.9276826857092066,0.04871217813524533,0.03377221406702331,0.046259328138027384,0.24238101317477004,0.10261893505466886,0.018397662181997062
13,0.03293305283209467,0.010013871381259259,0.01231774787038282,2.6736261513583925,0.8129628473186187,0.15099081282022025,0.47280897778040165,2.7094078367210614,0.9445402720329477,0.04844054919672235,0.03286803505136521,0.04573524774268351,0.2428318860146488,0.10430460203762465,0.01765213760631548
14,0.03302663011563459,0.01029796618236664,0.012286307113397881,2.6880843699259263,0.8381661053496701,0.1400561030812893,0.43922797910241446,2.7336481735272717,0.9829701984024142,0.04871622209354631,0.0347594299985577,0.04550206946082525,0.2446892295590169,0.10761139720505604,0.01670515076462038
15,0.03323354981141839,0.01098337034157699,0.012347974263056413,2.691417159075961,0.8894876283017419,0.13117306188967312,0.40078369754303883,2.745476910303879,1.0383660047029362,0.04932857180664385,0.03954039272985774,0.04595998163308139,0.2470653793338405,0.11228066464248616,0.016139743086366228
16,0.032797970364110106,0.010435784842163181,0.012479133855143609,2.628224902851853,0.8362587470653502,0.12324094995214542,0.40993140797689226,2.6943934888096712,1.006832280376592,0.04804398412878532,0.035696033171962724,0.046941536561695425,0.24522033731981913,0.11104761282839742,0.023641436914451606
17,0.032365344021838216,0.010124935937057555,0.012711940301892396,2.5460585286905455,0.7964902050043681,0.11242992820909406,0.4026967360452273,2.628670324769582,0.9964480091672603,0.04678488129324976,0.033601161612365746,0.04870932424618425,0.24392526560463304,0.11192505006295547,0.01965771162211705
