horizon,raw_fluct_rms,centered_fluct_rms,target_fluct_rms,raw_fluct_amp_ratio,centered_fluct_amp_ratio,raw_fluct_cosine,centered_fluct_cosine,raw_fluct_rel_l2,centered_fluct_rel_l2,raw_energy_share,centered_energy_share,target_energy_share,precenter_frame_rel_l2,reconstructed_frame_rel_l2,mean_raw_deviation_rms
1,0.03578935808459578,0.015706331570044224,0.014494911625252332,2.4690980538470684,1.083575531614931,0.23612002726671916,0.5698870804371742,2.435249104283635,0.9690740634359156,0.05677711100035342,0.07718646891600121,0.06333146857857636,0.2484607509053583,0.095141438369132,0.041838670699935195
2,0.034450276347426194,0.012657764837098242,0.01374576273562162,2.5062469802530214,0.9208484884069865,0.2156598969074118,0.6023097380841719,2.4900361433633136,0.8594707178643132,0.052607891099423515,0.05013092248531354,0.05695424536275359,0.24215196617826684,0.08260108964379714,0.031190322891897958
3,0.03398909008852603,0.013520085868975311,0.013140583732530542,2.5865738372324656,1.028880158155021,0.24364277215818986,0.6072989585914823,2.5357374026632096,0.8993990675551842,0.05120879414261866,0.057194010462797304,0.052049640124134273,0.23878386320806932,0.0914744525549515,0.03068828494930478
4,0.033854694038859004,0.011778469561659819,0.01273457398806824,2.6584865791803827,0.9249205802012505,0.2218822738411981,0.6150862595067879,2.6244635256281454,0.8471518161735526,0.05080462603614249,0.04340796023541362,0.0488829331542252,0.24008038081553817,0.08623765481344574,0.018174506539564608
5,0.033822368410327305,0.010919306049043129,0.012533962557870131,2.6984577506249283,0.8711774906481475,0.20585140711477795,0.5993331461271947,2.6778184370669944,0.8453987979653781,0.05070765233974413,0.037306261319799826,0.04735493025113839,0.24225349086343878,0.08825094210255685,0.016451456371699456
6,0.03340353971533105,0.010840674044036071,0.012376626204976576,2.698921269990337,0.8758989618412409,0.20371360204926237,0.5810771313479668,2.6804033417551283,0.8656034191012786,0.04945958338975578,0.03677089691307087,0.04617351795594358,0.2405285070289927,0.0917988692211748,0.018987058589495558
7,0.033531326269004604,0.011121587242364027,0.012350026788581646,2.7150812579618355,0.9005314265914485,0.20117884493128924,0.5580047317430462,2.6980052658571516,0.8977501077895463,0.04983872637768597,0.03870126820027911,0.045975262176060475,0.24212507764325455,0.09550716456189036,0.01931877563370318
8,0.03354172860635063,0.011049158490295682,0.012429658475007438,2.698523750575582,0.8889350027205055,0.1960905436242552,0.5513848019267487,2.6876979841406756,0.899952742237117,0.04986965385472979,0.03819882964939086,0.046570061018165514,0.24339769753195617,0.09782289703539936,0.01919720412527341
9,0.03332466087702264,0.010820700279213162,0.012489277897865662,2.668261620050718,0.8663991919871014,0.19080216404714465,0.5483559552247856,2.6648451906886557,0.8946827632293832,0.049226272294669755,0.036635522187249595,0.04701788328500091,0.24313155443901893,0.09920641302121513,0.01970140421356547
10,0.03327986212902874,0.010737629283904714,0.012504590459237545,2.661411602204361,0.8586949983613807,0.1831285969190388,0.5325385729607586,2.666149015204611,0.9070725892336462,0.049094010298902924,0.036075176322405714,0.04713324713352859,0.2439903756643973,0.10132314736037847,0.019549230847220295
11,0.033301342884444064,0.010646684887617663,0.012482195516870652,2.6679074878641953,0.8529496972890592,0.17246499412990082,0.5117122435787771,2.68281364715006,0.9244423073325087,0.04915740700204603,0.03546667304552634,0.04696457289382703,0.24544072235586245,0.10342126463460148,0.019264891007100236
12,0.033140447045046525,0.01046507679467323,0.012388121404190202,2.675179388687376,0.844767051696272,0.16281348821631395,0.4885904449903769,2.699161756157755,0.9424124109054549,0.04868354529993691,0.0342670319814789,0.046259328138027384,0.24558549360896048,0.10534754038491663,0.018956334558373995
13,0.033034417075626564,0.010328903297852672,0.01231774787038282,2.6818552728340532,0.8385382950310113,0.1518496404495657,0.4641505301020386,2.7162235155805146,0.9616290781452637,0.04837252612362274,0.03338105617141126,0.04573524774268351,0.24600639592310147,0.1070628443889968,0.018126577163600003
14,0.033125421353667854,0.010665093412494319,0.012286307113397881,2.696125129213603,0.8680471124528815,0.1400712351590803,0.427147634745776,2.7411296135703447,1.0059509170796999,0.0486394096190857,0.035589425540800516,0.04550206946082525,0.2475702503198566,0.11000379983806033,0.017093009333958506
15,0.03334229838290398,0.011417425812244282,0.012347974263056413,2.7002241560107523,0.9246395861387399,0.13042903447230123,0.3861843145347672,2.754421034201099,1.068080406488866,0.04927839336086271,0.040787590212241834,0.04595998163308139,0.249634821423738,0.11425408352234827,0.01654810536325366
16,0.03280181335062931,0.010773833665258407,0.012479133855143609,2.62853285583672,0.8633478725623006,0.12206081438196004,0.39454655070810285,2.6958307165300286,1.0315559600412294,0.047693717900910294,0.03631885791722956,0.046941536561695425,0.246904211916839,0.11210878345770613,0.02406095973256521
17,0.032332029960481165,0.010269961661468237,0.012711940301892396,2.5434378381770717,0.8078988272104598,0.1098281360324349,0.3887687527182004,2.628762819827637,1.0121901383899286,0.04633737394891246,0.03300116681130266,0.04870932424618425,0.24516952353171761,0.11162640608940178,0.019945822712861754
18,0.03162919655294386,0.0111998805172772,0.013124607262465449,2.4099156584592807,0.8533497645531314,0.09120304242654494,0.30990942621192097,2.5235114822012443,1.0951180524863098,0.04434470729996729,0.03924808123502173,0.05192315198350767,0.2437910809117933,0.12215431818943556,0.06306193455459297
19,0.032644575746618214,0.015389445638587955,0.013754799510091894,2.373322542627169,1.1188418724167326,0.06462530615740072,0.1839691858105601,2.5151354833263384,1.35651844028544,0.04723756800516661,0.07410330918328731,0.057029155989739996,0.25346404309946086,0.14794277223546526,0.048075696763872904
20,0.036993221768630666,0.024396549294390463,0.014517892215597,2.5481124407913534,1.6804470602268662,0.051802275354228496,0.11384780613060762,2.688657837348007,1.8550665486645495,0.060661030605462865,0.1862294912099781,0.06353244231090134,0.28615188854074913,0.2052330242740583,0.04680789527809134
