experiment,trajectory,windows,rel_l2,u_rmse,v_rmse,tke_rel_l2,mean_field_rel_l2,fluctuation_rel_l2,tke_field_rel_l2,pred_tke_mean,target_tke_mean,tke_energy_ratio
tke_weight_0p12,10125_0.h5,29,0.04023877030807252,0.004390337114311899,0.0027893149546069237,0.37548751798715685,0.020677888080705916,0.762234566221848,0.37548751798715685,1.4742333932620554e-05,1.817502471492302e-05,0.8111314379955711
tke_weight_0p12,10125_15.h5,42,0.08547409074986885,0.009144288321880701,0.00515618212731155,0.4273334659634931,0.04867750735802793,0.7005560710660813,0.4273334659634931,6.488306871864534e-05,7.957394632849506e-05,0.8153808088239933
tke_weight_0p12,11400_5.h5,42,0.042474125921802504,0.005460520416794244,0.0029404674716779766,0.4571253056279425,0.02146333998785777,0.8912679459298497,0.4571253056279425,1.4558927066339992e-05,1.8115731624305632e-05,0.803662108065593
tke_weight_0p12,19050_0.h5,42,0.049416605863952766,0.009978797953406143,0.006376700613330307,0.4580124438600715,0.02220570134865737,1.0285865022801512,0.4580124438600715,4.3954511610756445e-05,5.386573753594792e-05,0.8160012954695532
tke_weight_0p12,20325_10.h5,42,0.07753649287057351,0.017675828563539067,0.0073962839419663496,0.4509443180262983,0.038402209784331086,0.8438923619472357,0.4509443180262983,0.0001641717395120405,0.00019982966555809624,0.821558396014585
tke_weight_0p12,20325_20.h5,42,0.10030698029342117,0.020415197484821148,0.012636815126418023,0.40247667597383596,0.05240449175558187,0.7286086064592001,0.40247667597383596,0.00035491965975329874,0.0004241817234868227,0.8367160584756416
tke_weight_0p12,21600_15.h5,42,0.0995931154833127,0.022512231069786434,0.009063799775906982,0.42593922493681163,0.05099813738454323,0.7533940343740121,0.42593922493681163,0.00029086518406884135,0.0003878792038515198,0.7498859984774656
tke_weight_0p12,21600_5.h5,23,0.04618966441258565,0.010742551824202575,0.006104520166009233,0.4577877445030969,0.02028731744150648,1.1006052778952395,0.4577877445030969,4.421000928447417e-05,5.150881262857102e-05,0.8582999107991797
tke_weight_0p12,22875_15.h5,42,0.10530736067560843,0.025183292759150853,0.009531401234262696,0.46423987618781204,0.05178431476875295,0.8140872058704222,0.46423987618781204,0.0003181468832312869,0.0004220973674686105,0.7537286601413026
tke_weight_0p12,25425_20.h5,42,0.12835120285636564,0.03324555834400586,0.01394081574171276,0.5404573682749658,0.06870032460901138,0.7444634070860182,0.5404573682749658,0.0005648797319156712,0.0008536246571157602,0.661742520212918
tke_weight_0p12,26700_10.h5,42,0.10257562371051603,0.030582477625392065,0.008949545121106342,0.49019486219043185,0.05149956915436382,0.8051704123600312,0.49019486219043185,0.0004015447669848879,0.0006006664178923474,0.6684987790625138
tke_weight_0p12,3750_0.h5,42,0.04581485389357365,0.0020510567885419105,0.0011508832513657515,0.29779877155835227,0.02484787795622075,0.623500835710769,0.29779877155835227,4.132189977903293e-06,5.139943786729318e-06,0.8039368034670112
tke_weight_0p12,6300_0.h5,42,0.04371234073743515,0.003015289003597099,0.0018772728700956704,0.1763558226173425,0.023691024372901465,0.42398418177965125,0.1763558226173425,2.3315343412973554e-05,2.523785244039417e-05,0.9238243811766026
tke_weight_0p12,6300_20.h5,42,0.10289817745459813,0.006537300372367878,0.004658470339033034,0.45507206166069175,0.06513895605287304,0.7245279315912839,0.45507206166069175,3.136064363915415e-05,3.760546922566317e-05,0.8339383681390857
tke_weight_0p12,7575_20.h5,42,0.10726013599891739,0.008110226717501525,0.005886270434465939,0.456104007195404,0.06612023111223043,0.7084391987013365,0.456104007195404,5.11132474394474e-05,6.407075421962819e-05,0.7977625370888605
tke_weight_0p12,8850_20.h5,42,0.10661984187760448,0.009317798173869964,0.006678260226245877,0.46809060869415525,0.06442982739673651,0.7268322722916223,0.46809060869415525,6.3888857811827e-05,8.168099537715382e-05,0.782175309162512
