experiment,trajectory,window_start,horizon,frame_rel_l2,velocity_rmse,tke_contrib_rel_l2,tke_contrib_ratio
aug_cno,12675_10.h5,0,1,0.06670304421592113,0.0074109525233710585,0.7908414041170863,0.8867961185482723
aug_cno,12675_10.h5,0,2,0.0667969712933609,0.007415753481572289,0.8375106431876287,0.8413435635923139
aug_cno,12675_10.h5,0,3,0.06787995845650359,0.007533736435829104,0.8455676971341326,0.660120607868062
aug_cno,12675_10.h5,0,4,0.06998117231322647,0.007766989237114911,0.8510205130318681,0.5412902192195558
aug_cno,12675_10.h5,0,5,0.07176593497851314,0.007968997576111093,0.8624201396619188,0.47770367684642534
aug_cno,12675_10.h5,0,6,0.06810568941175314,0.007570691059018561,0.8756125084951253,0.38680811768597473
aug_cno,12675_10.h5,0,7,0.07349326036072606,0.008172625361584213,0.9077300633759493,0.30990027108119694
aug_cno,12675_10.h5,0,8,0.07181049205991687,0.00799093563794638,0.9307883129128686,0.2837437267170266
aug_cno,12675_10.h5,0,9,0.07434555330787924,0.008275936222682873,0.9406390810972618,0.24869994917670432
aug_cno,12675_10.h5,0,10,0.07653136266117246,0.008522307700653386,0.9477218589300002,0.24307775604759424
aug_cno,12675_10.h5,0,11,0.0778728566596491,0.008678144216811012,0.9397800998124853,0.2456475981001435
aug_cno,12675_10.h5,0,12,0.08175201493730616,0.009110376367612657,0.9230548475878716,0.2479259976516724
aug_cno,12675_10.h5,0,13,0.08463593625975173,0.009437189774591933,0.929826228984515,0.2277660733072286
aug_cno,12675_10.h5,0,14,0.08811329414027667,0.009814344155845693,0.9249842278182739,0.26900328899109843
aug_cno,12675_10.h5,0,15,0.08691444887438952,0.00967920551240167,0.9293425370168378,0.3268490987008374
aug_cno,12675_10.h5,0,16,0.08651702175824733,0.009632563380671397,0.9313877213215747,0.34315058235667917
aug_cno,12675_10.h5,0,17,0.08891099526369904,0.009905244296466423,0.9449509397921039,0.34981893702268924
aug_cno,12675_10.h5,0,18,0.09102217167609986,0.010155424807532964,0.9440305873802936,0.3508152265644343
aug_cno,12675_10.h5,0,19,0.09483038421190076,0.010587453042394848,0.9636925195236427,0.298536630989745
aug_cno,12675_10.h5,0,20,0.09536957746520411,0.010652750949897679,0.9636986779671421,0.27133735222462113
aug_cno,12675_10.h5,20,1,0.06747453967056456,0.007540389999111748,0.7329191606495411,0.5590300506763125
aug_cno,12675_10.h5,20,2,0.06588106302310887,0.007357444774646721,0.8148948244112949,0.514715993875386
aug_cno,12675_10.h5,20,3,0.06521474989446192,0.007280421111212607,0.851722781133492,0.47394672809025684
aug_cno,12675_10.h5,20,4,0.06454897235200333,0.007205690852560595,0.8437356981108632,0.42810780359740025
aug_cno,12675_10.h5,20,5,0.061555476054223596,0.006860968592513281,0.8970212217816534,0.3884706328185226
aug_cno,12675_10.h5,20,6,0.06594195667490393,0.007351176263069103,0.8912626490561372,0.30400286832136303
aug_cno,12675_10.h5,20,7,0.07097298675431814,0.007915252253057545,0.9110181301485222,0.24735673753594392
aug_cno,12675_10.h5,20,8,0.07045494174562174,0.007846629468054114,0.9185313385025973,0.2269053069665984
aug_cno,12675_10.h5,20,9,0.07382633468742728,0.008219838052315884,0.9405026460216502,0.1992364600088624
aug_cno,12675_10.h5,20,10,0.07586273925870647,0.008433415228299577,0.9347528836445426,0.20287967513182115
aug_cno,12675_10.h5,20,11,0.07970576731924878,0.008845112296304334,0.9324791486866509,0.20333255399071276
aug_cno,12675_10.h5,20,12,0.08125757046203523,0.00902361804833474,0.906863122552717,0.23819036756890105
aug_cno,12675_10.h5,20,13,0.08598759309526423,0.009541503657967097,0.9075944847668858,0.24095726749977028
aug_cno,12675_10.h5,20,14,0.08900426019522159,0.009875446791615377,0.9112587233882676,0.23424789688031428
aug_cno,12675_10.h5,20,15,0.08973326701910506,0.009954652298594826,0.8875019026288596,0.27482359325843164
aug_cno,12675_10.h5,20,16,0.09687085445573418,0.010749711254157815,0.9125660113074077,0.2717966184756539
aug_cno,12675_10.h5,20,17,0.10181567683423254,0.011313717497855428,0.9140004672769214,0.29429317986287573
aug_cno,12675_10.h5,20,18,0.10503974347027838,0.011671941753382377,0.9201573716036316,0.2882605604709486
