horizon,raw_fluct_rms,centered_fluct_rms,target_fluct_rms,raw_fluct_amp_ratio,centered_fluct_amp_ratio,raw_fluct_cosine,centered_fluct_cosine,raw_fluct_rel_l2,centered_fluct_rel_l2,raw_energy_share,centered_energy_share,target_energy_share,precenter_frame_rel_l2,reconstructed_frame_rel_l2,mean_raw_deviation_rms
1,0.035010238658943794,0.014427079376639907,0.014494911625252332,2.4153468171513834,0.9953202716673182,0.21663312697643441,0.5537085050956483,2.405704050721776,0.942564503765814,0.055881583267508084,0.06640175735559757,0.06333146857857636,0.25099860972989013,0.09465451967903614,0.041423813061044854
2,0.033708979329334955,0.011806107458282353,0.01374576273562162,2.4523178507933516,0.8588906767383148,0.19904921969838962,0.5786423539589419,2.457152606578199,0.8623874701232083,0.05180477183078765,0.04446683249587434,0.05695424536275359,0.24463824846322763,0.08548311956403032,0.028911319858754846
3,0.032887310759183684,0.012647581451880885,0.013140583732530542,2.5027282979650733,0.962482467241605,0.23095615500439645,0.5912639156120227,2.4713575063105977,0.8878120269342515,0.04931003194207772,0.05103142559892819,0.052049640124134273,0.237993240713882,0.0912015975150017,0.03045807650326611
4,0.03304518723351193,0.011035881558516774,0.01273457398806824,2.5949189399247983,0.8666078322570461,0.20889982319320316,0.6000052336637968,2.5786523785261313,0.8432500608673129,0.04978459672799864,0.03885409452971219,0.0488829331542252,0.24217857954580757,0.08959545060767041,0.01683058331346704
5,0.033193390086902475,0.010337452246367035,0.012533962557870131,2.6482758292636044,0.8247553156983153,0.19376137725567394,0.5828204690958204,2.6433118854572912,0.8478518566374091,0.05023215142680301,0.03409178677695328,0.04735493025113839,0.24530869575585965,0.09186419489328124,0.015230686606617446
6,0.03280009609473576,0.010231767145766924,0.012376626204976576,2.6501645562784333,0.8267008291526808,0.19132459764057383,0.5664403242507228,2.6475061549563788,0.8642227082613364,0.049048845763382656,0.03339827425604834,0.04617351795594358,0.24369192160707914,0.09468055791312381,0.017777649392066983
7,0.03303537475970474,0.01055938008056577,0.012350026788581646,2.674923328121683,0.8550086782263959,0.18848514379858758,0.542160668078868,2.673358972346804,0.8966246078719591,0.04975503493319986,0.03557128675730584,0.045975262176060475,0.24612165587568025,0.09868158914824043,0.018244774080482074
8,0.03304641997116955,0.010484296977275806,0.012429658475007438,2.6586748169804237,0.8434903499848205,0.18396233792444783,0.5372166022237307,2.662772936662221,0.897330446860472,0.04978831118671475,0.035067221721918104,0.046570061018165514,0.2470980051209712,0.10024674816872566,0.018111804212717172
9,0.032828886825590264,0.0102043186093812,0.012489277897865662,2.6285656459930755,0.817046325082178,0.17778354810849065,0.535479961757456,2.6409706362119074,0.8902476214582908,0.049134990138136284,0.03321932098583037,0.04701788328500091,0.24669749792289156,0.10091370930644848,0.01851712531809352
10,0.03274671436570144,0.010079268494726762,0.012504590459237545,2.6187754387038247,0.8060454700682251,0.17045021654461226,0.5212268050930131,2.639174703792997,0.8996912190139419,0.04888932296491648,0.032410128974687646,0.04713324713352859,0.24724357985042536,0.1027171789977526,0.018402757730045013
