experiment,horizon,frame_rel_l2,frame_rmse,tke_contrib_rel_l2,tke_contrib_ratio,mvpe_probe_rel_l2,windows,trajectories
A_pareto_tke,1,0.04225163453831223,0.005767328215411604,0.5794455265473936,1.2298780995763143,0.07119135845895438,640,16
A_pareto_tke,2,0.051865605811209345,0.007045331434765528,0.5959058881064532,1.153639468699924,0.0869441126744149,640,16
A_pareto_tke,3,0.059604272461808105,0.00808381561130502,0.60127689893855,1.0375111022571608,0.09976117302199272,640,16
A_pareto_tke,4,0.06658879501286157,0.009018835843696917,0.6197615607604426,0.9186938332981395,0.11090642022100942,640,16
A_pareto_tke,5,0.06993434790855306,0.009453839995292538,0.6396280000908602,0.8552848929569471,0.11548082148144237,640,16
A_pareto_tke,6,0.07272932020078712,0.009794279451809624,0.6576752023385726,0.80545553070268,0.11848188685557529,640,16
A_pareto_tke,7,0.07531927485963033,0.01010988108697251,0.6798625252749844,0.7663061478099213,0.12120287516878589,640,16
A_pareto_tke,8,0.07764484117399126,0.010397617951880201,0.701130544626498,0.7248589780770309,0.12444777195393249,640,16
A_pareto_tke,9,0.07952186020497558,0.010616693455275458,0.717808068776916,0.6917726367972753,0.12674961911553448,640,16
A_pareto_tke,10,0.08128881697640297,0.010830619356366766,0.7303992601518903,0.663915835897944,0.12932108730944,640,16
A_pareto_tke,11,0.08296343444708623,0.0110452615559456,0.7309855119911213,0.6483401467205754,0.13205138720236462,640,16
A_pareto_tke,12,0.08468389461255728,0.011262742107859797,0.7247611620434362,0.6374183963228377,0.1336736026145207,640,16
A_pareto_tke,13,0.08655947727405004,0.011510018343285125,0.7161965309707574,0.6354387877886928,0.13586756284432572,640,16
A_pareto_tke,14,0.08826698325639568,0.01172090715165977,0.7046643132493762,0.6390485696060345,0.13795043811138427,640,16
A_pareto_tke,15,0.08998783154127063,0.011925174036312509,0.6957287524467848,0.6456962671294249,0.1399063205216912,640,16
A_pareto_tke,16,0.09171041899174943,0.01213418823461295,0.6898746688656934,0.6496649748938161,0.14249921247974656,640,16
A_pareto_tke,17,0.09367461399056753,0.012382832832274714,0.6923368192024555,0.6522488570164382,0.14506683586498006,640,16
A_pareto_tke,18,0.09585760961543963,0.012653999849885031,0.7018134883298621,0.643532841795038,0.1474056679295829,640,16
A_pareto_tke,19,0.09840579953520177,0.012979736045011143,0.7155676124350325,0.6316898840094527,0.15045460279217812,640,16
A_pareto_tke,20,0.10100727252222172,0.013308880226285371,0.7319827469817107,0.6059149612974115,0.1526469997193393,640,16
