experiment,trajectory,window_start,horizon,frame_rel_l2,frame_rmse,tke_contrib_rel_l2,tke_contrib_ratio,mvpe_probe_rel_l2
A_pareto_tke,10125_0.h5,0,1,0.02636171173197554,0.0023869934478877087,0.7580767713304892,1.3565681433682337,0.03891266261393316
A_pareto_tke,10125_0.h5,0,2,0.030181341700280775,0.0027342843615002013,0.6121229726033431,1.1881049101608467,0.03504076011863863
A_pareto_tke,10125_0.h5,0,3,0.03488756397203928,0.0031607458817915,0.6343608630255956,0.9796982551654743,0.047410971481718564
A_pareto_tke,10125_0.h5,0,4,0.03761444133502502,0.0034071019418594395,0.7064124140680832,0.8807642029518891,0.0453776647561365
A_pareto_tke,10125_0.h5,0,5,0.03781799680333634,0.003427523117164999,0.7830051888399343,0.8805570967790337,0.0370432595657287
A_pareto_tke,10125_0.h5,0,6,0.03664396228950509,0.003320712142775913,0.7689112769149057,0.9288376543509592,0.03283142415419088
A_pareto_tke,10125_0.h5,0,7,0.036555984118771645,0.003317606371195264,0.7459598053814478,0.993765777112955,0.043780706023314075
A_pareto_tke,10125_0.h5,0,8,0.03802956177077832,0.003454159876160955,0.7765753629818679,0.9816947047379296,0.05599296163826672
A_pareto_tke,10125_0.h5,0,9,0.03912981691777671,0.0035585512576067103,0.8282592894929266,0.9870874561562532,0.06913682322596829
A_pareto_tke,10125_0.h5,0,10,0.04085672273517319,0.003719537941901017,0.81656692599521,0.9824282902995727,0.07082357323519899
A_pareto_tke,10125_0.h5,0,11,0.04001137683251498,0.0036432696263370514,0.7422450097314209,1.013638445301884,0.07067778207578543
A_pareto_tke,10125_0.h5,0,12,0.04175689952397349,0.003806465529710579,0.7604991905188193,0.9724421437027585,0.07680858673108318
A_pareto_tke,10125_0.h5,0,13,0.04146264297608934,0.0037805186145448786,0.7575236342815301,0.9633137178373936,0.05896157265783585
A_pareto_tke,10125_0.h5,0,14,0.042221697151088804,0.0038517838419808974,0.7288437050617007,0.9121139702608914,0.05147404449472075
A_pareto_tke,10125_0.h5,0,15,0.04257047360753585,0.0038880612492466285,0.6561290570611948,0.8838908732575329,0.05230011612505632
A_pareto_tke,10125_0.h5,0,16,0.04322608433285068,0.003952341538844332,0.7102115775782378,0.8571811866082866,0.05421194862678406
A_pareto_tke,10125_0.h5,0,17,0.04497516657185378,0.00411549445139901,0.8076155204666505,0.8352048411044709,0.05226665170696915
A_pareto_tke,10125_0.h5,0,18,0.04766448167168518,0.004364516724689125,0.8217692516660071,0.7880902198485483,0.05747171849775663
A_pareto_tke,10125_0.h5,0,19,0.04980113833404666,0.004560486634100089,0.829031007413201,0.7366701131563139,0.06183568816815863
A_pareto_tke,10125_0.h5,0,20,0.051129072540494126,0.00468400571788384,0.8975709467211068,0.816052834544337,0.05573614081803984
A_pareto_tke,10125_0.h5,20,1,0.023467511312683095,0.00215174638432082,0.5352812842438249,1.0618886952547821,0.03162412262161193
A_pareto_tke,10125_0.h5,20,2,0.03163968126149565,0.0029053086697208705,0.7087446024959778,0.8922909202037803,0.04924313481488012
