experiment,horizon,frame_rel_l2,frame_rmse,tke_contrib_rel_l2,tke_contrib_ratio,mvpe_probe_rel_l2,windows,trajectories
pareto_22k,1,0.042991291698868755,0.005790019701352377,0.6491751888430081,1.25289204301536,0.06605865609104442,491,12
pareto_22k,2,0.05225873730916374,0.006956710809748564,0.6765637819122429,1.174891492545016,0.0793897378054748,491,12
pareto_22k,3,0.05977200821384652,0.007903218876083926,0.6762586276674628,1.040116240919384,0.09040589648083674,491,12
pareto_22k,4,0.06641198071666364,0.008722275881149115,0.6807657935205887,0.8945831910057819,0.09978814774155034,491,12
pareto_22k,5,0.0696997463277443,0.009128562880384855,0.7022014693160888,0.8201427150814103,0.10412054964832011,491,12
pareto_22k,6,0.0721842465701756,0.009424593722894396,0.7230711713260813,0.7617918905836184,0.10753884008090521,491,12
pareto_22k,7,0.0746502621905994,0.00972035356517969,0.7436005527870244,0.712555223578753,0.11060522955578865,491,12
pareto_22k,8,0.07689874833457513,0.00998074702925475,0.7621291204554131,0.6670099971975353,0.11307600641145725,491,12
pareto_22k,9,0.07855922651069434,0.010141290109039856,0.7727600683834771,0.6256030280894745,0.11504293157294994,491,12
pareto_22k,10,0.08005451000489458,0.010279779348033907,0.7841767958048883,0.5906320540182145,0.11664100995783651,491,12
pareto_22k,11,0.08159775321542523,0.010441662288391395,0.786560887470558,0.5714991436409923,0.11830481387127471,491,12
pareto_22k,12,0.08330182671364025,0.010644045113989328,0.7796334552633087,0.5718782887022925,0.11987983913840941,491,12
pareto_22k,13,0.08520755260390411,0.010891111186298827,0.7721172865216005,0.5877320063653909,0.12157574004764696,491,12
pareto_22k,14,0.08720100419493616,0.011156436654252212,0.7630155635832608,0.6058783052150802,0.1237035614416069,491,12
pareto_22k,15,0.08917577447123988,0.011403730019627979,0.7561647980792919,0.6195859864252108,0.12512308974541483,491,12
pareto_22k,16,0.09079627635934288,0.011593992987228251,0.7477771501024368,0.6320060051176247,0.1261049228871598,491,12
pareto_22k,17,0.09279962309798893,0.011839967642242474,0.7569907589512795,0.6384544412105383,0.12758179175969564,491,12
pareto_22k,18,0.09445187967281042,0.011998534359996987,0.7545973541777872,0.6278083505674303,0.128430062503375,491,12
pareto_22k,19,0.0964511794362257,0.012235149809067702,0.7622315169579585,0.6167091804281915,0.1301609588695769,491,12
pareto_22k,20,0.0985689719958234,0.012457368538498175,0.7697917213094271,0.607437599170612,0.13381953052203932,491,12
