experiment,horizon,frame_rel_l2,frame_rmse,tke_contrib_rel_l2,tke_contrib_ratio,mvpe_probe_rel_l2,windows,trajectories
strong_backbone_checkpoint,1,0.3304453663612621,0.03035127703883571,7.7920520672243025,17.120889101365105,0.3168878325621057,491,12
strong_backbone_checkpoint,2,0.38403942894019516,0.03417565895977993,7.993501248154173,17.98683039991476,0.4504545759860247,491,12
strong_backbone_checkpoint,3,0.31680599169309687,0.02847282241050151,4.202457445450554,8.800498786000688,0.3885743194798857,491,12
strong_backbone_checkpoint,4,0.4152159315375383,0.03591157653889435,3.301846155756329,5.837468220956577,0.5702038061403987,491,12
strong_backbone_checkpoint,5,0.4203604263096244,0.036404667468849385,4.2556973416956625,6.501241242382423,0.5770871377412903,491,12
strong_backbone_checkpoint,6,0.4895407817378589,0.04134713793208879,6.3686716037217295,13.59138471509895,0.7011668184080709,491,12
strong_backbone_checkpoint,7,0.4856986290318715,0.0410853541140588,6.871386762282592,14.699654775751437,0.6976635376120989,491,12
strong_backbone_checkpoint,8,0.47216929236728705,0.04005382074599058,6.670513242502546,14.651763041562102,0.6685027400728085,491,12
strong_backbone_checkpoint,9,0.461815730467216,0.0393712618189702,5.811355988340731,13.087863612896554,0.6340767739911075,491,12
strong_backbone_checkpoint,10,0.45327800854243727,0.03884610075781466,4.941935663678132,10.990587380607842,0.5988678102543394,491,12
strong_backbone_checkpoint,11,0.44520436074038194,0.03831642585829052,3.896336809210189,8.349992762031524,0.5676634976056316,491,12
strong_backbone_checkpoint,12,0.4402319036847717,0.038026569072428074,3.0388327862651368,5.9347343348065555,0.5541112748460931,491,12
strong_backbone_checkpoint,13,0.4439952540743293,0.0384754326809934,3.2150451863819183,5.135030379839525,0.5636757821278263,491,12
strong_backbone_checkpoint,14,0.45942833407089967,0.03990263473223826,3.8579261932500732,5.8446454668399594,0.5872708984488854,491,12
strong_backbone_checkpoint,15,0.487528663385229,0.04217003392824041,4.666681048188792,7.518748464079922,0.631263959227997,491,12
strong_backbone_checkpoint,16,0.5310936298514163,0.04586951019913071,5.931946402169451,11.086296662350236,0.6938880630364945,491,12
strong_backbone_checkpoint,17,0.4854934298840998,0.04373663904046426,6.275149410183715,9.168470101507014,0.5941675719422266,491,12
strong_backbone_checkpoint,18,0.4588387719766963,0.041445275438087015,11.45284737768467,27.455887127867445,0.5263161089098349,491,12
strong_backbone_checkpoint,19,0.47437695731838375,0.0442111264935943,15.090062960834018,38.51899325990909,0.5826485849017397,491,12
strong_backbone_checkpoint,20,0.43671322236501126,0.04267140071937576,14.265564714506047,18.632426058826084,0.44593943251282486,491,12
