model,trajectory,window_start,horizon,rel_l2,mvpe,velocity_squared_error
plain_piv_cno,3750_0,0,1,0.28524038195610046,0.3236065208911896,0.00010712462244555354
plain_piv_cno,3750_0,20,1,0.28128984570503235,0.2828420102596283,0.00010325780021958053
plain_piv_cno,3750_0,40,1,0.2869758903980255,0.29443374276161194,0.00010634621139615774
plain_piv_cno,3750_0,60,1,0.2907034456729889,0.32055118680000305,0.00010892975114984438
plain_piv_cno,3750_0,80,1,0.29293113946914673,0.2944760322570801,0.00010691274655982852
plain_piv_cno,3750_0,100,1,0.29853591322898865,0.30636903643608093,0.00011195284605491906
plain_piv_cno,3750_0,120,1,0.2928798794746399,0.29618901014328003,0.00010951263539027423
plain_piv_cno,3750_0,140,1,0.29218631982803345,0.3263709545135498,0.00010875173029489815
plain_piv_cno,3750_0,160,1,0.29312002658843994,0.29624050855636597,0.0001103609538404271
plain_piv_cno,3750_0,180,1,0.2873499095439911,0.2831849455833435,0.00010977020428981632
plain_piv_cno,3750_0,200,1,0.27843406796455383,0.2958691716194153,0.00010442656639497727
plain_piv_cno,3750_0,220,1,0.2778083086013794,0.28006625175476074,0.00010410396498627961
plain_piv_cno,3750_0,240,1,0.2728981375694275,0.27361738681793213,0.00010134717740584165
plain_piv_cno,3750_0,260,1,0.2761887311935425,0.2870805859565735,0.00010293905506841838
plain_piv_cno,3750_0,280,1,0.2801212668418884,0.27370399236679077,0.00010222823038930073
plain_piv_cno,3750_0,300,1,0.2843797206878662,0.27447205781936646,0.00010548117279540747
plain_piv_cno,3750_0,320,1,0.2835043966770172,0.27335721254348755,0.00010561720409896225
plain_piv_cno,3750_0,340,1,0.28482383489608765,0.32016658782958984,0.000107042673334945
plain_piv_cno,3750_0,360,1,0.2814384698867798,0.31047025322914124,0.00010568049765424803
plain_piv_cno,3750_0,380,1,0.27799245715141296,0.29275980591773987,0.00010358906001783907
plain_piv_cno,3750_0,400,1,0.28144219517707825,0.2932646572589874,0.00010365738125983626
plain_piv_cno,3750_0,420,1,0.28495925664901733,0.29873234033584595,0.00010615409701131284
plain_piv_cno,3750_0,440,1,0.2808302044868469,0.29421189427375793,0.00010554256732575595
plain_piv_cno,3750_0,460,1,0.2810058295726776,0.31670263409614563,0.00010606880823615938
plain_piv_cno,3750_0,480,1,0.2775183916091919,0.27774181962013245,0.00010469405970070511
plain_piv_cno,3750_0,500,1,0.2760969400405884,0.3190373182296753,0.00010452393325977027
plain_piv_cno,3750_0,520,1,0.2761788070201874,0.2903566062450409,0.00010205450962530449
