update,reference_update,stage,lr,mse,tke,rel,mvpe,vorticity,elapsed_seconds
12365,7500,A,1e-05,8.326070019393228e-05,0.5041420757770538,0.10712841153144836,0.10104361921548843,3.9023618228384294e-05,8091.801773381987
24730,15000,A,1e-05,0.00011504412941576447,0.4377683997154236,0.10678045824170113,0.09387483075261116,4.836817242903635e-05,16227.468623430992
32974,20000,A,1e-05,0.0002287276802235283,0.450650617480278,0.10524794459342957,0.07716964185237885,8.708060704520904e-05,21667.33982687199
41217,25000,A,1e-05,0.00017676471907179803,0.44368448853492737,0.08875036984682083,0.060409557074308395,7.723934686509892e-05,27091.387669593998
49461,30000,A,1e-05,0.00016610870079603046,0.39529214799404144,0.093675397336483,0.08321068063378334,6.960113933018874e-05,32498.49183298899
51109,31000,B,3e-06,0.00017882032807392534,0.38731223344802856,0.09744749963283539,0.07892751693725586,7.072145035635913e-05,33582.81898875399
53582,32500,B,3e-06,7.250449198181741e-05,0.4560605585575104,0.08665913343429565,0.063143290579319,3.5570493309933227e-05,35208.293270698996
