experiment,horizon,frame_rel_l2,u_rmse,v_rmse,velocity_rmse,tke_contrib_rel_l2,tke_contrib_ratio,base_frame_rel_l2,delta_rms,correction_help_fraction,base_tke_contrib_rel_l2
aug_best,1,0.03827930413225219,0.007366308804762533,0.0035464786533918806,0.0057810040756812444,0.6508810832388592,1.1574966943943106,0.07873277000794561,0.009196614507300447,0.8535073208971088,0.7799184206324853
aug_best,2,0.04789316821653388,0.009323307402793668,0.003909904928338445,0.007148825689427337,0.6798882026833682,1.1183915366049841,0.07834928383351775,0.008220104931823052,0.8069869060905612,0.7804641716929409
aug_best,3,0.05665621781518327,0.011184532806828454,0.004196635807533432,0.008447056475722586,0.6709832388417275,0.9863882015882165,0.08101632231021429,0.0075914083906783725,0.7788783482142857,0.8144020651844568
aug_best,4,0.0653051191505296,0.013010374550463753,0.004538503794254837,0.009743404503401786,0.6904951618983866,0.865587923308997,0.08267525905812012,0.006685390132500192,0.7380670041454082,0.8209755370724524
aug_best,5,0.06987848041555432,0.013957939623843785,0.004807211865200683,0.010438710755160202,0.7130707411885328,0.7994083356249686,0.08378503789472208,0.006509144773940489,0.7134976549213435,0.8122207803388561
aug_best,6,0.07411865872242362,0.014884283654097443,0.0050904323618221475,0.011123272933941667,0.7395614417885327,0.7606103029968265,0.08434650503145731,0.006342695553347845,0.6885762117346939,0.8198254289767255
aug_best,7,0.07791388749759239,0.015624189793462298,0.005371563884226218,0.011682658200607748,0.7600795535965209,0.7315679554451304,0.08631139540525894,0.006360725396535207,0.6771763392857143,0.8350204193017924
aug_best,8,0.08121650275543303,0.0163085130182715,0.005631536864973184,0.012200036973892395,0.774106779756876,0.7031533426174887,0.08798482557487898,0.006310978083774259,0.6622115154655612,0.8474807666369356
aug_best,9,0.08410627803366069,0.01693382097233594,0.005860237416514782,0.012670767050598088,0.7868006066578768,0.6748361427782394,0.09029778805132682,0.006376116602336872,0.6584730083439626,0.8583769922773223
aug_best,10,0.08677052370712136,0.017473181856239275,0.00609049165805378,0.013084459729351306,0.7953521943905536,0.6562155132960584,0.09238220974006568,0.006458920634072263,0.6538492838541666,0.8669574926433764
aug_best,11,0.08940830345416483,0.01799493040676454,0.0063348441611966065,0.013489769658725568,0.7993718867489787,0.6359078112836373,0.09461475274943908,0.006543673889065777,0.6516478661777211,0.8729787929234085
aug_best,12,0.09172277761511323,0.018480636686896874,0.006570983882788313,0.013869242256535547,0.7967136166375133,0.6133888745042377,0.09665049055538445,0.006576561998602411,0.6476743529443028,0.872003577710159
aug_best,13,0.09392575512983369,0.018929619952191792,0.006780454610074389,0.014218035663439878,0.7929600573873136,0.5909864259282536,0.09849956814367508,0.006580760940404592,0.6401840521364796,0.870096856112199
aug_best,14,0.09587543873370973,0.019275532824926788,0.006958398857444746,0.014490781213311422,0.7849303737750745,0.5673709954040261,0.10066669336818929,0.006658492629369176,0.6420175980548469,0.8645411370952901
aug_best,15,0.09779591649104785,0.019589363160066604,0.0070996084441830015,0.014733424399603935,0.7808149138730557,0.5462873278063469,0.10296080305007642,0.006714489477446031,0.643058932557398,0.855127614879012
aug_best,16,0.09955709409343379,0.019917087089447248,0.007240482065569451,0.014985241717611017,0.7757024902972558,0.5115584072929226,0.10635698793648558,0.007005562071796498,0.6572813695790817,0.8743844517282878
aug_best,17,0.10145247676389121,0.020273478602681052,0.007405690989032771,0.015262014835505955,0.7777763841308556,0.47538388901298495,0.10988039670953947,0.00716042171712744,0.6735266860650511,0.8814648224749694
aug_best,18,0.10287406455039418,0.02051148905760178,0.007550040648273501,0.015455165756967792,0.7833856035219061,0.437300896164343,0.11154756579915433,0.007217346502478819,0.6786362005739796,0.8896174451967209
aug_best,19,0.10415237830012387,0.020718583734295082,0.007682911104458216,0.015625089359648542,0.7902367387117767,0.39414229324222655,0.11429998966252648,0.007240873013499349,0.6747822664221939,0.8993721305623136
aug_best,20,0.10527897201955715,0.02088375767109508,0.007887437943204812,0.015785167274579792,0.7965142322530507,0.36120184073026035,0.11677470847674974,0.007224092886883168,0.6731106505102041,0.9141489307301733
