experiment,horizon,frame_rel_l2,u_rmse,v_rmse,velocity_rmse,tke_contrib_rel_l2,tke_contrib_ratio,delta_rel_pct_vs_current80,delta_tke_contrib_pct_vs_current80,base_frame_rel_l2,delta_rms,correction_help_fraction,base_tke_contrib_rel_l2
fluct_ramp_end_1p20,8,0.07838053032755725,0.016638581757084533,0.0067423916618131715,0.012694531267606418,0.7287124646025676,0.8085587708967736,1.860458199547878,3.3418379967575227,0.07694892769283179,0.0010701277357701747,0.40084686279296877,0.7051475750077445
fluct_ramp_end_1p20,9,0.08024099988868821,0.016969312937890165,0.0069291712069757365,0.01296092194250911,0.7426913616025236,0.7933577419010761,1.7037503144792836,2.9197946208643675,0.0788967954874566,0.001096745760812381,0.4046623229980469,0.7216214959799014
fluct_ramp_end_1p20,10,0.08198799609216188,0.017304841247793287,0.007111164128164498,0.013229251412476472,0.7526755104769027,0.7739217104025089,1.537564520650291,2.5174963631228393,0.0807464670629238,0.0011128687963835396,0.40709762573242186,0.7341922473514989
fluct_ramp_end_1p20,11,0.08364742976221143,0.017634850277935613,0.007330403746058595,0.013504124618157145,0.7523653103075907,0.7575096127110477,1.4153582974246142,2.3189813226657323,0.08248004164901285,0.0011241586974138234,0.4078277587890625,0.7353135269544816
fluct_ramp_end_1p20,12,0.08534716845183074,0.01792299287482592,0.007583658321584021,0.013761278049832277,0.7436209789172062,0.7354468233358594,1.2974058046576957,1.8913473396924703,0.08425405149704875,0.0011350782350503926,0.40676727294921877,0.7298175932820584
fluct_ramp_end_1p20,13,0.08723848422727808,0.018251819755298854,0.007838273338888835,0.014045772554670193,0.7321941137788383,0.7156520595625173,1.2344986879042283,1.452059620358039,0.08617465919026827,0.0011503904843518389,0.40453948974609377,0.721714390539501
fluct_ramp_end_1p20,14,0.08900928900118509,0.018491410645423256,0.008134452940750766,0.014284634967386483,0.7191233724816153,0.6986369265665051,1.244385942686393,1.1498986337131796,0.08791528357095524,0.0011783485947284684,0.4015693664550781,0.7109481889702379
fluct_ramp_end_1p20,15,0.09083585451869276,0.018716321727755898,0.008412133383829568,0.01450973271780372,0.7128227347832118,0.6818797663486627,1.3377685014348477,1.354806292613257,0.08963672267700133,0.0012275202438271847,0.3962669372558594,0.703294457221179
fluct_ramp_end_1p20,16,0.09268226428066637,0.018961591458851124,0.008700325691239037,0.01475190865254408,0.7106763763292845,0.6680845706997719,1.5072821714955567,1.7424401344869884,0.09130602484665148,0.001306426717551215,0.39362258911132814,0.6985053389616818
fluct_ramp_end_1p20,17,0.09483835611854416,0.019303388608090746,0.008998354172151316,0.01505973422013882,0.719351183624553,0.6480667378609007,1.782244873736998,2.561010485865287,0.09317770131341976,0.0014165190394413714,0.3856201171875,0.7013885493295644
fluct_ramp_end_1p20,18,0.09723965771283959,0.019676876966840933,0.009258431847272756,0.015376899028067877,0.732799417755888,0.621061631677006,2.130525163803735,3.2047508725335545,0.0952111599904927,0.0015539038034818402,0.3783477783203125,0.7100442678854544
fluct_ramp_end_1p20,19,0.10013282262766607,0.020169300506835998,0.009517237140420284,0.01576988404716487,0.7501057700164996,0.5915971983105273,2.612329024401177,3.742378901031386,0.09758361746555282,0.0017170685602625336,0.36800079345703124,0.7230466256534264
fluct_ramp_end_1p20,20,0.1032133408813597,0.02071945058989705,0.009796598914736804,0.0162060017129983,0.7653053134939617,0.5573610965024355,3.1225701523444362,3.6658370322036795,0.10008802217485577,0.0018901920804430482,0.34602203369140627,0.7382425448956925
fluct_ramp_end_1p40,1,0.04186285901396589,0.008492630353300912,0.003998089605778801,0.006637374888223675,0.6124565608606493,1.1229882925881802,6.336837084475765,7.837184109396733,0.03936816268167666,0.0008620648830002342,0.3456382751464844,0.5679456171994767
fluct_ramp_end_1p40,2,0.052898215356647606,0.010953142712023549,0.00466801864109509,0.008419077541618376,0.6658852015268069,1.134394091303592,6.333972495295193,12.580539445663335,0.04974723892591158,0.001117926345771054,0.34837799072265624,0.5914745166487627
fluct_ramp_end_1p40,3,0.06149139566545434,0.012931588700315027,0.00528697659505499,0.009878717220134772,0.6879512547331897,1.0923542119659382,6.036809917148104,14.29927195200295,0.05799061261226235,0.0013983174176742331,0.35750808715820315,0.6018859464144944
fluct_ramp_end_1p40,4,0.06885771206380213,0.014629204080527612,0.005846208283733929,0.011139833107513887,0.7070721436587065,1.0200495836079324,5.433679643937381,13.604176116786475,0.0653090286674459,0.0016241657388410093,0.36137542724609373,0.6223997812649315
fluct_ramp_end_1p40,5,0.07253769188638909,0.015398739687818968,0.006280116506307245,0.011759273942425265,0.7321285901126886,0.9873110858184861,5.313020533977251,13.774515454800438,0.06887818003756352,0.0018108116930334896,0.36908721923828125,0.6434908443126208
fluct_ramp_end_1p40,6,0.07552427677451487,0.01593357682043553,0.006640427523799408,0.012206026134486875,0.7516666581356786,0.9759616920988264,5.12320549764824,13.533130016333955,0.07184358241074038,0.0019523150590574924,0.3761444091796875,0.6620681188191823
fluct_ramp_end_1p40,7,0.07819897954667072,0.016459807167287968,0.006912138752701282,0.012623448699164964,0.7738973540198372,0.9589176216366476,4.918504116820584,13.159972504528271,0.07453306755079234,0.0020599139710814115,0.38132476806640625,0.6838967321142363
fluct_ramp_end_1p40,8,0.0804617564316684,0.016923459130048793,0.007146230779068444,0.012989843788016412,0.7889306550003663,0.9417715054492328,4.565143198433227,11.881637682963262,0.07694892769283179,0.0021402554573351634,0.3854026794433594,0.7051475750077445
fluct_ramp_end_1p40,9,0.0822128451436048,0.01725211523184915,0.007332034128063924,0.013255078355635917,0.7984385321823818,0.9287054563960585,4.203021980373599,10.645059304693977,0.0788967954874566,0.002193491515259353,0.3898918151855469,0.7216214959799014
fluct_ramp_end_1p40,10,0.08382025733504311,0.017583552595486173,0.007507467350545773,0.013519308190468536,0.802710027754537,0.9099149364064575,3.8067179703651783,9.332403147841308,0.0807464670629238,0.0022257375911062848,0.39294967651367185,0.7341922473514989
fluct_ramp_end_1p40,11,0.0853664136024768,0.017910409486056565,0.007719982637709666,0.013790955367282639,0.7985811808231115,0.8944669846523545,3.4994792628096407,8.604173804699549,0.08248004164901285,0.0022483173944852918,0.39463958740234373,0.7353135269544816
fluct_ramp_end_1p40,12,0.08696010218097656,0.018191237357028277,0.007964241115339757,0.014041906087191464,0.785187635963986,0.872757575462833,3.211775144157437,7.58683309248867,0.08425405149704875,0.0022701564784778864,0.39429397583007814,0.7298175932820584
fluct_ramp_end_1p40,13,0.08881089857165243,0.01851794644040982,0.008210591541122865,0.014323549731561743,0.7706772076487203,0.8545266379070877,3.059181673771992,6.784237331421119,0.08617465919026827,0.0023007809685510108,0.39237823486328127,0.721714390539501
fluct_ramp_end_1p40,14,0.09064020460150304,0.01875923947064076,0.008505526907704649,0.014564564076801853,0.7581920808035639,0.8409572898487224,3.0994850040477417,6.645194764720577,0.08791528357095524,0.0023566971958733124,0.38918914794921877,0.7109481889702379
fluct_ramp_end_1p40,15,0.09265751327774513,0.018986069405528452,0.008796790338066993,0.014796187882752982,0.7587062912907514,0.8294098236988705,3.370036867176605,7.878895319111826,0.08963672267700133,0.00245504047598939,0.38263931274414065,0.703294457221179
fluct_ramp_end_1p40,16,0.0948298599935766,0.01924869947796796,0.009111974222449672,0.015058892818260436,0.7673136621573275,0.8237103280749963,3.8593676078258765,9.850794168292024,0.09130602484665148,0.002612853439888348,0.3785408020019531,0.6985053389616818
fluct_ramp_end_1p40,17,0.09749046799704866,0.01961781407089058,0.009463507515972396,0.01540156815757568,0.7917480192612901,0.8121627168074425,4.628539471178991,12.882940563842615,0.09317770131341976,0.002833038071572304,0.3687461853027344,0.7013885493295644
fluct_ramp_end_1p40,18,0.1005464560442354,0.02002622465777155,0.009800037727450228,0.015765316576316902,0.8196881231014247,0.7928914031878443,5.603645680060456,15.44183372432467,0.0952111599904927,0.00310780761274422,0.35983428955078123,0.7100442678854544
fluct_ramp_end_1p40,19,0.10430526130118226,0.020576343721077216,0.010161926470629645,0.016227302155971537,0.8512633411294172,0.7701717613612316,6.88808635117692,17.732841967158024,0.09758361746555282,0.003434137113682641,0.34763336181640625,0.7230466256534264
fluct_ramp_end_1p40,20,0.1083349179421826,0.02121249417561441,0.010535910153399716,0.016747765700399955,0.8734942376845549,0.7397823383312613,8.239643054310076,18.320766491177007,0.10008802217485577,0.00378038416737788,0.32371368408203127,0.7382425448956925
fluct_ramp_end_1p60,1,0.04346515435256512,0.008659267267384049,0.004187865972249765,0.006801512001368384,0.6415234923923594,1.1556870747208492,10.406865324185803,12.955091643402953,0.03936816268167666,0.001293097326074996,0.33361663818359377,0.5679456171994767
fluct_ramp_end_1p60,2,0.054934907837582536,0.011193748881961365,0.004930561905737462,0.008649001524416583,0.7173199048585689,1.2003052552633853,10.42805394566105,21.27655286365234,0.04974723892591158,0.0016768895195520253,0.3360382080078125,0.5914745166487627
fluct_ramp_end_1p60,3,0.06384282780819417,0.013224568977147933,0.00561315754698887,0.010158660400827012,0.7555005396737666,1.1859374476842557,10.091659550246492,25.522209676828712,0.05799061261226235,0.002097476123833875,0.3441375732421875,0.6018859464144944
fluct_ramp_end_1p60,4,0.07134689456972605,0.014940966052957418,0.006227908103669027,0.01144594482651765,0.7837154441752769,1.1312443685907274,9.245070743625693,25.918335411766424,0.0653090286674459,0.0024362486131029697,0.347552490234375,0.6223997812649315
fluct_ramp_end_1p60,5,0.07518687593425574,0.015730927668682174,0.006710188480153804,0.012093153326500478,0.8197276289148581,1.1120618757415328,9.159208174855523,27.387613384071372,0.06887818003756352,0.0027162175453783904,0.35468063354492185,0.6434908443126208
fluct_ramp_end_1p60,6,0.07825134573426971,0.016280545930451834,0.007107109650057435,0.012561193879792864,0.8465590412053807,1.1111619531880441,8.919047614991147,27.865852038796763,0.07184358241074038,0.0029284725864931306,0.3614372253417969,0.6620681188191823
fluct_ramp_end_1p60,7,0.08094894367903979,0.01681850990732552,0.007399386556513374,0.012992559349787814,0.8725362904470044,1.1002064156697695,8.608093479951302,27.583047187489452,0.07453306755079234,0.0030898709595608494,0.3665122985839844,0.6838967321142363
fluct_ramp_end_1p60,8,0.08313536229601612,0.01728453067755344,0.007646411635650121,0.013364554082443072,0.8843849216875223,1.086481149810407,8.039663174878298,25.41841637586419,0.07694892769283179,0.0032103831967458325,0.3710609436035156,0.7051475750077445
fluct_ramp_end_1p60,9,0.08476119292583921,0.017612946695803832,0.00783664008208678,0.013631375922580161,0.8883636749004398,1.0761562641112215,7.432998263300779,23.106598105716962,0.0788967954874566,0.003290237274133579,0.37601318359375,0.7216214959799014
fluct_ramp_end_1p60,10,0.08619923775280657,0.017940713830837264,0.008009075150115902,0.013892704875584874,0.8844140114001778,1.0583338672504945,6.752952653189838,20.460821343535567,0.0807464670629238,0.0033386063906092143,0.37967453002929685,0.7341922473514989
fluct_ramp_end_1p60,11,0.08759815054572838,0.0182643461137589,0.00821630261691404,0.014161461217965616,0.8742594919756053,1.0440877612403539,6.205269534774523,18.89615244759735,0.08248004164901285,0.0033724760951943755,0.3820991516113281,0.7353135269544816
fluct_ramp_end_1p60,12,0.08905808469913064,0.01853849732167876,0.008451785983871566,0.01440674441473608,0.8549082138088382,1.0228812127790528,5.701842364518421,17.139984247876992,0.08425405149704875,0.0034052347162639865,0.3823280334472656,0.7298175932820584
fluct_ramp_end_1p60,13,0.0908592767722248,0.018864369493619446,0.008690109960331064,0.014686429918711443,0.8376253292838124,1.0065289086838598,5.436189276493898,16.06049986860658,0.08617465919026827,0.0034511714512940658,0.38080596923828125,0.721714390539501
fluct_ramp_end_1p60,14,0.0927742062083595,0.019110904529970798,0.008985091170563134,0.014932490336460795,0.8285619578421283,0.9970626987259755,5.526823596585098,16.54322645399044,0.08791528357095524,0.003535045789910597,0.3771095275878906,0.7109481889702379
fluct_ramp_end_1p60,15,0.09505989504860661,0.019346058450305462,0.009295227965848257,0.015176811926417927,0.8405953838010392,0.9918220696029042,6.0501680668839715,19.522537846005005,0.08963672267700133,0.0036825607118692373,0.36973724365234373,0.703294457221179
fluct_ramp_end_1p60,16,0.0976886617809463,0.01963658470934091,0.009647535360875592,0.0154704621389677,0.8665677280926207,0.9960132424878757,6.990378723654283,24.06028698087853,0.09130602484665148,0.003919280158696168,0.3639686584472656,0.6985053389616818
fluct_ramp_end_1p60,17,0.10103758520579416,0.02004634777692558,0.010070355653106829,0.015862977686637365,0.9143596592234854,0.9951903041696294,8.435370031222684,30.364212546311666,0.09317770131341976,0.004249557110875894,0.3528900146484375,0.7013885493295644
fluct_ramp_end_1p60,18,0.10497643438461288,0.020506057086216778,0.010509180296314551,0.016293269280958124,0.964319916582863,0.9861958758505882,10.256438840883025,35.811238847776856,0.0952111599904927,0.004661711412519323,0.34241256713867185,0.7100442678854544
fluct_ramp_end_1p60,19,0.10985939050856075,0.021132557978018805,0.011005959556349717,0.016848088206831244,1.0176158989018025,0.9728491343890177,12.579747873500695,40.740010781762535,0.09758361746555282,0.005151205674128497,0.3288330078125,0.7230466256534264
fluct_ramp_end_1p60,20,0.11510246170672303,0.02187631099772529,0.011506518228686079,0.017478171309039763,1.052395151409676,0.9485999701190094,15.001235118460766,42.554118383731286,0.10008802217485577,0.005670576250240195,0.30320281982421876,0.7382425448956925
