step,rel_l2_raw,tke_raw,mvpe_raw,final_est,best_alpha
0,0.0804204195737838,0.449158251285553,0.071116916835308,,
2500,0.08250939678400755,0.47960774302482606,0.07505348399281501,81.46012264090025,1.0
5000,0.08234353512525558,0.47849150747060776,0.07481688475236296,81.49568958173295,1.0
7500,0.0824816843494773,0.46258111745119096,0.07417574003338814,81.6272089759192,1.0
10000,0.08176474794745445,0.46947573125362396,0.0732838443480432,81.61537432227236,1.0
12500,0.08110063150525093,0.46253291741013525,0.0724322876892984,81.70642223180678,1.0
15000,0.08088534586131572,0.454529644548893,0.0719745259732008,81.78299078468471,1.0
17500,0.08049856219440699,0.451663850992918,0.07131159156560898,81.83861116064492,1.0
20000,0.08037692848592996,0.45278645008802415,0.07124886624515056,81.83595594663953,1.0
