experiment,trajectory,windows,rel_l2,u_rmse,v_rmse,tke_rel_l2,mean_field_rel_l2,fluctuation_rel_l2,tke_field_rel_l2,pred_tke_mean,target_tke_mean,tke_energy_ratio
control_best,10125_10.h5,42,0.0804571583064982,0.009356010482330297,0.004234252898236715,0.4834684115672902,0.053563185240770694,0.734560021546035,0.4834684115672902,4.58304036659954e-05,5.598408084083118e-05,0.8186327787768136
control_best,11400_10.h5,42,0.07747733928579345,0.010235079479327926,0.004577408962788877,0.48597011055960904,0.05098176586659336,0.7658004408032272,0.48597011055960904,5.241597768511059e-05,6.285439978085574e-05,0.8339269465281809
control_best,12675_10.h5,42,0.07960551945786824,0.011603020657134975,0.004988492920749418,0.527908000357951,0.05022668931022619,0.7961688188259851,0.527908000357951,6.120366086290053e-05,7.79437267339032e-05,0.7852288237621408
control_best,13950_10.h5,42,0.08275059271964344,0.012999759692441486,0.005962047434035345,0.49628738222464897,0.051418282463610625,0.7337126039881178,0.49628738222464897,9.18154718317749e-05,0.00011902842327328656,0.7713743432605896
control_best,16500_10.h5,42,0.07573431835810562,0.01412806592777009,0.006344587154637673,0.4967393224796054,0.04316992684904832,0.7718891277922673,0.4967393224796054,0.00010648572628414453,0.00014087806952644768,0.7558715607197718
control_best,19050_10.h5,42,0.08017579441581477,0.017454805715263966,0.00725258788184498,0.5311884123450474,0.045550680152194455,0.8814594222733855,0.5311884123450474,0.00012481135349507111,0.00015669114400276884,0.7965437631425144
control_best,20325_10.h5,42,0.08469473500119565,0.019685661849782692,0.0071636975126084055,0.5389285163098804,0.047148688885465175,0.8807237253463738,0.5389285163098804,0.00015121772781356746,0.00019982966555809624,0.7567331276426729
control_best,22875_10.h5,42,0.10329643854761385,0.026596071119280248,0.008578738914746453,0.5723946037340093,0.06013923005814313,0.7919816535679827,0.5723946037340093,0.00026052837808501143,0.00042405365210396856,0.6143759800024918
control_best,24150_10.h5,42,0.106765773751511,0.029095709931632283,0.009034669178287519,0.566311349129864,0.06077637262472398,0.8389144010536439,0.566311349129864,0.0002881131138789108,0.00046685129033042496,0.6171410893498698
control_best,25425_10.h5,42,0.10922426979286572,0.0312578282158046,0.00893412876427826,0.6064725031692548,0.06164099017184193,0.8638423677168723,0.6064725031692548,0.0002755511581339844,0.0005002465948598045,0.550830652253032
control_best,3750_10.h5,42,0.07611967909933345,0.0032392698468832032,0.001991208857950869,0.5128473257211961,0.04823372252617063,0.7368156750876229,0.5128473257211961,5.451574877809476e-06,8.015279416076131e-06,0.6801478270208935
control_best,5025_10.h5,42,0.07667966781270508,0.0042805898148178005,0.002458585392209826,0.5025146189557811,0.04764961879342876,0.7267174958948962,0.5025146189557811,9.666372399722655e-06,1.4231267783653378e-05,0.6792348051257844
control_best,6300_10.h5,42,0.07781574521978363,0.005445579137876769,0.0029387356794904635,0.5215425776326811,0.049991251544854357,0.7380518553735922,0.5215425776326811,1.5695088116547212e-05,2.0845362892273012e-05,0.7529294739390259
control_best,8850_10.h5,42,0.07727638115212819,0.007749687329516163,0.003920191208754906,0.48705327042370006,0.05041632732434631,0.719630639770999,0.48705327042370006,3.465702643398478e-05,4.306530370241096e-05,0.8047551846718904
