update,point_score,rel_l2,tke,mvpe
0,54.19799675994682,0.7148464918136597,8.191961288452148,0.885932445526123
7500,89.83992580481639,0.12161894887685776,0.5056437849998474,0.09572568535804749
15000,90.16719941161233,0.11485674977302551,0.48858457803726196,0.09280379116535187
20000,90.37175254337888,0.11082889139652252,0.4835614562034607,0.08689335733652115
25000,90.43327524170462,0.1106342151761055,0.4822642505168915,0.08398503810167313
30000,90.56454245175264,0.10618436336517334,0.4826003313064575,0.07955359667539597
31000,90.79329585997412,0.10275202989578247,0.47280392050743103,0.07497740536928177
32500,90.87068255766768,0.10122272372245789,0.4707622528076172,0.07291062921285629
35000,90.8210696132304,0.10111083835363388,0.4722048342227936,0.07520502060651779
