trajectory_id,horizon,alpha,windows,frame_rel_l2,frame_rmse,tke_contrib_rel_l2,tke_contrib_ratio,mvpe_probe_rel_l2,frame_rel_l2_improvement_vs_base,frame_rmse_improvement_vs_base,tke_contrib_rel_l2_improvement_vs_base,mvpe_probe_rel_l2_improvement_vs_base,tke_contrib_ratio_delta_vs_base
11400_10.h5,10,0.0,42,0.07617016528637868,0.007774127688251207,0.7281690707156662,0.8288112685086272,0.061365582147855875,0.0,0.0,0.0,0.0,0.0
11400_10.h5,10,0.5,42,0.07443768365560742,0.007597378855310648,0.7357309871223597,0.8625839376753733,0.06071814729694503,0.022744884749266503,0.02273551966578502,-0.010384836037132805,0.010550455617790777,0.03377266916674615
11400_10.h5,10,1.0,42,0.07375150164150306,0.007527375940911665,0.7540305607606543,0.9138691026395959,0.06059331536861461,0.03175342518664781,0.031740120208271216,-0.03551577660332472,0.01258468920543343,0.08505783413096868
11400_10.h5,11,0.0,42,0.07794031438441154,0.007955852477091487,0.7378524943262699,0.8273194088047456,0.06437946945751258,0.0,0.0,0.0,0.0,0.0
11400_10.h5,11,0.5,42,0.07632561575421003,0.0077909921159789,0.7454907779791344,0.8575662468513928,0.06430796435112371,0.020717117232009308,0.020721897695727076,-0.010352046935667047,0.0011106818212607283,0.030246838046647184
11400_10.h5,11,1.0,42,0.07569257434155727,0.007726297339128741,0.7631623639863874,0.905194909223184,0.0646594306722809,0.028839247834800075,0.02885361922229457,-0.03430207237183347,-0.004348610156737598,0.07787550041843838
11400_10.h5,12,0.0,42,0.07992318343895115,0.008158614315689774,0.744309065075325,0.8229267503193041,0.06593222422226099,0.0,0.0,0.0,0.0,0.0
11400_10.h5,12,0.5,42,0.07820902965998654,0.007983703963129338,0.7469085199030568,0.8474004051023671,0.06593565703415531,0.021447516292615654,0.02143873282795916,-0.003492440102780048,-5.2065768064490925e-05,0.02447365478306307
11400_10.h5,12,1.0,42,0.07748694817561075,0.00791001224732614,0.7595936815603036,0.8923953914430307,0.0664844082507882,0.030482210023594747,0.030471114179959402,-0.02053530878793164,-0.008375025035797012,0.06946864112372664
11400_10.h5,13,0.0,42,0.08178225278841234,0.008348417460242279,0.7565239751214753,0.8081928128043223,0.06603911245267635,0.0,0.0,0.0,0.0,0.0
11400_10.h5,13,0.5,42,0.0800428211928575,0.008170924605285939,0.7560926390421062,0.8325543531028692,0.06645359124437708,0.021269059438300264,0.021260658777740193,0.0005701552013600564,-0.00627626229831213,0.02436154029854687
11400_10.h5,13,1.0,42,0.07945364274715366,0.008110810261102561,0.7689583655537335,0.88593032688434,0.0676703973612943,0.028473292943925976,0.028461346149887157,-0.01643621463584366,-0.024701799403905156,0.07773751408001772
11400_10.h5,14,0.0,42,0.08388584106440374,0.00856475767623627,0.7517394992532429,0.8161148076202461,0.06870534429251196,0.0,0.0,0.0,0.0,0.0
11400_10.h5,14,0.5,42,0.08202262600648492,0.008374662486866073,0.7540451478637568,0.8429589809343273,0.0690183481161864,0.022211317598738956,0.022195045856070572,-0.0030670845589519935,-0.004555742015378561,0.026844173314081177
11400_10.h5,14,1.0,42,0.0812944559996639,0.008300451145568643,0.7703526278202231,0.8971716284369975,0.0698258323480393,0.030891805242201587,0.030859779185693714,-0.02476007790660195,-0.01630860112943866,0.08105682081675136
11400_10.h5,15,0.0,42,0.08974083759259929,0.009160578043281601,0.7949720666197823,0.9760788823926977,0.08205420191995468,0.0,0.0,0.0,0.0,0.0
11400_10.h5,15,0.5,42,0.08503489905963517,0.008680829174537334,0.7676214274540882,0.9004610601882284,0.0748865058629159,0.05243920893994658,0.05237102576688568,0.03440452855405196,0.08735318715342566,-0.07561782220446933
11400_10.h5,15,1.0,42,0.08215567292040481,0.008387564838318193,0.755672955332003,0.8733109539709174,0.07029296841667791,0.08452299839933763,0.0843847627639982,0.049434581336774475,0.14333493261868602,-0.10276792842178029
11400_10.h5,16,0.0,42,0.0950833613184052,0.009706224052526248,0.8240098214825218,1.106730859525959,0.08557197639911428,0.0,0.0,0.0,0.0,0.0
11400_10.h5,16,0.5,42,0.08661895025582976,0.00884280154876373,0.7585589365805686,0.9017711502983004,0.07401342827613547,0.08902094904102831,0.0889555504890488,0.07942973881573023,0.13507398811345495,-0.20495970922765872
11400_10.h5,16,1.0,42,0.08213971172086112,0.008386544238943852,0.7333912869913787,0.8159593387933745,0.06745881843517705,0.1361294911966746,0.1359622244902664,0.10997263883105945,0.2116716093999753,-0.2907715207325846
11400_10.h5,17,0.0,42,0.09451498038499632,0.009651120033971379,0.7676137218911796,0.974417160284426,0.07935677507114855,0.0,0.0,0.0,0.0,0.0
11400_10.h5,17,0.5,42,0.0856622291879877,0.008747867386812666,0.7288745418174759,0.7663913938737762,0.06836456651845738,0.09366505881869647,0.09359044794586702,0.050467023932638244,0.13851632129501157,-0.20802576641064985
11400_10.h5,17,1.0,42,0.08245211274452932,0.008421449326195098,0.7274856668388962,0.7155672988122378,0.06471134928629785,0.12762916091534116,0.1274122281608675,0.052276364931855945,0.18455167528821725,-0.25884986147218825
11400_10.h5,18,0.0,42,0.0929683114026846,0.009497831235351365,0.7596824431251328,0.7495156212073733,0.07194225194300534,0.0,0.0,0.0,0.0,0.0
11400_10.h5,18,0.5,42,0.08639786351861943,0.008826441221759492,0.7416302477764233,0.6296190912056735,0.06675506625362784,0.07067405855749942,0.07068877062091072,0.023762817624753185,0.07210207561318671,-0.11989653000169975
11400_10.h5,18,1.0,42,0.08444169637183466,0.008626635470806467,0.7332720065343373,0.6293892827005224,0.06658565369931335,0.09171528343585389,0.09172575748685308,0.03476510064145999,0.07445691647150043,-0.12012633850685084
11400_10.h5,19,0.0,42,0.103961763149112,0.010624776153663643,0.8138967599910619,0.9106726242174351,0.09132021665085788,0.0,0.0,0.0,0.0,0.0
11400_10.h5,19,0.5,42,0.0945127955884583,0.009658255878930086,0.7719998048112492,0.7140159828713109,0.08213700615763922,0.0908888737015846,0.09096853060761012,0.051476989760068426,0.10056054212320342,-0.19665664134612426
11400_10.h5,19,1.0,42,0.09135998976071719,0.009335041288610155,0.7449517192775083,0.6957691113041233,0.07885277801330208,0.12121546428873209,0.12138936824647928,0.08470981100147246,0.13652440932353693,-0.21490351291331178
11400_10.h5,20,0.0,42,0.14935083270405486,0.01526340695121391,1.4256713614474066,2.066190722178625,0.17526097995428452,0.0,0.0,0.0,0.0,0.0
