step,rel_l2_raw,tke_raw,mvpe_raw,final_est,best_alpha
0,0.0804204195737838,0.449158251285553,0.071116916835308,,
1000,0.08222794905304909,0.4704368576407433,0.07360423328354955,81.58176941243072,1.0
2000,0.08174095787107945,0.472523957490921,0.0736480881460011,81.582646755411,1.0
3000,0.08123486023396254,0.46102802380919455,0.07260326752439142,81.7162252596077,1.0
4000,0.08044543489813805,0.45450066328048705,0.07148857172578574,81.82011897099558,1.0
5000,0.08036656491458416,0.45096388533711435,0.07123890658840537,81.85733290541046,1.0
