split,update,windows,base_rel_l2,base_tke,base_mvpe,base_point,final_rel_l2,final_tke,final_mvpe,final_point
aoa10_holdout_diagnostic,0,756,0.10284760594367981,0.4978812336921692,0.09939276427030563,90.1475424212072,0.0944836363196373,0.4978812336921692,0.09716210514307022,90.30791983629291
aoa10_holdout_diagnostic,1000,756,0.10153103619813919,0.4928726255893707,0.09844529628753662,90.23536491002987,0.09302996844053268,0.4928726255893707,0.09489497542381287,90.41805232860965
aoa10_holdout_diagnostic,2000,756,0.10135815292596817,0.4914190173149109,0.09776527434587479,90.26387643799103,0.09263932704925537,0.4914190173149109,0.09380140900611877,90.45622222645677
aoa10_holdout_diagnostic,3000,756,0.10152091085910797,0.4961831569671631,0.09902410954236984,90.1912897432041,0.09255886822938919,0.4961831569671631,0.09455373883247375,90.39494024846879
aoa10_holdout_diagnostic,4000,756,0.10115069150924683,0.4946473240852356,0.09832649677991867,90.22388100601466,0.09247621148824692,0.4946473240852356,0.09416646510362625,90.41852725882603
aoa10_holdout_diagnostic,5000,756,0.10097135603427887,0.49438396096229553,0.09819339215755463,90.23142638628214,0.0922560915350914,0.49438396096229553,0.09396233409643173,90.42780414412057
aoa10_holdout_diagnostic,6000,756,0.10108702629804611,0.4941604435443878,0.09809841215610504,90.23351300813071,0.09227041155099869,0.4941604435443878,0.09380372613668442,90.43239294171313
