experiment,trajectory,windows,rel_l2_raw,tke_raw,mvpe_raw
A_fixed_stride20,10125_0.h5,29,0.04188542813062668,0.4276282489299774,0.029530636966228485
A_fixed_stride20,10125_15.h5,42,0.08723699301481247,0.48009437322616577,0.08430329710245132
A_fixed_stride20,11400_5.h5,42,0.04283000901341438,0.5152274370193481,0.03139771893620491
A_fixed_stride20,19050_0.h5,42,0.049193501472473145,0.5172364115715027,0.031154116615653038
A_fixed_stride20,20325_10.h5,42,0.07766415923833847,0.5172749757766724,0.07090748101472855
A_fixed_stride20,20325_20.h5,42,0.10298989713191986,0.45664113759994507,0.0977708250284195
A_fixed_stride20,21600_15.h5,42,0.09959734231233597,0.4880092144012451,0.09045325219631195
A_fixed_stride20,21600_5.h5,23,0.04585953801870346,0.5223963260650635,0.027481021359562874
A_fixed_stride20,22875_15.h5,42,0.10492159426212311,0.5285550355911255,0.07602576911449432
A_fixed_stride20,25425_20.h5,42,0.1309492588043213,0.5857092142105103,0.13870705664157867
A_fixed_stride20,26700_10.h5,42,0.10479476302862167,0.5498690605163574,0.08868296444416046
A_fixed_stride20,3750_0.h5,42,0.048708319664001465,0.3546326756477356,0.048493724316358566
A_fixed_stride20,6300_0.h5,42,0.04746312275528908,0.2088569700717926,0.036520250141620636
A_fixed_stride20,6300_20.h5,42,0.10783947259187698,0.5274457335472107,0.11177804321050644
A_fixed_stride20,7575_20.h5,42,0.11174124479293823,0.5215888023376465,0.11221753805875778
A_fixed_stride20,8850_20.h5,42,0.11075230687856674,0.5355570912361145,0.10854824632406235
