experiment,horizon,frame_rel_l2,frame_rmse,tke_contrib_rel_l2,tke_contrib_ratio,mvpe_probe_rel_l2,windows,trajectories
residual_22k,1,0.040759600709045704,0.005606632263483536,0.6520299684437652,1.1923776416961247,0.06148629326979868,491,12
residual_22k,2,0.049286249796052235,0.006591763945278324,0.665865710348247,1.0921783502001268,0.07286119775615182,491,12
residual_22k,3,0.05686539238875228,0.007512429471699358,0.6662634729349293,0.9514340340660048,0.08524283597869006,491,12
residual_22k,4,0.06376170647281676,0.008355850962188384,0.6823268487281566,0.7916940424294713,0.09530350392462192,491,12
residual_22k,5,0.06736986434084415,0.008819089792065565,0.7048338271708631,0.7199423603773012,0.0998529817521615,491,12
residual_22k,6,0.07023884989094883,0.00918070258616098,0.7248956519477366,0.6786583828909627,0.1035209969634418,491,12
residual_22k,7,0.0730969698986332,0.009547312266494483,0.7438991930774685,0.6505939246781121,0.10724050914699361,491,12
residual_22k,8,0.07560626090168708,0.0098569939622367,0.7607516494608672,0.6262778023038695,0.1105335445038259,491,12
residual_22k,9,0.07756782080181449,0.010078533581555875,0.7677533888492359,0.6020941333578735,0.11264769484645258,491,12
residual_22k,10,0.07947540164525578,0.010298133548912168,0.7786651459475379,0.58409659122486,0.11429201431037062,491,12
residual_22k,11,0.08115454443691453,0.010484474884556602,0.7819022868531923,0.5691161376591479,0.11626784112885784,491,12
residual_22k,12,0.08256541988620437,0.01062151390390232,0.7805696817937536,0.5587684178088228,0.11807950195900091,491,12
residual_22k,13,0.08385747602832015,0.010752615143205548,0.7792929369355853,0.5508498838196414,0.11853283565913138,491,12
residual_22k,14,0.0852824566365438,0.010901299045659113,0.7730580998480967,0.5468913609786036,0.12040899291788393,491,12
residual_22k,15,0.08663869567440069,0.011020645479427793,0.7647469247818932,0.5459120385675571,0.12132275299149323,491,12
residual_22k,16,0.08770997945849424,0.011103790627608303,0.754466377401833,0.5534639841969191,0.12166969960622936,491,12
residual_22k,17,0.08937304058531188,0.011288723240719995,0.7524793581984377,0.5733981786588835,0.12299360161115465,491,12
residual_22k,18,0.09215434621677837,0.011688070152357654,0.7681819474110603,0.6164530239887117,0.12500266334895518,491,12
residual_22k,19,0.09769432652746138,0.01259460939516886,0.800127472326866,0.6848636305056555,0.1323001270087978,491,12
residual_22k,20,0.1081002431089376,0.014338952637498768,0.8434713467969591,0.8304592142770747,0.15051663073264504,491,12
