beta,rel_l2_raw,tke_raw,mvpe_raw,delta_rel_l2_pct_vs_current80,delta_tke_pct_vs_current80,delta_mvpe_pct_vs_current80,gate_pass,final_est,sps_score,time_score
0.5,0.08067440334707499,0.43581644743680953,0.07084117708727718,0.31582000521408216,-2.9704015924359317,-0.3877273654445029,False,81.96174670433842,48.456459331512455,86.54248999999716
0.65,0.08077066689729691,0.4319796904921532,0.07078295163810253,0.43552038819157113,-3.824612092560336,-0.46960021900125776,True,81.98481375474917,48.44399018287659,86.54248999999716
0.8,0.08087802827358245,0.42825861647725105,0.07073999345302581,0.5690205326257134,-4.653067097951397,-0.5300052351188655,False,82.00586253237924,48.426168453693386,86.54248999999716
1.0,0.08104590959846973,0.42354297637939453,0.07072214800864458,0.7777751322373844,-5.70295098283155,-0.5550983426034813,False,82.02973404346665,48.39218732118607,86.54248999999716
