window,rms,norm,relative_to_global_output
37,0.0005707898526452482,0.0008072187774814665,0.014042205177247524
38,0.0005706387455575168,0.0008070050971582532,0.013873755931854248
39,0.0005708456155844033,0.0008072976488620043,0.013735122047364712
40,0.0005709777469746768,0.0008074845536611974,0.013724137097597122
41,0.0005710273399017751,0.0008075545774772763,0.013676617294549942
42,0.0005711257690563798,0.0008076938102021813,0.013659262098371983
43,0.0005704998620785773,0.0008068086463026702,0.01384133193641901
44,0.0005701723857782781,0.0008063454297371209,0.0139262480661273
45,0.0005704625509679317,0.0008067558519542217,0.01388542726635933
46,0.0005698224995285273,0.0008058507228270173,0.0138844670727849
47,0.000570325821172446,0.0008065624861046672,0.013817680068314075
48,0.0005708973621949553,0.0008073708740994334,0.013782894238829613
49,0.0005707554519176483,0.000807170057669282,0.013896212913095951
50,0.0005699407192878425,0.0008060179534368217,0.01395320426672697
51,0.0005707874661311507,0.0008072153432294726,0.013864908367395401
52,0.0005706720403395593,0.0008070521289482713,0.013796611689031124
53,0.000571429671254009,0.0008081235573627055,0.013769334182143211
54,0.0005714342114515603,0.0008081300184130669,0.01367662288248539
55,0.0005715886945836246,0.0008083484717644751,0.01377256028354168
56,0.0005711393896490335,0.0008077130769379437,0.013897138647735119
57,0.0005706394440494478,0.0008070060866884887,0.013895111158490181
58,0.0005707395612262189,0.0008071476477198303,0.013990627601742744
59,0.0005714272847399116,0.0008081202395260334,0.013983120210468769
60,0.0005714452709071338,0.0008081456762738526,0.013886293396353722
61,0.0005714956787414849,0.0008082169224508107,0.013916589319705963
62,0.0005710249533876777,0.0008075512014329433,0.013939833268523216
63,0.0005711181438528001,0.0008076829835772514,0.01392762828618288
64,0.0005705061485059559,0.00080681755207479,0.013948040083050728
65,0.0005706818192265928,0.0008070660405792296,0.013953212648630142
66,0.0005704709910787642,0.000806767784524709,0.013940288685262203
67,0.00057039107196033,0.000806654803454876,0.013936862349510193
68,0.0005703503265976906,0.0008065971778705716,0.01393849216401577
69,0.0005703233182430267,0.0008065589354373515,0.01387946680188179
70,0.0005701147019863129,0.0008062638808041811,0.013870437629520893
71,0.002667896216735244,0.003772974945604801,0.011437701992690563
72,0.0027106120251119137,0.0038333842530846596,0.011555906385183334
73,0.0026962568517774343,0.0038130830507725477,0.011534509249031544
74,0.002676482079550624,0.0037851170636713505,0.011521967127919197
75,0.002690332243219018,0.003804704174399376,0.011544332839548588
76,0.0026832183357328176,0.003794643562287092,0.011495410464704037
77,0.0027068760246038437,0.0038281006272882223,0.01153563056141138
78,0.002707595005631447,0.003829117864370346,0.011525299400091171
79,0.0027176635339856148,0.003843356855213642,0.01158437505364418
80,0.0027256677858531475,0.0038546761497855186,0.011536605656147003
81,0.0027107682544738054,0.0038336054421961308,0.011557119898498058
82,0.0027054802048951387,0.003826126689091325,0.01151690911501646
83,0.00269535300321877,0.003811804810538888,0.01156114973127842
84,0.002707097912207246,0.0038284147158265114,0.011569426394999027
85,0.0027066480834037066,0.003827778622508049,0.011569252237677574
86,0.0026872747112065554,0.00380038027651608,0.0115251699462533
87,0.0026956750079989433,0.0038122604601085186,0.011546009220182896
88,0.00267616449855268,0.003784668166190386,0.01149811316281557
89,0.0027085929177701473,0.003830529050901532,0.011529991403222084
90,0.0027126758359372616,0.003836302785202861,0.011558698490262032
91,0.002724983496591449,0.003853708738461137,0.011551988311111927
92,0.0027394923381507397,0.0038742271717637777,0.01156250573694706
93,0.0027440907433629036,0.003880730364471674,0.011583766900002956
94,0.0027370359748601913,0.003870753338560462,0.01161228772252798
