step,rel_l2_raw,tke_raw,mvpe_raw,final_est,best_alpha
0,0.0804204195737838,0.449158251285553,0.071116916835308,,
2500,0.08250881098210812,0.47958763837814333,0.07505246661603451,81.46034929838667,1.0
5000,0.08234525751322508,0.47848782390356065,0.07481825761497021,81.49565549932173,1.0
7500,0.08247977029532194,0.46257195323705674,0.07417281521484256,81.62739845196784,1.0
10000,0.08176466226577758,0.4694759398698807,0.07328282864764332,81.61540566021388,1.0
12500,0.08110098969191312,0.46252661645412446,0.07243211567401886,81.70645434213888,1.0
15000,0.0808849336579442,0.4545191667973995,0.07197292475029826,81.78313742521132,1.0
17500,0.08049869239330291,0.45165970623493196,0.07131111063063145,81.83867838535518,1.0
20000,0.0803767004981637,0.45278576090931894,0.07124874144792556,81.83599817710065,1.0
