backbone_update,alpha,rel_l2,tke,mvpe,fluctuation_energy,target_fluctuation_energy,fluctuation_energy_ratio,h19_fraction,h20_fraction,h19_h20_fraction,full_delta_rms,delta_to_base_rms,rel_l2_improvement_vs_base,tke_improvement_vs_base,mvpe_improvement_vs_base
30000,0.0,0.10598938167095184,0.4743732810020447,0.09033749252557755,0.00014746811893014112,0.000169071332566219,0.8722242658872006,0.08671674932903203,0.16433546345108851,0.2510522127801206,0.006109075326512015,0.04457712570226281,0.0,0.0,0.0
30000,0.5,0.09560380131006241,0.4902152121067047,0.07993628084659576,0.00013033033338074457,0.000169071332566219,0.7708600352439937,0.08014295284176226,0.13887131591079108,0.21901426875255334,0.006109075326512015,0.04457712570226281,0.09798698885829782,-0.03339549620331961,0.11513726347935604
30000,1.0,0.0909484252333641,0.504334032535553,0.07516219466924667,0.00012662524038409848,0.000169071332566219,0.7489456578009998,0.07713156940785398,0.11251426921639657,0.18964583862425055,0.006109075326512015,0.04457712570226281,0.14191003099049082,-0.06315859837261617,0.16798449272913174
32500,0.0,0.09993461519479752,0.4692927300930023,0.07577798515558243,0.00014774802734899897,0.000169071332566219,0.8738798299299588,0.07871619200878477,0.15903145789277628,0.23774764990156105,0.005195084714207683,0.03737736788347282,0.0,0.0,0.0
32500,0.5,0.09295934438705444,0.4856766164302826,0.07391254603862762,0.00013212508896811776,0.000169071332566219,0.7814754101874085,0.0776576522374261,0.1362205523258606,0.2138782045632867,0.005195084714207683,0.03737736788347282,0.06979834558972908,-0.034911869046071464,0.024617164379929113
32500,1.0,0.08972189575433731,0.49859240651130676,0.0733211562037468,0.0001284732209320593,0.000169071332566219,0.7598758404636167,0.0782160649299344,0.11401633200653227,0.19223239693646665,0.005195084714207683,0.03737736788347282,0.10219401376142856,-0.0624336891229873,0.03242140770556823
