label,checkpoint,checkpoint_iteration,rel_l2_raw,tke_raw,mvpe_raw,mean_field_rel_l2,fluctuation_rel_l2,tke_energy_ratio,correction_help_fraction,delta_rms,delta_rel_l2_raw_pct_vs_baseline,delta_tke_raw_pct_vs_baseline,delta_mvpe_raw_pct_vs_baseline,delta_mean_field_rel_l2_pct_vs_baseline,delta_fluctuation_rel_l2_pct_vs_baseline
init,/hy-tmp/realpde_runs/trajectory_sampling_screen_20260923_v1/A_fixed_stride20/model_init.pth,0,0.0979706197977066,0.7003257870674133,0.08762361109256744,0.05679595599742421,0.890756818000557,0.4530953859938349,0.0,0.0,16.56644150133858,44.83677580330086,14.867283276265837,19.952377685812085,16.204428322400773
control_best,/hy-tmp/realpde_runs/trajectory_sampling_screen_20260923_v1/A_fixed_stride20/model_best.pth,5000,0.08404701948165894,0.48352760076522827,0.07628247886896133,0.047348752668873804,0.7665429388389116,0.6482020458718981,0.698582649230957,0.00600555011589334,0.0,0.0,0.0,-2.4060439657732763e-06,2.461157746270724e-06
control_final,/hy-tmp/realpde_runs/trajectory_sampling_screen_20260923_v1/A_fixed_stride20/model_final.pth,5004,0.08404701948165894,0.48352760076522827,0.07628247886896133,0.04734875380810564,0.7665429199730811,0.6482020357419203,0.6985831451416016,0.006005550255409285,0.0,0.0,0.0,0.0,0.0
candidate_best,/hy-tmp/realpde_runs/trajectory_sampling_screen_20260923_v1/B_stratified_random_start/model_best.pth,5004,0.08415310084819794,0.48843804001808167,0.07654543220996857,0.04749589935164124,0.7667167894601141,0.638621412664686,0.6987140655517579,0.00588636566642134,0.12621669060156374,1.0155447682990915,0.3447100106158533,0.3107696226429721,0.022682289863054768
candidate_final,/hy-tmp/realpde_runs/trajectory_sampling_screen_20260923_v1/B_stratified_random_start/model_final.pth,5004,0.08415310084819794,0.48843804001808167,0.07654543220996857,0.04749589935164124,0.7667167894601141,0.638621412664686,0.6987140655517579,0.00588636566642134,0.12621669060156374,1.0155447682990915,0.3447100106158533,0.3107696226429721,0.022682289863054768
