experiment,horizon,frame_rel_l2,u_rmse,v_rmse,velocity_rmse,tke_contrib_rel_l2,tke_contrib_ratio,base_frame_rel_l2,delta_rms,correction_help_fraction,base_tke_contrib_rel_l2
A1_aoa_meanfield,1,0.03924483830655795,0.008194994720019862,0.003687363289032244,0.006354312963903183,0.5641758171069696,1.0577043252359415,0.08120487846142334,0.009419938096144819,0.85748291015625,0.7781264523276497
A1_aoa_meanfield,2,0.0496815913470447,0.010544253632218042,0.004226891983401676,0.008032680141144945,0.5865037569503487,1.0034042476090381,0.08086436354281422,0.008470914945455097,0.8075454711914063,0.7621498185578108
A1_aoa_meanfield,3,0.05797383412710384,0.012462049596766315,0.004772773840683706,0.009436155209792232,0.5972911657989888,0.9123355049424332,0.08405429185821359,0.007749041308912374,0.7747825622558594,0.7888419475159265
A1_aoa_meanfield,4,0.06542302585657982,0.01416168606019145,0.005293058818143201,0.010690412146398855,0.6213839931994695,0.8123033584940533,0.08684397467519014,0.006905911160742719,0.7439308166503906,0.8046276515994741
A1_aoa_meanfield,5,0.06900648634983855,0.014906539820421663,0.005672578845207387,0.01127792268489439,0.6426646275494672,0.7540867904632546,0.08804911097902446,0.00666034082061063,0.7267425537109375,0.8102252572514604
A1_aoa_meanfield,6,0.07193734451864173,0.015408555366386226,0.005996456318306222,0.01169147268004216,0.6620683754238319,0.7235613442999445,0.08717273867311244,0.006348774818350263,0.7016716003417969,0.7896370695236615
A1_aoa_meanfield,7,0.07461363349536283,0.01590416057764728,0.006252932860270145,0.012083904440093775,0.684604342747659,0.6951813890564884,0.08894695139754252,0.006319698380931069,0.6956016540527343,0.8015581605000094
A1_aoa_meanfield,8,0.07701796294022378,0.01635628259006451,0.006475053542307074,0.012438936822369321,0.7055377895189153,0.6712019449502774,0.09116042059228917,0.006304349122148227,0.6895278930664063,0.8149502614136939
A1_aoa_meanfield,9,0.07898406649610126,0.016688004536110346,0.006664185599390725,0.012706314672247934,0.7222550033889475,0.6531940863791275,0.09276502574918523,0.006270072622172442,0.6878936767578125,0.825051002858746
A1_aoa_meanfield,10,0.08084882278953111,0.017033203551352235,0.006853455486793076,0.012982678370260362,0.7349828112336956,0.6337592830828044,0.094480688719321,0.006229236397540549,0.6856346130371094,0.8330913128615738
A1_aoa_meanfield,11,0.08260241479660117,0.017369084450625776,0.007077190351433316,0.013262196611485425,0.7361635117465921,0.616954614588116,0.09620637502389366,0.006226251025280618,0.6836639404296875,0.8351004130984769
A1_aoa_meanfield,12,0.08436633702777349,0.017674529161731088,0.007333251854151803,0.013530808620428115,0.7307257477975819,0.5952826490559677,0.09806324690381958,0.006248260627026048,0.6818489074707031,0.834428308668057
A1_aoa_meanfield,13,0.086234337211537,0.01800082577836732,0.007590618502732902,0.013813891883845849,0.7233630936656752,0.5756550348433406,0.09990767134829234,0.006305232884867537,0.6782707214355469,0.8349659599892302
A1_aoa_meanfield,14,0.0878991401098157,0.018231657326769266,0.007879545716712979,0.014044226030339111,0.7131469688362341,0.5575824105796938,0.10214990092201628,0.006434458164892143,0.6786415100097656,0.8341810863202301
A1_aoa_meanfield,15,0.08957380416976267,0.01846134052319005,0.008135701697417246,0.014265530765143947,0.7050085548924718,0.5398787233972577,0.10459332204015155,0.006584497771143197,0.6886222839355469,0.8329068264255955
A1_aoa_meanfield,16,0.091208702920192,0.018704455962412915,0.008395833190574142,0.014497356445466025,0.6999030323083335,0.5220955043607718,0.10756152724579704,0.006854408958759479,0.6944572448730468,0.8540594267635402
A1_aoa_meanfield,17,0.09297141601474684,0.01902958979940087,0.008645026226301906,0.014779407403324896,0.7019055438605708,0.49716528047802533,0.11009646199974377,0.006948779143680732,0.7034797668457031,0.8586009544902934
A1_aoa_meanfield,18,0.09495317663279251,0.019382218100817236,0.008849324653221883,0.015066202662346075,0.7111579222176861,0.46437505434485776,0.11308499102662592,0.007049305589438237,0.7079910278320313,0.8730301859631624
A1_aoa_meanfield,19,0.09726159829168393,0.019842148021558394,0.009038979256348886,0.01541774925380062,0.7242314556194945,0.4306562789814152,0.11556954168954672,0.0071208081921548495,0.707452392578125,0.872718832773454
A1_aoa_meanfield,20,0.09981594235449062,0.020351054803159203,0.009277507842733646,0.01581514437767126,0.7406159021972658,0.39524853954169714,0.1168886060764092,0.007240719133596815,0.7005226135253906,0.8888393076736018
