experiment,trajectory,window_start,horizon,rel_l2,mvpe,velocity_squared_error,pred_speed_mean,target_speed_mean
LOSS-E0-best,10125_0.h5,20,14,0.10592072457075119,0.06099073588848114,0.00019258560496382415,0.12006616592407227,0.11941280215978622
LOSS-E0-best,10125_0.h5,20,15,0.10624372959136963,0.06251319497823715,0.00019405290368013084,0.12090504169464111,0.119522824883461
LOSS-E0-best,10125_0.h5,20,16,0.1097603291273117,0.06337853521108627,0.00020709511591121554,0.12095020711421967,0.11952769756317139
LOSS-E0-best,10125_0.h5,20,17,0.10911334306001663,0.06060098111629486,0.00020466058049350977,0.1194988340139389,0.11952409148216248
LOSS-E0-best,10125_0.h5,20,18,0.10987390577793121,0.057385578751564026,0.00020764533837791532,0.12092087417840958,0.1195594072341919
LOSS-E0-best,10125_0.h5,20,19,0.1165923997759819,0.061705563217401505,0.0002339073980692774,0.12324811518192291,0.11956825852394104
LOSS-E0-best,10125_0.h5,20,20,0.1413944959640503,0.07539675384759903,0.0003446226182859391,0.12335366010665894,0.11970822513103485
LOSS-E0-best,10125_0.h5,40,1,0.11828284710645676,0.07482601702213287,0.0002414211630821228,0.12171545624732971,0.11977148801088333
LOSS-E0-best,10125_0.h5,40,2,0.10924351215362549,0.06339156627655029,0.00020624621538445354,0.12243210524320602,0.11987501382827759
LOSS-E0-best,10125_0.h5,40,3,0.10318765789270401,0.058625154197216034,0.0001843930804170668,0.11980020999908447,0.12002182006835938
LOSS-E0-best,10125_0.h5,40,4,0.10480224341154099,0.05177079513669014,0.000190216233022511,0.12033063173294067,0.12008395045995712
LOSS-E0-best,10125_0.h5,40,5,0.10375595837831497,0.05404405668377876,0.00018642476061359048,0.11948778480291367,0.12015112489461899
LOSS-E0-best,10125_0.h5,40,6,0.10338222235441208,0.05530158430337906,0.0001849164254963398,0.12126541882753372,0.12013980001211166
LOSS-E0-best,10125_0.h5,40,7,0.10495931655168533,0.055210184305906296,0.00019040153711102903,0.1204845979809761,0.12008997797966003
LOSS-E0-best,10125_0.h5,40,8,0.10708769410848618,0.05830783396959305,0.0001983439433388412,0.12064805626869202,0.1200784221291542
LOSS-E0-best,10125_0.h5,40,9,0.10727399587631226,0.05810194090008736,0.0001989466545637697,0.12011422216892242,0.11997249722480774
LOSS-E0-best,10125_0.h5,40,10,0.10792761296033859,0.057690106332302094,0.00020115837105549872,0.12041343748569489,0.11988379061222076
LOSS-E0-best,10125_0.h5,40,11,0.10834617912769318,0.059229776263237,0.00020267179934307933,0.12125632166862488,0.11984444409608841
LOSS-E0-best,10125_0.h5,40,12,0.10853547602891922,0.061046063899993896,0.0002029749157372862,0.12151625752449036,0.11972890049219131
LOSS-E0-best,10125_0.h5,40,13,0.10894787311553955,0.06254157423973083,0.00020426121773198247,0.12131990492343903,0.11964138597249985
LOSS-E0-best,10125_0.h5,40,14,0.11069216579198837,0.06687290966510773,0.0002106874599121511,0.1216568797826767,0.11955514550209045
LOSS-E0-best,10125_0.h5,40,15,0.11319724470376968,0.07064604014158249,0.00021974838455207646,0.12242473661899567,0.11934962123632431
