experiment,trajectory,window_start,horizon,rel_l2,mvpe,velocity_squared_error,pred_speed_mean,target_speed_mean
LOSS-E0-best,11400_10.h5,160,10,0.1249600201845169,0.06639614701271057,0.00033178491867147386,0.13190621137619019,0.13212990760803223
LOSS-E0-best,11400_10.h5,160,11,0.1261356770992279,0.06813730299472809,0.0003396532265469432,0.13249018788337708,0.1324351280927658
LOSS-E0-best,11400_10.h5,160,12,0.12547582387924194,0.0675799623131752,0.00033658352913334966,0.13258475065231323,0.13243848085403442
LOSS-E0-best,11400_10.h5,160,13,0.12692086398601532,0.06842508167028427,0.0003462047316133976,0.1324678659439087,0.13277685642242432
LOSS-E0-best,11400_10.h5,160,14,0.12543214857578278,0.06841669976711273,0.0003382891009096056,0.13281920552253723,0.13265757262706757
LOSS-E0-best,11400_10.h5,160,15,0.1245814636349678,0.06654061377048492,0.0003339372924529016,0.13348838686943054,0.13264158368110657
LOSS-E0-best,11400_10.h5,160,16,0.12475727498531342,0.06152965500950813,0.0003359452821314335,0.13341593742370605,0.13288982212543488
LOSS-E0-best,11400_10.h5,160,17,0.12298354506492615,0.059770043939352036,0.00032788608223199844,0.1320173740386963,0.1332981288433075
LOSS-E0-best,11400_10.h5,160,18,0.13083459436893463,0.06089019402861595,0.0003730195458047092,0.1328759491443634,0.13383254408836365
LOSS-E0-best,11400_10.h5,160,19,0.1389617621898651,0.06835374236106873,0.00042180821765214205,0.13388943672180176,0.13400354981422424
LOSS-E0-best,11400_10.h5,160,20,0.2003173977136612,0.10089020431041718,0.0008803665405139327,0.13724012672901154,0.13437417149543762
LOSS-E0-best,11400_10.h5,180,1,0.14748241007328033,0.09065008163452148,0.00047677045222371817,0.13553765416145325,0.13425450026988983
LOSS-E0-best,11400_10.h5,180,2,0.12472103536128998,0.07272953540086746,0.00034044624771922827,0.13660253584384918,0.13414230942726135
LOSS-E0-best,11400_10.h5,180,3,0.11357229948043823,0.07027381658554077,0.0002817222266457975,0.13097995519638062,0.13400791585445404
LOSS-E0-best,11400_10.h5,180,4,0.11501598358154297,0.0594649501144886,0.0002882327535189688,0.13117167353630066,0.1337842345237732
LOSS-E0-best,11400_10.h5,180,5,0.1164228543639183,0.06261788308620453,0.0002953210787381977,0.13082382082939148,0.13382403552532196
LOSS-E0-best,11400_10.h5,180,6,0.11455430090427399,0.05889183655381203,0.00028600043151527643,0.13332867622375488,0.1338910460472107
LOSS-E0-best,11400_10.h5,180,7,0.11902818083763123,0.05922626331448555,0.0003093091072514653,0.13320612907409668,0.13406586647033691
LOSS-E0-best,11400_10.h5,180,8,0.1210024356842041,0.06052875518798828,0.0003192216099705547,0.13420674204826355,0.13401466608047485
LOSS-E0-best,11400_10.h5,180,9,0.12237177789211273,0.06103629246354103,0.00032560189720243216,0.13358764350414276,0.13377666473388672
LOSS-E0-best,11400_10.h5,180,10,0.11971504241228104,0.0599440261721611,0.0003109761164523661,0.13383427262306213,0.1336260735988617
LOSS-E0-best,11400_10.h5,180,11,0.11802761256694794,0.059873536229133606,0.0003013832028955221,0.1345718502998352,0.13337267935276031
LOSS-E0-best,11400_10.h5,180,12,0.11790964752435684,0.06047865003347397,0.0003004538011737168,0.1347375214099884,0.133323535323143
LOSS-E0-best,11400_10.h5,180,13,0.11782762408256531,0.06156506761908531,0.0003001670411322266,0.13466906547546387,0.13341453671455383
LOSS-E0-best,11400_10.h5,180,14,0.12004916369915009,0.06402851641178131,0.00031116080936044455,0.13495060801506042,0.13331112265586853
LOSS-E0-best,11400_10.h5,180,15,0.12349791824817657,0.0669495016336441,0.0003282280231360346,0.1358041614294052,0.13296253979206085
LOSS-E0-best,11400_10.h5,180,16,0.1249166876077652,0.06766626983880997,0.0003341658739373088,0.13604852557182312,0.1324804723262787
LOSS-E0-best,11400_10.h5,180,17,0.12382389605045319,0.06672512739896774,0.0003268252476118505,0.13514067232608795,0.1320585012435913
LOSS-E0-best,11400_10.h5,180,18,0.1288730651140213,0.06814810633659363,0.0003536582225933671,0.13604329526424408,0.13200469315052032
LOSS-E0-best,11400_10.h5,180,19,0.1373356133699417,0.07820608466863632,0.00040172465378418565,0.13688048720359802,0.13215458393096924
LOSS-E0-best,11400_10.h5,180,20,0.21155376732349396,0.11105703562498093,0.0009511450189165771,0.14019088447093964,0.13207599520683289
LOSS-E0-best,11400_10.h5,200,1,0.14701776206493378,0.09127938747406006,0.0004594686906784773,0.13616213202476501,0.13225772976875305
LOSS-E0-best,11400_10.h5,200,2,0.13631407916545868,0.08279147744178772,0.0003946569631807506,0.13802401721477509,0.13227032124996185
LOSS-E0-best,11400_10.h5,200,3,0.1248188316822052,0.06783746182918549,0.00033109626383520663,0.1333903819322586,0.13243089616298676
LOSS-E0-best,11400_10.h5,200,4,0.1316712647676468,0.06057489290833473,0.0003690686135087162,0.13417524099349976,0.13267278671264648
LOSS-E0-best,11400_10.h5,200,5,0.12981125712394714,0.06242779269814491,0.00035822083009406924,0.1335659772157669,0.1326531171798706
LOSS-E0-best,11400_10.h5,200,6,0.12991072237491608,0.0677807480096817,0.0003572260611690581,0.13545289635658264,0.13228729367256165
LOSS-E0-best,11400_10.h5,200,7,0.1310482621192932,0.06744155287742615,0.00036159390583634377,0.1349221020936966,0.13182567059993744
LOSS-E0-best,11400_10.h5,200,8,0.13614504039287567,0.07239852845668793,0.0003886752820108086,0.13567155599594116,0.1314772069454193
LOSS-E0-best,11400_10.h5,200,9,0.13731111586093903,0.0703819990158081,0.0003939357993658632,0.13471205532550812,0.13113537430763245
LOSS-E0-best,11400_10.h5,200,10,0.13777375221252441,0.07024684548377991,0.00039554203976877034,0.13452978432178497,0.1309596449136734
LOSS-E0-best,11400_10.h5,200,11,0.13763926923274994,0.07257089763879776,0.0003936952562071383,0.13483279943466187,0.13085785508155823
LOSS-E0-best,11400_10.h5,200,12,0.13505302369594574,0.07253281027078629,0.00037870847154408693,0.1346888542175293,0.13081783056259155
LOSS-E0-best,11400_10.h5,200,13,0.13417409360408783,0.07272842526435852,0.0003731297329068184,0.13432756066322327,0.13067859411239624
LOSS-E0-best,11400_10.h5,200,14,0.13495171070098877,0.07537674158811569,0.00037702859845012426,0.1343921422958374,0.13057944178581238
LOSS-E0-best,11400_10.h5,200,15,0.13679969310760498,0.07873501628637314,0.0003867990162689239,0.1348675936460495,0.1304037868976593
LOSS-E0-best,11400_10.h5,200,16,0.13913311064243317,0.0786871612071991,0.00039924579323269427,0.1345670223236084,0.1302311271429062
LOSS-E0-best,11400_10.h5,200,17,0.13742578029632568,0.07715930789709091,0.0003886747872456908,0.13310383260250092,0.13006433844566345
LOSS-E0-best,11400_10.h5,200,18,0.13985897600650787,0.08035708218812943,0.0004013116704300046,0.13393008708953857,0.12984402477741241
LOSS-E0-best,11400_10.h5,200,19,0.15581947565078735,0.0938623696565628,0.0004977117641828954,0.1351270228624344,0.12976497411727905
LOSS-E0-best,11400_10.h5,200,20,0.22475655376911163,0.12148697674274445,0.001036536879837513,0.13823677599430084,0.12980733811855316
LOSS-E0-best,11400_10.h5,220,1,0.15311002731323242,0.09066648781299591,0.0004810637910850346,0.13362085819244385,0.1297699213027954
LOSS-E0-best,11400_10.h5,220,2,0.14174441993236542,0.08410461246967316,0.00041232036892324686,0.13519825041294098,0.1297597736120224
LOSS-E0-best,11400_10.h5,220,3,0.1261502057313919,0.06798920780420303,0.00032675889087840915,0.13064679503440857,0.12987229228019714
LOSS-E0-best,11400_10.h5,220,4,0.13011355698108673,0.05956093594431877,0.0003470974916126579,0.1312822550535202,0.12976188957691193
LOSS-E0-best,11400_10.h5,220,5,0.12854048609733582,0.05748246982693672,0.00033845228608697653,0.13044527173042297,0.12963557243347168
LOSS-E0-best,11400_10.h5,220,6,0.13180211186408997,0.06334971636533737,0.0003564992221072316,0.132500559091568,0.12976323068141937
LOSS-E0-best,11400_10.h5,220,7,0.1341373771429062,0.06384680420160294,0.00036867347080260515,0.13216838240623474,0.1295928657054901
LOSS-E0-best,11400_10.h5,220,8,0.13834933936595917,0.06779008358716965,0.00039262481732293963,0.1329832822084427,0.12969258427619934
LOSS-E0-best,11400_10.h5,220,9,0.1395171731710434,0.0670635923743248,0.0004000051412731409,0.132139191031456,0.129876971244812
LOSS-E0-best,11400_10.h5,220,10,0.1404360830783844,0.06710878759622574,0.00040501588955521584,0.1321006417274475,0.129826158285141
LOSS-E0-best,11400_10.h5,220,11,0.1392780989408493,0.06790536642074585,0.00039872212801128626,0.13252118229866028,0.1299818456172943
LOSS-E0-best,11400_10.h5,220,12,0.13712188601493835,0.06831961870193481,0.00038575896178372204,0.13245518505573273,0.12984248995780945
LOSS-E0-best,11400_10.h5,220,13,0.13452750444412231,0.0677553042769432,0.0003710108867380768,0.1322265863418579,0.1298489272594452
LOSS-E0-best,11400_10.h5,220,14,0.13540087640285492,0.06940886378288269,0.0003758409293368459,0.132486492395401,0.12985773384571075
LOSS-E0-best,11400_10.h5,220,15,0.1394273042678833,0.07214561849832535,0.00039859709795564413,0.13307425379753113,0.12986214458942413
LOSS-E0-best,11400_10.h5,220,16,0.14477363228797913,0.07090342044830322,0.0004298356652725488,0.13272757828235626,0.12994199991226196
LOSS-E0-best,11400_10.h5,220,17,0.1447904258966446,0.06864969432353973,0.0004305291804485023,0.1309490203857422,0.1300806701183319
LOSS-E0-best,11400_10.h5,220,18,0.15246029198169708,0.0722915530204773,0.0004773956607095897,0.1316591203212738,0.13012146949768066
LOSS-E0-best,11400_10.h5,220,19,0.1621134877204895,0.08329762518405914,0.0005385893164202571,0.13313475251197815,0.12991169095039368
LOSS-E0-best,11400_10.h5,220,20,0.2346939593553543,0.1229158267378807,0.001129585551097989,0.13651597499847412,0.12989743053913116
LOSS-E0-best,11400_10.h5,240,1,0.1526770293712616,0.09584775567054749,0.0004767843638546765,0.1333044320344925,0.1296873837709427
LOSS-E0-best,11400_10.h5,240,2,0.1347658485174179,0.08474668860435486,0.000370512658264488,0.1340285837650299,0.12954410910606384
LOSS-E0-best,11400_10.h5,240,3,0.12251773476600647,0.06977390497922897,0.0003053892287425697,0.12906908988952637,0.12931180000305176
LOSS-E0-best,11400_10.h5,240,4,0.12541736662387848,0.05873432382941246,0.00031843833858147264,0.12951985001564026,0.12895998358726501
LOSS-E0-best,11400_10.h5,240,5,0.12847328186035156,0.06061307340860367,0.0003329333267174661,0.1290772557258606,0.12864479422569275
LOSS-E0-best,11400_10.h5,240,6,0.13046902418136597,0.06682740896940231,0.0003421820583753288,0.13151758909225464,0.12833835184574127
LOSS-E0-best,11400_10.h5,240,7,0.13531678915023804,0.06833158433437347,0.0003680125519167632,0.13118544220924377,0.12843480706214905
LOSS-E0-best,11400_10.h5,240,8,0.14238344132900238,0.07469526678323746,0.00040667183930054307,0.1318986862897873,0.1283831000328064
LOSS-E0-best,11400_10.h5,240,9,0.1445624977350235,0.07550640404224396,0.00041928060818463564,0.13121604919433594,0.12844812870025635
LOSS-E0-best,11400_10.h5,240,10,0.14710645377635956,0.07949277013540268,0.000433321634773165,0.13139566779136658,0.12831413745880127
LOSS-E0-best,11400_10.h5,240,11,0.15136447548866272,0.08449116349220276,0.00045754224993288517,0.13209481537342072,0.12806539237499237
LOSS-E0-best,11400_10.h5,240,12,0.1523597538471222,0.0857173278927803,0.00046240774099715054,0.13229814171791077,0.1278199553489685
LOSS-E0-best,11400_10.h5,240,13,0.15249887108802795,0.08531539887189865,0.00046112315612845123,0.13225308060646057,0.12746918201446533
LOSS-E0-best,11400_10.h5,240,14,0.15312780439853668,0.0857987105846405,0.00046386662870645523,0.13257205486297607,0.12736067175865173
LOSS-E0-best,11400_10.h5,240,15,0.15232017636299133,0.08622997999191284,0.0004580895183607936,0.13323147594928741,0.12732329964637756
LOSS-E0-best,11400_10.h5,240,16,0.15661509335041046,0.08338739722967148,0.0004836960870306939,0.13304996490478516,0.12727779150009155
LOSS-E0-best,11400_10.h5,240,17,0.15271435678005219,0.07731401175260544,0.00045956767280586064,0.13166388869285583,0.12726108729839325
LOSS-E0-best,11400_10.h5,240,18,0.17050647735595703,0.082131527364254,0.000573372992221266,0.13233143091201782,0.12740275263786316
LOSS-E0-best,11400_10.h5,240,19,0.18403339385986328,0.10031097382307053,0.0006692461320199072,0.13362358510494232,0.12762367725372314
LOSS-E0-best,11400_10.h5,240,20,0.25983041524887085,0.1440064162015915,0.001337111578322947,0.13705268502235413,0.12788304686546326
LOSS-E0-best,11400_10.h5,260,1,0.15545772016048431,0.10154704004526138,0.0004785520432051271,0.13088580965995789,0.12793810665607452
LOSS-E0-best,11400_10.h5,260,2,0.14300215244293213,0.08585570752620697,0.0004044520028401166,0.1324063092470169,0.12786723673343658
LOSS-E0-best,11400_10.h5,260,3,0.13580083847045898,0.07373297959566116,0.00036445469595491886,0.12692230939865112,0.12776803970336914
LOSS-E0-best,11400_10.h5,260,4,0.13855771720409393,0.06626132875680923,0.0003795374068431556,0.12833154201507568,0.12776042520999908
LOSS-E0-best,11400_10.h5,260,5,0.13502705097198486,0.06334105134010315,0.0003611891879700124,0.12825386226177216,0.12799516320228577
LOSS-E0-best,11400_10.h5,260,6,0.14209192991256714,0.07145228981971741,0.0004014372534584254,0.13101324439048767,0.1282886266708374
LOSS-E0-best,11400_10.h5,260,7,0.1474023461341858,0.07319339364767075,0.0004333950637374073,0.13103899359703064,0.12867142260074615
LOSS-E0-best,11400_10.h5,260,8,0.1549561321735382,0.07729149609804153,0.00048045668518170714,0.13182391226291656,0.12894770503044128
LOSS-E0-best,11400_10.h5,260,9,0.15767647325992584,0.07704878598451614,0.000498205772601068,0.13124527037143707,0.12904758751392365
LOSS-E0-best,11400_10.h5,260,10,0.16150717437267303,0.07909853756427765,0.0005233697011135519,0.13156257569789886,0.12919113039970398
LOSS-E0-best,11400_10.h5,260,11,0.16394716501235962,0.08304797112941742,0.000538968073669821,0.13223791122436523,0.1291866898536682
LOSS-E0-best,11400_10.h5,260,12,0.16155162453651428,0.08384490758180618,0.0005226721987128258,0.1321777105331421,0.12912049889564514
LOSS-E0-best,11400_10.h5,260,13,0.1577116996049881,0.08191204816102982,0.0004978002980351448,0.13161048293113708,0.1290654093027115
LOSS-E0-best,11400_10.h5,260,14,0.1575658619403839,0.08205550163984299,0.0004959268844686449,0.13140460848808289,0.12890562415122986
LOSS-E0-best,11400_10.h5,260,15,0.15430332720279694,0.07994329184293747,0.00047386399819515646,0.13158562779426575,0.1285548210144043
LOSS-E0-best,11400_10.h5,260,16,0.15428036451339722,0.07381778955459595,0.00047290706424973905,0.13109955191612244,0.12837937474250793
LOSS-E0-best,11400_10.h5,260,17,0.15870851278305054,0.06722453236579895,0.0005005504353903234,0.12937644124031067,0.12844273447990417
LOSS-E0-best,11400_10.h5,260,18,0.16571640968322754,0.07051359862089157,0.0005474101053550839,0.1301356554031372,0.1286739557981491
LOSS-E0-best,11400_10.h5,260,19,0.17914332449436188,0.08773531764745712,0.0006403876468539238,0.13165810704231262,0.1287125051021576
LOSS-E0-best,11400_10.h5,260,20,0.26520419120788574,0.14021460711956024,0.0014055314240977168,0.13418081402778625,0.1288541555404663
LOSS-E0-best,11400_10.h5,280,1,0.14676114916801453,0.09742441028356552,0.00043087618541903794,0.13305318355560303,0.1289907693862915
LOSS-E0-best,11400_10.h5,280,2,0.1323494017124176,0.08424625545740128,0.0003506068605929613,0.13430243730545044,0.12903830409049988
LOSS-E0-best,11400_10.h5,280,3,0.12695728242397308,0.0682450458407402,0.0003238737117499113,0.1293010413646698,0.1294163465499878
LOSS-E0-best,11400_10.h5,280,4,0.13254711031913757,0.062430012971162796,0.00035381189081817865,0.12993307411670685,0.12958146631717682
LOSS-E0-best,11400_10.h5,280,5,0.129494771361351,0.06181297078728676,0.0003383126750122756,0.1297273486852646,0.1296055018901825
LOSS-E0-best,11400_10.h5,280,6,0.13455158472061157,0.06884580105543137,0.00036544486647471786,0.13174164295196533,0.12958180904388428
LOSS-E0-best,11400_10.h5,280,7,0.13753192126750946,0.07017001509666443,0.0003829244524240494,0.1314760446548462,0.12981358170509338
LOSS-E0-best,11400_10.h5,280,8,0.1419566422700882,0.07291427999734879,0.00040918210288509727,0.13218113780021667,0.13001388311386108
LOSS-E0-best,11400_10.h5,280,9,0.14343059062957764,0.0725395530462265,0.0004188541788607836,0.13132894039154053,0.13019892573356628
LOSS-E0-best,11400_10.h5,280,10,0.14347346127033234,0.07286727428436279,0.0004207819001749158,0.13127319514751434,0.1304834932088852
LOSS-E0-best,11400_10.h5,280,11,0.1418127566576004,0.07360655814409256,0.0004127221181988716,0.13171471655368805,0.13065725564956665
LOSS-E0-best,11400_10.h5,280,12,0.13836774230003357,0.07329381257295609,0.00039474223740398884,0.13155031204223633,0.13094967603683472
LOSS-E0-best,11400_10.h5,280,13,0.13665086030960083,0.07224144786596298,0.00038689764915034175,0.13107626140117645,0.1312677562236786
LOSS-E0-best,11400_10.h5,280,14,0.1388620138168335,0.07384875416755676,0.0004020547785330564,0.1310180127620697,0.1316254884004593
LOSS-E0-best,11400_10.h5,280,15,0.1411695033311844,0.07487645745277405,0.00041842632344923913,0.13130997121334076,0.13201016187667847
LOSS-E0-best,11400_10.h5,280,16,0.14266614615917206,0.07291031628847122,0.0004301199805922806,0.1310443878173828,0.1323913335800171
LOSS-E0-best,11400_10.h5,280,17,0.1459810435771942,0.07555335015058517,0.00045410299208015203,0.1292891502380371,0.1329345703125
LOSS-E0-best,11400_10.h5,280,18,0.14727483689785004,0.0754350945353508,0.00046642686356790364,0.13005852699279785,0.13358734548091888
LOSS-E0-best,11400_10.h5,280,19,0.15275287628173828,0.07821135222911835,0.000505186733789742,0.13180510699748993,0.1341027021408081
LOSS-E0-best,11400_10.h5,280,20,0.21418796479701996,0.10919889807701111,0.0010008643148466945,0.1340813785791397,0.13469192385673523
LOSS-E0-best,11400_10.h5,300,1,0.1388053447008133,0.08235586434602737,0.00042269271216355264,0.13445544242858887,0.1351827085018158
LOSS-E0-best,11400_10.h5,300,2,0.1272490918636322,0.07077174633741379,0.0003569606924429536,0.13535825908184052,0.13556858897209167
LOSS-E0-best,11400_10.h5,300,3,0.12620165944099426,0.07887881994247437,0.00035258420393802226,0.13026905059814453,0.1358068287372589
LOSS-E0-best,11400_10.h5,300,4,0.12874871492385864,0.07233960926532745,0.00036844093119725585,0.13024944067001343,0.13610388338565826
LOSS-E0-best,11400_10.h5,300,5,0.1289389282464981,0.07699978351593018,0.00037086079828441143,0.13002237677574158,0.1364486813545227
LOSS-E0-best,11400_10.h5,300,6,0.12722840905189514,0.07193458080291748,0.00036245310911908746,0.13187110424041748,0.1367652267217636
LOSS-E0-best,11400_10.h5,300,7,0.13102465867996216,0.07608029246330261,0.0003858683630824089,0.13140717148780823,0.13715223968029022
LOSS-E0-best,11400_10.h5,300,8,0.13366203010082245,0.07559112459421158,0.00040200850344263017,0.13228242099285126,0.13728812336921692
LOSS-E0-best,11400_10.h5,300,9,0.13764826953411102,0.07956892251968384,0.0004266392206773162,0.13162057101726532,0.1373310685157776
LOSS-E0-best,11400_10.h5,300,10,0.13687416911125183,0.07730396836996078,0.00042080337880179286,0.13173669576644897,0.13710860908031464
LOSS-E0-best,11400_10.h5,300,11,0.13343411684036255,0.07233408838510513,0.0003992150886915624,0.13245612382888794,0.1369081437587738
LOSS-E0-best,11400_10.h5,300,12,0.13086947798728943,0.07072567194700241,0.0003839994897134602,0.13273677229881287,0.1368722766637802
LOSS-E0-best,11400_10.h5,300,13,0.13099072873592377,0.07023602724075317,0.0003839118289761245,0.13290390372276306,0.13662640750408173
LOSS-E0-best,11400_10.h5,300,14,0.12778742611408234,0.06996595114469528,0.00036470472696237266,0.13365639746189117,0.13661707937717438
LOSS-E0-best,11400_10.h5,300,15,0.12557804584503174,0.06699846684932709,0.0003511941176839173,0.13492152094841003,0.1364443302154541
LOSS-E0-best,11400_10.h5,300,16,0.1264486014842987,0.06511246412992477,0.00035502336686477065,0.13548624515533447,0.13628584146499634
LOSS-E0-best,11400_10.h5,300,17,0.12908527255058289,0.06672647595405579,0.00036984102916903794,0.1345984935760498,0.13635563850402832
LOSS-E0-best,11400_10.h5,300,18,0.13029325008392334,0.06408151984214783,0.0003761996340472251,0.1359071433544159,0.13622021675109863
LOSS-E0-best,11400_10.h5,300,19,0.13958647847175598,0.07017086446285248,0.0004307979252189398,0.13705852627754211,0.1360701322555542
LOSS-E0-best,11400_10.h5,300,20,0.20020928978919983,0.09736081212759018,0.0008838122594170272,0.14000079035758972,0.13584700226783752
LOSS-E0-best,11400_10.h5,320,1,0.13782227039337158,0.08531104773283005,0.00041743286419659853,0.13870739936828613,0.13557469844818115
LOSS-E0-best,11400_10.h5,320,2,0.12469394505023956,0.07667211443185806,0.0003408898483030498,0.1403464823961258,0.13538427650928497
LOSS-E0-best,11400_10.h5,320,3,0.11640442162752151,0.06393983215093613,0.0002964549930766225,0.13579609990119934,0.13520586490631104
LOSS-E0-best,11400_10.h5,320,4,0.11616916954517365,0.05289342626929283,0.0002938644029200077,0.13641557097434998,0.13479237258434296
LOSS-E0-best,11400_10.h5,320,5,0.11795089393854141,0.05413084849715233,0.0003014864632859826,0.13595877587795258,0.13435150682926178
LOSS-E0-best,11400_10.h5,320,6,0.11966102570295334,0.06159503012895584,0.0003086648357566446,0.13808423280715942,0.13387976586818695
LOSS-E0-best,11400_10.h5,320,7,0.12366509437561035,0.06140390783548355,0.0003280001110397279,0.13748598098754883,0.13349512219429016
LOSS-E0-best,11400_10.h5,320,8,0.12632539868354797,0.06676842272281647,0.00034142244840040803,0.13828882575035095,0.13337212800979614
LOSS-E0-best,11400_10.h5,320,9,0.1253301501274109,0.06522570550441742,0.0003349904727656394,0.13746994733810425,0.13308843970298767
LOSS-E0-best,11400_10.h5,320,10,0.12849846482276917,0.06650872528553009,0.00035101440153084695,0.13744409382343292,0.13279956579208374
LOSS-E0-best,11400_10.h5,320,11,0.13348571956157684,0.07130166888237,0.000376941985450685,0.13800358772277832,0.13227781653404236
LOSS-E0-best,11400_10.h5,320,12,0.1366935521364212,0.07345203310251236,0.0003937869914807379,0.13798081874847412,0.1319163590669632
LOSS-E0-best,11400_10.h5,320,13,0.13843964040279388,0.07444150000810623,0.0004021265485789627,0.13766145706176758,0.13160282373428345
LOSS-E0-best,11400_10.h5,320,14,0.13824164867401123,0.07647760212421417,0.00040084036299958825,0.13783234357833862,0.1316293627023697
LOSS-E0-best,11400_10.h5,320,15,0.13757996261119843,0.07816468924283981,0.0003980022156611085,0.13841667771339417,0.13200101256370544
LOSS-E0-best,11400_10.h5,320,16,0.14298035204410553,0.07777039706707001,0.00042953831143677235,0.13805431127548218,0.13190358877182007
LOSS-E0-best,11400_10.h5,320,17,0.13686321675777435,0.0761130228638649,0.00039361894596368074,0.13697071373462677,0.13197487592697144
LOSS-E0-best,11400_10.h5,320,18,0.1518906056880951,0.08495986461639404,0.0004828746314160526,0.13772626221179962,0.13168147206306458
LOSS-E0-best,11400_10.h5,320,19,0.1560385525226593,0.09511686861515045,0.000508073135279119,0.1386609822511673,0.13137415051460266
LOSS-E0-best,11400_10.h5,320,20,0.21782787144184113,0.12237796932458878,0.0009872488444671035,0.1418708860874176,0.13115522265434265
LOSS-E0-best,11400_10.h5,340,1,0.15489839017391205,0.09794231504201889,0.0004979601362720132,0.13446813821792603,0.1309507042169571
LOSS-E0-best,11400_10.h5,340,2,0.13685297966003418,0.08762498944997787,0.0003877450944855809,0.13592182099819183,0.13081815838813782
LOSS-E0-best,11400_10.h5,340,3,0.12083402276039124,0.0721597746014595,0.0003014991816598922,0.13138622045516968,0.13063931465148926
LOSS-E0-best,11400_10.h5,340,4,0.12257424741983414,0.06461124122142792,0.0003101375768892467,0.13230127096176147,0.1306607574224472
LOSS-E0-best,11400_10.h5,340,5,0.12014807760715485,0.06316796690225601,0.0002977658878080547,0.13142558932304382,0.1305510699748993
LOSS-E0-best,11400_10.h5,340,6,0.1236032173037529,0.06838002055883408,0.0003152342396788299,0.13392439484596252,0.13050433993339539
LOSS-E0-best,11400_10.h5,340,7,0.12712745368480682,0.06974226981401443,0.0003334787325002253,0.13361401855945587,0.13047270476818085
LOSS-E0-best,11400_10.h5,340,8,0.13328862190246582,0.0748886987566948,0.00036631664261221886,0.13433989882469177,0.1303330361843109
LOSS-E0-best,11400_10.h5,340,9,0.13583612442016602,0.07447274029254913,0.00038061608211137354,0.13332264125347137,0.13033142685890198
LOSS-E0-best,11400_10.h5,340,10,0.1345687061548233,0.07399860769510269,0.00037270766915753484,0.13322603702545166,0.13011443614959717
LOSS-E0-best,11400_10.h5,340,11,0.13440504670143127,0.07470262795686722,0.00037206034176051617,0.13365750014781952,0.13013514876365662
LOSS-E0-best,11400_10.h5,340,12,0.13268594443798065,0.07380717992782593,0.0003632695006672293,0.13361045718193054,0.13027259707450867
LOSS-E0-best,11400_10.h5,340,13,0.13369783759117126,0.07271449267864227,0.0003692562459036708,0.1333191841840744,0.13032110035419464
LOSS-E0-best,11400_10.h5,340,14,0.1346958577632904,0.0733923614025116,0.00037630967563018203,0.13351581990718842,0.1306125521659851
LOSS-E0-best,11400_10.h5,340,15,0.13435417413711548,0.07297180593013763,0.00037505332147702575,0.13411176204681396,0.1306467354297638
LOSS-E0-best,11400_10.h5,340,16,0.13371168076992035,0.06815167516469955,0.00037207224522717297,0.13381579518318176,0.1307271420955658
LOSS-E0-best,11400_10.h5,340,17,0.12946955859661102,0.06465859711170197,0.0003492665709927678,0.13249340653419495,0.13070273399353027
LOSS-E0-best,11400_10.h5,340,18,0.1413155049085617,0.06597578525543213,0.00041664959280751646,0.13309316337108612,0.13071390986442566
LOSS-E0-best,11400_10.h5,340,19,0.14794866740703583,0.0793483778834343,0.0004574055492412299,0.13411971926689148,0.1308251917362213
LOSS-E0-best,11400_10.h5,340,20,0.21673735976219177,0.11693337559700012,0.0009824784938246012,0.13729530572891235,0.13093018531799316
LOSS-E0-best,11400_10.h5,360,1,0.1535484790802002,0.0948680192232132,0.0004936626646667719,0.13250857591629028,0.13105398416519165
LOSS-E0-best,11400_10.h5,360,2,0.13392587006092072,0.07710745185613632,0.00037518696626648307,0.13408702611923218,0.13100740313529968
LOSS-E0-best,11400_10.h5,360,3,0.123384028673172,0.06767146289348602,0.00031839849543757737,0.1293843686580658,0.13104026019573212
LOSS-E0-best,11400_10.h5,360,4,0.12445548921823502,0.05565287172794342,0.00032397627364844084,0.13031606376171112,0.13108712434768677
LOSS-E0-best,11400_10.h5,360,5,0.12421531230211258,0.05730845034122467,0.0003226475091651082,0.1296885758638382,0.13105157017707825
LOSS-E0-best,11400_10.h5,360,6,0.12489811331033707,0.05970841273665428,0.00032611488131806254,0.13203880190849304,0.13099485635757446
LOSS-E0-best,11400_10.h5,360,7,0.1268683820962906,0.06256210058927536,0.0003360855916980654,0.13188029825687408,0.13091404736042023
LOSS-E0-best,11400_10.h5,360,8,0.13110506534576416,0.06727024912834167,0.00035805642255581915,0.13272298872470856,0.13064998388290405
LOSS-E0-best,11400_10.h5,360,9,0.1316545456647873,0.06721565127372742,0.0003611458814702928,0.13210156559944153,0.1307576596736908
LOSS-E0-best,11400_10.h5,360,10,0.13370534777641296,0.06779754161834717,0.0003729414311237633,0.132181316614151,0.13095371425151825
LOSS-E0-best,11400_10.h5,360,11,0.13622130453586578,0.06924845278263092,0.0003867526538670063,0.13274285197257996,0.13082167506217957
LOSS-E0-best,11400_10.h5,360,12,0.1368699073791504,0.06983151286840439,0.0003899109724443406,0.1328279823064804,0.13079306483268738
LOSS-E0-best,11400_10.h5,360,13,0.13951082527637482,0.0711217001080513,0.0004045428358949721,0.13265129923820496,0.13073360919952393
LOSS-E0-best,11400_10.h5,360,14,0.14326117932796478,0.0738098993897438,0.0004263022565282881,0.13295654952526093,0.1307966411113739
