experiment,horizon,rel_l2,mvpe,velocity_squared_error,pred_speed_mean,pred_speed_std,target_speed_mean,target_speed_std
MF-C02-C0-1500,18,0.1674519181251526,0.08057749271392822,0.0010851252591237426,0.15851600468158722,0.11476703733205795,0.15705251693725586,0.11862937361001968
MF-C02-C0-1500,19,0.2502860128879547,0.17159482836723328,0.002779782749712467,0.16854806244373322,0.11757446080446243,0.15704819560050964,0.11866152286529541
MF-C02-C0-1500,20,0.2519579529762268,0.1712658405303955,0.0025285242591053247,0.17630350589752197,0.12016467750072479,0.15703967213630676,0.1186535581946373
RW-00-fixed-7500,1,0.1302156299352646,0.06866661459207535,0.0007245244923979044,0.16209012269973755,0.11777554452419281,0.15705075860023499,0.118636853992939
RW-00-fixed-7500,2,0.1258060485124588,0.061615511775016785,0.0006697780336253345,0.1613571047782898,0.1194717064499855,0.15706518292427063,0.11862729489803314
RW-00-fixed-7500,3,0.12654229998588562,0.07299946248531342,0.0006481984746642411,0.1643860638141632,0.12122748047113419,0.15707311034202576,0.11861002445220947
RW-00-fixed-7500,4,0.12466662377119064,0.07121466845273972,0.0006533849518746138,0.1647559553384781,0.1213536337018013,0.15707175433635712,0.11861182004213333
RW-00-fixed-7500,5,0.12651081383228302,0.0733579695224762,0.0006670472212135792,0.16511374711990356,0.12109275162220001,0.1570601910352707,0.11861609667539597
RW-00-fixed-7500,6,0.12710189819335938,0.07205427438020706,0.000673217058647424,0.1647929698228836,0.12109986692667007,0.15706144273281097,0.11860432475805283
RW-00-fixed-7500,7,0.12562093138694763,0.06624051928520203,0.0006781024858355522,0.16356433928012848,0.12081120908260345,0.15705525875091553,0.11860621720552444
RW-00-fixed-7500,8,0.1269342601299286,0.0664791464805603,0.0007011520210653543,0.1635865867137909,0.12090577185153961,0.15705163776874542,0.11861393600702286
RW-00-fixed-7500,9,0.12972454726696014,0.0703718438744545,0.0007343857432715595,0.16435012221336365,0.12113448977470398,0.15701057016849518,0.1186184212565422
RW-00-fixed-7500,10,0.1339222639799118,0.07610363513231277,0.0007757977000437677,0.16516120731830597,0.12144391983747482,0.15702053904533386,0.11863715201616287
RW-00-fixed-7500,11,0.13516201078891754,0.07570123672485352,0.0007795067504048347,0.16459882259368896,0.12126048654317856,0.1570269912481308,0.11864618957042694
RW-00-fixed-7500,12,0.13329248130321503,0.06945955753326416,0.0007669543265365064,0.16315391659736633,0.12105780839920044,0.15701989829540253,0.11866055428981781
RW-00-fixed-7500,13,0.13372421264648438,0.06889388710260391,0.0007815307471901178,0.16325320303440094,0.12143803387880325,0.1570630818605423,0.1186748519539833
RW-00-fixed-7500,14,0.13858626782894135,0.07577595114707947,0.0008472459157928824,0.16483813524246216,0.12249021232128143,0.15705685317516327,0.11865032464265823
RW-00-fixed-7500,15,0.14424458146095276,0.08170875161886215,0.0009152604616247118,0.16563542187213898,0.12334399670362473,0.15705694258213043,0.11863084882497787
RW-00-fixed-7500,16,0.1478956788778305,0.07432379573583603,0.0009764976566657424,0.16218622028827667,0.12248282134532928,0.15708261728286743,0.11862760782241821
RW-00-fixed-7500,17,0.14897142350673676,0.07535795122385025,0.0009551569237373769,0.1606961339712143,0.12133137136697769,0.157064288854599,0.11861063539981842
RW-00-fixed-7500,18,0.1514834761619568,0.07322394102811813,0.0009599775657989085,0.1614464819431305,0.1198090985417366,0.15705251693725586,0.11862937361001968
RW-00-fixed-7500,19,0.21030746400356293,0.1306573450565338,0.00215251836925745,0.16780325770378113,0.12166077643632889,0.15704819560050964,0.11866152286529541
RW-00-fixed-7500,20,0.2719699740409851,0.21836166083812714,0.003570776665583253,0.18844664096832275,0.13195103406906128,0.15703967213630676,0.1186535581946373
RW-01-random-phase-3000,1,0.29251953959465027,0.20807278156280518,0.0023441603407263756,0.13591022789478302,0.09769821912050247,0.15705075860023499,0.118636853992939
RW-01-random-phase-3000,2,0.2997475564479828,0.21437737345695496,0.0023196316324174404,0.1339605301618576,0.09565188735723495,0.15706518292427063,0.11862729489803314
RW-01-random-phase-3000,3,0.2772054374217987,0.19384033977985382,0.0021109222434461117,0.13482771813869476,0.097401924431324,0.15707311034202576,0.11861002445220947
RW-01-random-phase-3000,4,0.2777748107910156,0.1867721974849701,0.0021186175290495157,0.13513362407684326,0.09872443228960037,0.15707175433635712,0.11861182004213333
RW-01-random-phase-3000,5,0.28646886348724365,0.1982969492673874,0.0021386484149843454,0.13450489938259125,0.10152331739664078,0.1570601910352707,0.11861609667539597
RW-01-random-phase-3000,6,0.28168928623199463,0.19360573589801788,0.0020910915918648243,0.13570739328861237,0.10277663916349411,0.15706144273281097,0.11860432475805283
RW-01-random-phase-3000,7,0.2801142930984497,0.1925315111875534,0.002088152104988694,0.13563494384288788,0.10242000967264175,0.15705525875091553,0.11860621720552444
RW-01-random-phase-3000,8,0.27794408798217773,0.19000369310379028,0.0020760202314704657,0.13560478389263153,0.1017395481467247,0.15705163776874542,0.11861393600702286
RW-01-random-phase-3000,9,0.27748194336891174,0.1895335167646408,0.002095720497891307,0.1355411559343338,0.10130969434976578,0.15701057016849518,0.1186184212565422
RW-01-random-phase-3000,10,0.2783912718296051,0.18985605239868164,0.0020932673942297697,0.1358947455883026,0.10155422240495682,0.15702053904533386,0.11863715201616287
RW-01-random-phase-3000,11,0.2812863886356354,0.19193971157073975,0.0020899951923638582,0.13617806136608124,0.10193413496017456,0.1570269912481308,0.11864618957042694
RW-01-random-phase-3000,12,0.2837454080581665,0.1908627152442932,0.0020821711514145136,0.13663966953754425,0.102008156478405,0.15701989829540253,0.11866055428981781
RW-01-random-phase-3000,13,0.28463980555534363,0.18539997935295105,0.002088030567392707,0.13771748542785645,0.1018356904387474,0.1570630818605423,0.1186748519539833
RW-01-random-phase-3000,14,0.28540483117103577,0.17785778641700745,0.0021224648226052523,0.1387321799993515,0.10112915933132172,0.15705685317516327,0.11865032464265823
RW-01-random-phase-3000,15,0.27988559007644653,0.1610536426305771,0.002092344919219613,0.1407650262117386,0.10070639848709106,0.15705694258213043,0.11863084882497787
RW-01-random-phase-3000,16,0.2763112485408783,0.1542416512966156,0.0020847972482442856,0.1425512433052063,0.10221289843320847,0.15708261728286743,0.11862760782241821
RW-01-random-phase-3000,17,0.2730860114097595,0.15181049704551697,0.0021138584706932306,0.14066976308822632,0.10019522905349731,0.157064288854599,0.11861063539981842
RW-01-random-phase-3000,18,0.27863404154777527,0.17544132471084595,0.002162204822525382,0.13842123746871948,0.1017131581902504,0.15705251693725586,0.11862937361001968
RW-01-random-phase-3000,19,0.30499887466430664,0.23683279752731323,0.0026542178820818663,0.1323590874671936,0.09793271124362946,0.15704819560050964,0.11866152286529541
