experiment,trajectory,window_start,horizon,frame_rel_l2,frame_rmse,tke_contrib_rel_l2,tke_contrib_ratio,mvpe_probe_rel_l2
residual,10125_0.h5,0,1,0.02601149328258513,0.002355281958416776,0.9768916579941268,1.3900895094021635,0.03597478988279495
residual,10125_0.h5,0,2,0.031151262242413234,0.0028221544965189474,0.960324100775073,1.3112927427800085,0.033524410368113454
residual,10125_0.h5,0,3,0.036274708448241946,0.003286418490922974,0.8624251871175572,1.127669647618349,0.047380778842745934
residual,10125_0.h5,0,4,0.0390088131850078,0.0035334036193304997,0.9114724509217637,1.0556255908587262,0.04789802371329102
residual,10125_0.h5,0,5,0.03883592719948026,0.003519780250259377,0.9692181247741878,1.036777363297344,0.04374977785739251
residual,10125_0.h5,0,6,0.038468401533656243,0.0034860446334041124,0.9313055954174349,1.061109590087587,0.046987120171121305
residual,10125_0.h5,0,7,0.0395616407712252,0.0035903821122998474,0.8864099543878903,1.0863503913044523,0.06158710625861225
residual,10125_0.h5,0,8,0.042100164463729176,0.0038238857378086063,0.9011358551250925,1.073112105325156,0.07461482337181699
residual,10125_0.h5,0,9,0.04451751199320975,0.004048520048581905,0.9844547322692865,1.1122548503067275,0.09092151403409092
residual,10125_0.h5,0,10,0.04775000936107769,0.004347092954466366,1.0754543261971163,1.1687843742632484,0.09724604441011883
residual,10125_0.h5,0,11,0.048471424661224526,0.004413606408815596,1.081651949165682,1.2658791790716528,0.10107418724553055
residual,10125_0.h5,0,12,0.051944176415860736,0.004735114897183921,1.1553103061180214,1.2599549705988409,0.11218470294796705
residual,10125_0.h5,0,13,0.05068557458795317,0.00462145547087198,1.2039636972022811,1.2706889597582516,0.09324958586585344
residual,10125_0.h5,0,14,0.05082263639694645,0.00463642683476499,1.115638128760288,1.2159812227866442,0.08124028625709794
residual,10125_0.h5,0,15,0.05040276259757305,0.004603402581734739,0.9842852792281706,1.196255660448102,0.07406658726812923
residual,10125_0.h5,0,16,0.04965108238543259,0.004539805961822723,0.8929235615788018,1.1376729355710897,0.06563249141771177
residual,10125_0.h5,0,17,0.05119614288704721,0.004684750675643561,0.928231454861529,1.0665306034136304,0.07251639557278776
residual,10125_0.h5,0,18,0.052490011346861015,0.004806378342273857,0.9040494321533428,0.9572721559896685,0.08153177496816907
residual,10125_0.h5,0,19,0.05277972661954926,0.004833247709829056,0.8854984855847234,0.8394562285042729,0.07862048283934185
residual,10125_0.h5,0,20,0.05219445276958899,0.0047816066880725415,0.9512287178486751,0.8836734884128858,0.06805912236447531
residual,10125_0.h5,20,1,0.022549456362774296,0.0020675695241180736,0.5714347379324971,0.9932734300221422,0.029962367014996757
residual,10125_0.h5,20,2,0.03141513106846677,0.002884689384172371,0.74056875123744,0.851910657459459,0.047993336163617194
residual,10125_0.h5,20,3,0.03395664699246576,0.003121410859825508,0.7343492430994834,0.7475629626887917,0.06555115386200142
residual,10125_0.h5,20,4,0.03712130074485265,0.0034148627309762616,0.8080626974296202,0.711541512399133,0.07678998781669191
residual,10125_0.h5,20,5,0.039740396684144905,0.003659936964412069,0.9137198546226301,0.6587985641771386,0.09296101683788838
residual,10125_0.h5,20,6,0.038273309353901726,0.003527902312127191,0.843662253740374,0.6864263678497236,0.0786287701108334
residual,10125_0.h5,20,7,0.040768888186356544,0.003761668162816322,0.8259932582736076,0.6603280018718297,0.06473292282570418
residual,10125_0.h5,20,8,0.04263890277649309,0.003936944130313578,0.7692393027135019,0.6601751029302885,0.06865861096489301
residual,10125_0.h5,20,9,0.04385265583507675,0.004051526574306364,0.7780159658377993,0.6154651225161527,0.06154763137045219
residual,10125_0.h5,20,10,0.046043720725329716,0.004255811994231262,0.7990170638270104,0.5546152219195092,0.07154124791033199
residual,10125_0.h5,20,11,0.0467024833957916,0.004317956402855352,0.8126185569462776,0.525058085434736,0.07071783315841468
residual,10125_0.h5,20,12,0.04682698865209678,0.004331219336640916,0.7892376631893215,0.5279528578307694,0.0766577733103462
residual,10125_0.h5,20,13,0.04825044086649918,0.004466920921300598,0.8133673381531196,0.5185763959006546,0.07888702905448988
residual,10125_0.h5,20,14,0.049924883141963666,0.0046252266820982655,0.854603766071164,0.5316361200177292,0.08218054170007238
