model,role,rel_l2_raw,tke_raw,mvpe_raw,delta_rel_l2_raw_pct_vs_current80,delta_tke_raw_pct_vs_current80,delta_mvpe_raw_pct_vs_current80,delta_rel_l2_raw_pct_vs_sparse5k,delta_tke_raw_pct_vs_sparse5k,delta_mvpe_raw_pct_vs_sparse5k
current80,frozen_start,0.0804204195737838,0.449158251285553,0.071116916835308,0.0,0.0,0.0,,,
historical_sparse_5k,matched_control_stride20,0.0802410691976547,0.4503658413887024,0.0710276663303375,-0.2230159666905979,0.2688562660695032,-0.1254982765594219,,,
dense_5k,candidate_stride1,0.08067406117916107,0.4635047256946564,0.07197514604777097,0.3153945312913358,3.1940801194326998,1.2067863043759988,0.539613923189131,2.917380293638672,1.3339586760839208
