experiment,trajectory,windows,rel_l2,u_rmse,v_rmse,tke_rel_l2,mean_field_rel_l2,fluctuation_rel_l2,tke_field_rel_l2,pred_tke_mean,target_tke_mean,tke_energy_ratio
random_temporal_phase,10125_0.h5,29,0.03946778894140243,0.0043496633216824464,0.00266722127303198,0.41028101743117523,0.020698030730456465,0.7419156701686113,0.41028101743117523,1.3667941929864178e-05,1.817502471492302e-05,0.7520177905805981
random_temporal_phase,10125_15.h5,42,0.08426988020226596,0.009082942576035096,0.004965484938758946,0.46225277877147164,0.049048614074175254,0.682825168452436,0.46225277877147164,5.941191956284224e-05,7.957394632849506e-05,0.7466252750313466
random_temporal_phase,11400_5.h5,42,0.04142072161987338,0.00540947099250552,0.0027074659837363854,0.49558396595754384,0.021386312165233255,0.8622648059117007,0.49558396595754384,1.2970996806589962e-05,1.8115731624305632e-05,0.7160073396752551
random_temporal_phase,19050_0.h5,42,0.048263401097472756,0.009850055625658573,0.006063712576755663,0.492514032496094,0.022042379126496148,1.0002299319110914,0.492514032496094,3.915763240929703e-05,5.386573753594792e-05,0.7269487841536509
random_temporal_phase,20325_10.h5,42,0.0753080217585217,0.01749308123595818,0.006385376487259093,0.5055109869796999,0.03838262515218659,0.8106642872657353,0.5055109869796999,0.00014158019563545,0.00019982966555809624,0.7085043916779642
random_temporal_phase,20325_20.h5,42,0.09934599809486876,0.02031323405152837,0.012377236665422444,0.44604236055225827,0.053035749194217684,0.7142821467595993,0.44604236055225827,0.00032050562135200734,0.0004241817234868227,0.7555856455045119
random_temporal_phase,21600_15.h5,42,0.09737708253530265,0.022253178533180727,0.008248977878549307,0.4763890041677077,0.05113399774785778,0.7293238007167832,0.4763890041677077,0.00025371977158313084,0.0003878792038515198,0.6541205846144172
random_temporal_phase,21600_5.h5,23,0.045091402117217495,0.010614175006426212,0.005730454274250443,0.5056995113188709,0.02013732556274221,1.070125577783133,0.5056995113188709,3.8121482432444636e-05,5.150881262857102e-05,0.7400963153108936
random_temporal_phase,22875_15.h5,42,0.10269671437969437,0.024831868329086515,0.00855769996123917,0.5151412221034027,0.051494518880100836,0.7882689136934035,0.5151412221034027,0.0002743212676807842,0.0004220973674686105,0.6499004467285247
random_temporal_phase,25425_20.h5,42,0.1276883296759975,0.033250556455497966,0.013433206511574002,0.5806673691310915,0.06916807782195823,0.736345589220023,0.5806673691310915,0.0005046818969482224,0.0008536246571157602,0.5912222576295407
random_temporal_phase,26700_10.h5,42,0.10125983936472431,0.030559179674527464,0.007531551491325398,0.5391018863367719,0.05194611742468269,0.7881168147337989,0.5391018863367719,0.00034876992857057825,0.0006006664178923474,0.5806383013626133
random_temporal_phase,3750_0.h5,42,0.04473643865750423,0.0020273143071532496,0.0010807044946945367,0.3230671027592237,0.024842536064183535,0.60247993962896,0.3230671027592237,3.928563906998566e-06,5.139943786729318e-06,0.7643204031027769
random_temporal_phase,6300_0.h5,42,0.04281332617345924,0.0029816391287997967,0.0017930153835414879,0.18409566108152536,0.023480478830617574,0.41320193081896,0.18409566108152536,2.291838997303928e-05,2.523785244039417e-05,0.9080958860175242
random_temporal_phase,6300_20.h5,42,0.10135511680309328,0.0064751066488629,0.004540599689825767,0.4871313143240603,0.06524910198556329,0.7054422678470118,0.4871313143240603,2.8479741327851275e-05,3.760546922566317e-05,0.7573297691606994
random_temporal_phase,7575_20.h5,42,0.10614294854862336,0.008070430695569923,0.0057680892735853685,0.49083004120003343,0.0665582307199339,0.6932705296369326,0.49083004120003343,4.6492019184079856e-05,6.407075421962819e-05,0.7256355844463735
random_temporal_phase,8850_20.h5,42,0.10541952228245907,0.00925681119722819,0.006543463799079471,0.5087934033624755,0.06487316962169556,0.7108803879439078,0.5087934033624755,5.783004259876658e-05,8.168099537715382e-05,0.7079987496692731
