experiment,trajectory,window_start,horizon,frame_rel_l2,velocity_rmse,tke_contrib_rel_l2,tke_contrib_ratio
random_temporal_phase,10125_0.h5,0,1,0.02538153540178571,0.0022982406953454765,0.7574351073796173,1.2952113231244395
random_temporal_phase,10125_0.h5,0,2,0.029483833620053912,0.0026710934850069103,0.6278224695641195,1.1352775478716077
random_temporal_phase,10125_0.h5,0,3,0.03432303743724251,0.0031096008685870566,0.6442444045975936,0.9352660838091995
random_temporal_phase,10125_0.h5,0,4,0.03706409326954379,0.00335725162118344,0.7123355585333871,0.8479909127741634
random_temporal_phase,10125_0.h5,0,5,0.03746224498335777,0.0033952805953495024,0.7856751885171919,0.859488255764995
random_temporal_phase,10125_0.h5,0,6,0.036673453705065716,0.0033233846840525984,0.7990860140574115,0.9390055999953741
random_temporal_phase,10125_0.h5,0,7,0.03655369525271945,0.0033173986471582697,0.8171909319007136,1.0194014339043027
random_temporal_phase,10125_0.h5,0,8,0.03784660713565289,0.0034375424204138487,0.854719626124359,1.0173777587317703
random_temporal_phase,10125_0.h5,0,9,0.03881714133292363,0.0035301158550583235,0.9135269722844603,1.0264512805775856
random_temporal_phase,10125_0.h5,0,10,0.04034023649158966,0.0036725177686989,0.9099450856146651,1.022369130568172
random_temporal_phase,10125_0.h5,0,11,0.039652127007828684,0.003610557830888845,0.8447983944197753,1.0543157244750345
random_temporal_phase,10125_0.h5,0,12,0.04180647535177837,0.0038109847512475615,0.8580106376039657,1.006521633431734
random_temporal_phase,10125_0.h5,0,13,0.04147671356928108,0.0037818015559027145,0.8527213060257138,0.9893631954157122
random_temporal_phase,10125_0.h5,0,14,0.042262656577902714,0.003855520471937155,0.7940687663836589,0.9266683196258844
random_temporal_phase,10125_0.h5,0,15,0.04272919705677346,0.0039025578343214644,0.679024633553423,0.885016885830639
random_temporal_phase,10125_0.h5,0,16,0.04329086613435315,0.003958264809688574,0.7100805434499117,0.8451284145106578
random_temporal_phase,10125_0.h5,0,17,0.04523645947030959,0.004139404301117234,0.8017770081462,0.8084265937812174
