label,checkpoint,checkpoint_iteration,rel_l2_raw,tke_raw,mvpe_raw,mean_field_rel_l2,fluctuation_rel_l2,tke_energy_ratio,correction_help_fraction,delta_rms,delta_rel_l2_raw_pct_vs_baseline,delta_tke_raw_pct_vs_baseline,delta_mvpe_raw_pct_vs_baseline,delta_mean_field_rel_l2_pct_vs_baseline,delta_fluctuation_rel_l2_pct_vs_baseline
current80,/hy-tmp/realpde_assets/colleague-80pt/20260921/extracted/handoff_colleague_80pt_archive_20260921/checkpoints/residual_model_best.pth,34000,0.08042024075984955,0.4491623044013977,0.07111713290214539,0.04404965828226194,0.7444642544134853,0.6694120429702397,0.7158953094482422,0.006894113670980085,0.0,0.0,0.0,0.0,0.0
dense_best,/hy-tmp/realpde_runs/dense_residual_continuation_20260923_v1/dense_stride1_5k/model_best.pth,0,0.08042024075984955,0.4491623044013977,0.07111713290214539,0.04404965828226194,0.7444642544134853,0.6694120429702397,0.7158953094482422,0.006894113670980085,0.0,0.0,0.0,0.0,0.0
dense_final,/hy-tmp/realpde_runs/dense_residual_continuation_20260923_v1/dense_stride1_5k/model_final.pth,5000,0.08067406713962555,0.46350470185279846,0.07197514921426773,0.044453505811435284,0.74365374429042,0.6511100860359422,0.7200902557373047,0.006502357044931898,0.31562499363061575,3.1931436166521117,1.206483272185543,0.916800594877635,-0.10887159702568529
