update,rel_l2,tke,mvpe,point,h1_squared_error,h2_squared_error,h3_squared_error,h4_squared_error,h5_squared_error,h6_squared_error,h7_squared_error,h8_squared_error,h9_squared_error,h10_squared_error,h11_squared_error,h12_squared_error,h13_squared_error,h14_squared_error,h15_squared_error,h16_squared_error,h17_squared_error,h18_squared_error,h19_squared_error,h20_squared_error,h1_h15_squared_error,h1_h15_fraction,h16_h18_squared_error,h16_h18_fraction,h19_fraction,h20_fraction,h19_h20_squared_error,h19_h20_fraction,h1_delta_vs_b0,h2_delta_vs_b0,h3_delta_vs_b0,h4_delta_vs_b0,h5_delta_vs_b0,h6_delta_vs_b0,h7_delta_vs_b0,h8_delta_vs_b0,h9_delta_vs_b0,h10_delta_vs_b0,h11_delta_vs_b0,h12_delta_vs_b0,h13_delta_vs_b0,h14_delta_vs_b0,h15_delta_vs_b0,h16_delta_vs_b0,h17_delta_vs_b0,h18_delta_vs_b0,h19_delta_vs_b0,h20_delta_vs_b0,h19_h20_delta_vs_b0
0,0.11120006442070007,0.4829474985599518,0.08237661421298981,90.44212800905576,415.62702103768146,342.29648522146874,366.83943246951975,353.6172882579584,353.7662772277048,368.56845662341686,398.9250646572346,409.39487852772515,410.71473019682395,419.8620779563905,432.88577634611113,452.91178530490197,492.5423854884262,564.4423962319369,627.320313307507,555.1496153192506,512.002927208148,668.0025974586537,1076.477718802844,1692.1341829767794,6409.714368854808,0.5873207758082748,1735.1551399860523,0.15899189953239684,0.0986374263445638,0.15504989831476457,2768.6119017796236,0.25368732465932836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,0.10805431753396988,0.47753024101257324,0.0806659683585167,90.57427964241231,415.88951395113054,323.3622690117159,356.9624601843236,322.462777847238,336.87604044587374,356.1294672458281,380.76052023223156,396.6160442626781,403.61782240428846,412.819972839052,421.16789371646314,430.9264102713352,452.52199736413,496.03865727881697,537.1447811250421,497.1932475755814,502.83462631474185,701.439973763633,1094.0267302096443,1621.6293829648232,6043.2966281801455,0.5777297936308814,1701.4678476539561,0.1626576898295845,0.10458726022538783,0.15502525631414593,2715.6561131744675,0.25961251653953377,0.2624929134490799,-18.934216209752833,-9.876972285196132,-31.154510410720434,-16.89023678183105,-12.438989377588769,-18.164544425003044,-12.778834265047067,-7.0969077925354895,-7.042105117338508,-11.717882629647988,-21.985375033566754,-40.020388124296176,-68.4037389531199,-90.17553218246496,-57.95636774366926,-9.168300893406126,33.43737630497935,17.54901140680022,-70.50480001195615,-52.95578860515616
1000,0.10725698620080948,0.4814852774143219,0.08169500529766083,90.52751961107326,389.6244838566188,302.671485693765,346.3693133319438,322.1213702105501,336.7584986414413,358.40265593224944,387.5394254203788,400.1306887329947,402.97622828129704,411.98605263849663,422.14942647845925,434.1926597389448,460.0316486463269,513.9871358139463,566.2402025609471,521.3116074081528,501.0618200044831,663.9348896919684,1045.7371151646937,1521.89218263154,6055.181275978361,0.5873616688362737,1686.3083171046042,0.1635744368606064,0.10143806917290384,0.14762582513021613,2567.629297796234,0.24906389430311998,-26.002537181062678,-39.62499952770372,-20.470119137575978,-31.49591804740834,-17.0077785862635,-10.16580069116742,-11.385639236855809,-9.264189794730441,-7.738501915526911,-7.876025317893891,-10.736349867651882,-18.719125565957142,-32.51073684209928,-50.45526041799053,-61.08011074655997,-33.83800791109786,-10.941107203664899,-4.0677077666853165,-30.740603638150333,-170.24200034523938,-200.9826039833897
1500,0.10784076154232025,0.4813242256641388,0.08100196719169617,90.53116680025511,415.9360511951325,310.2769475561139,374.34200763067605,320.92448720489074,336.48585293158044,359.5835663839671,385.47454484232554,399.06485031525114,403.6542925150698,412.01309103736924,420.662566067182,431.5488919590179,453.5432412674643,499.90275153562345,546.3305648391613,505.07858486155925,505.7893655457538,686.3116941681874,1076.774493537694,1532.4668529820626,6069.743707280826,0.5849698692842422,1697.1796445755003,0.16356521835482396,0.10377384369257497,0.1476910686683588,2609.241346519757,0.25146491236093377,0.30903015745104767,-32.01953766535485,7.502575161156301,-32.69280105306768,-17.28042429612435,-8.984890239449783,-13.450519814909057,-10.33002821247402,-7.060437681754138,-7.848986919021286,-12.223210278929116,-21.36289334588406,-38.99914422096191,-64.53964469631342,-80.98974846834574,-50.07103045769139,-6.21356166239417,18.30909670953372,0.2967747348500325,-159.66732999471674,-159.3705552598667
2000,0.10667980462312698,0.4832986891269684,0.07939427345991135,90.55200294630443,378.4331274255421,289.63562610564236,358.37566366458174,316.2543788255353,332.51195654526725,355.1004481747352,380.9335928281073,395.8776954697472,399.98804381933,406.75957766487994,413.9389976208094,424.51846724179603,447.82978582746654,496.57248428108323,543.9236240741711,501.92045818226666,502.87436742812747,701.2291604178199,1107.0680423264466,1563.015185288771,5940.653469568695,0.5758254603342288,1706.023986028214,0.16536430750054418,0.10730771763736995,0.15150251452785718,2670.0832276152178,0.25881023216522714,-37.193893612139334,-52.66085911582638,-8.463768804938013,-37.36290943242312,-21.254320682437537,-13.468008448681644,-17.991471829127306,-13.517183057977945,-10.726686377493934,-13.10250029151058,-18.946778725301726,-28.393318063105937,-44.712599660959654,-67.86991195085363,-83.3966892333359,-53.229157136983986,-9.12855978002051,33.226562959166245,30.590323523602592,-129.11899768800845,-98.52867416440586
