horizon,raw_fluct_rms,centered_fluct_rms,target_fluct_rms,raw_fluct_amp_ratio,centered_fluct_amp_ratio,raw_fluct_cosine,centered_fluct_cosine,raw_fluct_rel_l2,centered_fluct_rel_l2,raw_energy_share,centered_energy_share,target_energy_share,precenter_frame_rel_l2,reconstructed_frame_rel_l2,mean_raw_deviation_rms
1,0.035490930798833996,0.014707495698042557,0.014494911625252332,2.4485096367889154,1.0146661172062534,0.18180831428869015,0.4559748636869903,2.470805662588578,1.050820079958771,0.05335098641168887,0.07083756682144662,0.06333146857857636,0.2514732089045792,0.10907247088044845,0.0658886488920506
2,0.035508965225397586,0.012276320745171007,0.01374576273562162,2.583266269639404,0.8930985483517332,0.16743941733173534,0.4843924346283822,2.6092495897967285,0.9656110276242882,0.05340521992319941,0.04935403091922585,0.05695424536275359,0.25522922432216194,0.10357531294319648,0.04998449744302242
3,0.03408392110312704,0.011911391232571051,0.013140583732530542,2.5937904888311496,0.906458303148549,0.20387455559551043,0.5658907030822213,2.5826601273714513,0.8920504483380121,0.04920472141500244,0.04646341792382916,0.052049640124134273,0.2424170189962616,0.09642548481040647,0.03780331758325796
4,0.03438401846200864,0.010763313218638755,0.01273457398806824,2.700052510136974,0.845204027140879,0.18514898194181773,0.5585974475335551,2.7000851117352496,0.8775603814457489,0.05007499761455486,0.03793832325413939,0.0488829331542252,0.24604241720106304,0.09404059004244747,0.019055323715668482
5,0.03437558015641359,0.009932953555126914,0.012533962557870131,2.7425947698263244,0.7924831041472975,0.16736253357803332,0.5332595307034821,2.757500834626659,0.8847774488213881,0.050050422460055,0.032310448377641174,0.04735493025113839,0.24853551568012036,0.09670533237607751,0.015749093725256458
6,0.0341616394110828,0.009646993049170292,0.012376626204976576,2.7601738022391444,0.7794525656185121,0.16145182098119104,0.5194469165413972,2.7798002168096763,0.8931841010943082,0.04942937089437884,0.030476852030097163,0.04617351795594358,0.2482648814906645,0.09869698010507323,0.017950840212216677
7,0.03412256633666162,0.00995728621323054,0.012350026788581646,2.762954843807306,0.8062562441108763,0.1582334134034216,0.4907110956312715,2.7855943561272447,0.9266991752199705,0.0493163638486988,0.0324689434438371,0.045975262176060475,0.24856376286125273,0.10176366563941983,0.01822335387373269
8,0.034140704614073474,0.009849663819634724,0.012429658475007438,2.746713007659936,0.7924323777229797,0.15361345528363002,0.48918019033850174,2.7749897648261745,0.9233984137596615,0.04936880724493296,0.03177086146283656,0.046570061018165514,0.25016841652309774,0.10435666985584596,0.018566059704043125
9,0.03400997481534251,0.009546407240011845,0.012489277897865662,2.723133802728068,0.7643682299393204,0.1482396867792761,0.49064507576968835,2.758279301233161,0.9133409958780624,0.04899145020456683,0.02984462245181073,0.04701788328500091,0.25076993780226703,0.10605153290307619,0.019401937160785917
10,0.03385825594418582,0.009466490137747521,0.012504590459237545,2.707666121058259,0.7570411976790752,0.14236213000562478,0.47737040403200437,2.7496395382760337,0.922135158300292,0.048555322369954725,0.029347029514282065,0.04713324713352859,0.25056154851740337,0.10737644562344882,0.019170036375619245
