horizon,scale_star,base_rel,best_rel,sse_gain_pct
18,0.3511193683898842,0.12207099826710925,0.11010748005617152,18.640428144551013
19,0.15698623946831358,0.1471989144273741,0.11426390766106127,39.742802370708894
20,0.06754398595227956,0.19847402069500883,0.11646987465243111,65.56343055904307
