horizon,base_rel,best_dx,best_dy,best_rel,sse_gain_pct
18,0.12207099826710925,0,0,0.12207099826710925,0.0
19,0.1471989144273741,-1,0,0.1447377731013493,3.316011397292288
20,0.19847402069500883,-1,0,0.19464741364496924,3.8188557631364946
