horizon,best_gamma,best_rel,base_rel,sse_gain_pct
18,0.0,0.12207099826710925,0.12207099826710925,0.0
19,0.0,0.1471989144273741,0.1471989144273741,0.0
20,0.0,0.19847402069500883,0.19847402069500883,0.0
