horizon,delta_rms,residual_target_rms,delta_to_target_rms_ratio,delta_target_cosine,alpha_star,help_fraction,base_sse,final_sse,sse_gain_pct,oracle_alpha_sse_gain_pct
18,0.008606487513802052,0.016989926661224616,0.5065641356442268,0.5407361500185733,1.0674584163580552,0.9877800407331976,580.5297070297555,411.4632843115513,29.12278573705076,29.239558393690814
19,0.011567164767177101,0.020488221505840235,0.564576323224534,0.6500548772157214,1.1514030087251679,1.0,844.208968711929,493.6387337614846,41.52647601995213,42.25713433919455
20,0.014942698576770417,0.027623196473229927,0.5409474819922312,0.7831475579619283,1.4477330684259946,1.0,1534.5791911884521,683.4106928369699,55.465922074200435,61.33200975417311
